logFC	AveExpr	t	P.Value	adj.P.Val	B
-0.4274805435371328	-0.45763721062913654	-102.51791380515283	5.020627570665456e-80	3.8156769537057467e-78	172.87399297829506
0.19310530151183672	0.18641542574526088	48.52785843670645	6.591269900021918e-57	2.5046825620083287e-55	119.09755971023274
0.2871606397056685	0.2659319468268702	44.098309689416794	5.333132447642667e-54	1.3510602200694755e-52	112.32115440887215
0.23990200007072968	0.26753611008972195	42.24358381546873	1.062338242147715e-52	2.0184426600806586e-51	109.29319353346757
0.24592960710942452	0.27222368081732556	41.98573757684601	1.625744257372693e-52	2.471131271206493e-51	108.86253139146048
0.24297161393540836	0.25238251774696713	40.69299313934088	1.4242103820355048e-51	1.8039998172449727e-50	106.66589089208405
0.28147455144312605	0.2937998615990976	40.40439108102449	2.3320722310296808e-51	2.531964136546511e-50	106.16674310714161
0.22158342402135853	0.2462527110501579	38.23406003444836	1.0583618444874764e-49	1.0054437522631026e-48	102.30504458725572
-0.27942111513921886	-0.2955037758018596	-37.70937701896518	2.741661206733691e-49	2.3151805745751168e-48	101.34156824689639
-0.16574194747672444	-0.17889514761316558	-35.41628748466581	2.0314475165613532e-47	1.5439001125866284e-46	96.98354556321398
0.21945353736118056	0.24428820137050364	34.10482024943868	2.669472777018683e-46	1.8443630095765446e-45	94.3763162018725
0.22267082536883637	0.2562123396231425	32.895839083875394	3.103610828397754e-45	1.9656201913185772e-44	91.8930556117964
0.250469259719135	0.30562472992447864	32.44264537547841	7.945706921678293e-45	4.6451825080580785e-44	90.94150850882814
0.2577275190741247	0.30159301354343837	31.93165340252477	2.325318463095705e-44	1.2623157371090972e-43	89.85459239477044
0.224037589425142	0.26728981597852897	31.23220965371635	1.0362090914956786e-43	5.250126063578105e-43	88.34207711028579
-0.24988605665181696	-0.26120711388710627	-30.24335330198847	9.009069858874347e-43	4.2793081829653146e-42	86.15309655223356
0.2272073645132453	0.2566699524426356	28.88650396167	1.9368111246098146e-41	8.658685027667406e-41	83.0479068602591
0.24924692718859878	0.288514093938363	26.644310018109884	4.0617688109615547e-39	1.714969053517101e-38	77.63780348819627
0.21096340292784233	0.18075221681131234	25.973003854630964	2.1631670449054113e-38	8.652668179621645e-38	75.94528429500843
0.2422921308976278	0.19733708897957536	25.301566442248095	1.1938935465874648e-37	4.536795477032366e-37	74.21673876277296
0.2875569166102345	0.26997730002121034	25.13757108714601	1.8220586273054628e-37	6.594116936915008e-37	73.78897977115673
0.35230961393156773	0.33079001406966424	24.52131225180289	9.101489099877994e-37	3.1441507799578524e-36	72.16149911506493
0.17423815974697437	0.227749245780812	24.37086007894532	1.35444341901475e-36	4.475552167179174e-36	71.75927836690012
0.20407077626755177	0.19878261521037405	21.998818147898493	9.317490981327182e-34	2.9505388107536075e-33	65.14963582333016
0.16974884625948536	0.22419946513858457	21.864600263096563	1.3698225729291918e-33	4.164260621704743e-33	64.75984817606795
0.1282998469788083	0.1506381545418358	21.597365243636382	2.9660331381291443e-33	8.669943019146729e-33	63.97847892622313
0.1433480031034722	0.14488450148996773	20.917758931886528	2.184436266835068e-32	6.148783565906118e-32	61.95911426854421
0.18286000151947954	0.2114897098243973	20.454682931797798	8.748660620449682e-32	2.374636454122057e-31	60.555980200635574
0.1468994792001719	0.15056274195927477	19.78617880119816	6.747568420759763e-31	1.768328275785317e-30	58.49039585214895
0.17485876418030466	0.21543421545978952	19.507608397267685	1.6033140493011812e-30	4.061728924896326e-30	57.615386462247216
0.15865990088409465	0.15518816210738068	18.80755438389836	1.4656389475165014e-29	3.5931793552017455e-29	55.378472362454175
-0.15739722899800707	-0.19014780373258414	-18.59569171083581	2.8945707138343477e-29	6.874605445356575e-29	54.69059258403864
0.10010492614864741	0.09290663946801919	18.5317376600192	3.5582784030507264e-29	8.194822988844097e-29	54.481935627326024
0.14113139434277716	0.1293452703411985	17.637238356347783	6.711586149056801e-28	1.5002369039068144e-27	51.513670265441945
-0.14865477458699683	-0.18288195096602566	-16.836046974877924	1.0101813029930224e-26	2.1935365436419912e-26	48.77423465126569
0.14995841247660133	0.18200135935730868	16.368881630102965	5.0900018638706597e-26	1.0745559490393616e-25	47.14079034419329
0.12514811591627453	0.17403110823603873	16.010497166328566	1.7925293058707687e-25	3.6819520877345515e-25	45.8693865845371
0.10863683904553592	0.1278583408124349	15.654581634615514	6.358647099999201e-25	1.2717294199998402e-24	44.59086143809425
0.10942323513348079	0.10127850095091515	15.608898018087045	7.489435533961399e-25	1.4276643973511193e-24	44.42560438219612
0.1422537082422849	0.15727287278305016	15.607983969446021	7.51402314395326e-25	1.4276643973511193e-24	44.422295200001756
0.14066788635514027	0.22476789373163028	15.069824189791769	5.2714705744757855e-24	9.771506430735602e-24	42.4556637595879
-0.10288056062839024	-0.07593672857634517	-14.314285794548061	8.64545223063515e-23	1.5644151655435034e-22	39.63278144878307
0.1325257841332982	0.14300547932802948	14.253224759146814	1.0873100760854903e-22	1.9217573437790061e-22	39.401483677346995
0.18611248292433455	0.15726899312908285	14.208764031473587	1.2852301810792772e-22	2.219943040046024e-22	39.232770820088255
0.14712844421964713	0.17605384892160475	14.192870926886446	1.36448645554028e-22	2.3044660138013616e-22	39.172401439677074
0.10486786894770667	0.12328690245356608	13.587498650091788	1.3654581558377897e-21	2.2559743444276525e-21	36.84922998149101
-0.12624473067323858	-0.10872915489659461	-13.579234993445656	1.4095258851133755e-21	2.2792333461407774e-21	36.81719946898221
0.12554568625566032	0.11257489012516872	13.359139693851157	3.2950392696126437e-21	5.217145510220019e-21	35.960966956725606
