err.rate	mtry	ntree	nodesize	nsplit
0.4434441176470588	1	100	5	0
0.41274509803921566	1	100	5	1
0.39656242243732936	1	100	10	0
0.41107649956534337	1	100	10	1
0.5029901960784313	1	100	20	0
0.44098502150073043	1	100	20	1
0.8018627450980392	1	100	25	0
0.7842316926770708	1	100	25	1
0.8269567827130853	1	100	30	0
0.7811359782977281	1	100	30	1
0.42073529411764704	1	200	5	0
0.3667156862745098	1	200	5	1
0.3957843137254902	1	200	10	0
0.4094591226321037	1	200	10	1
0.48455882352941176	1	200	20	0
0.4246813725490196	1	200	20	1
0.8452696078431372	1	200	25	0
0.8448039215686274	1	200	25	1
0.8499246771879484	1	200	30	0
0.8702450980392157	1	200	30	1
0.40941176470588236	1	300	5	0
0.3499351863222672	1	300	5	1
0.3507644431306861	1	300	10	0
0.4163071895424837	1	300	10	1
0.40646013071895426	1	300	20	0
0.4694771241830065	1	300	20	1
0.9031841713583123	1	300	25	0
0.884924670433145	1	300	25	1
0.8798039215686274	1	300	30	0
0.8947549019607843	1	300	30	1
0.3813480392156863	1	400	5	0
0.39492647058823527	1	400	5	1
0.4049934883624013	1	400	10	0
0.42034313725490197	1	400	10	1
0.4258014705882353	1	400	20	0
0.4885539215686274	1	400	20	1
0.8900809934089547	1	400	25	0
0.8912163837867163	1	400	25	1
0.9092156862745098	1	400	30	0
0.9046884906657273	1	400	30	1
0.3552647058823529	1	500	5	0
0.36915163686620023	1	500	5	1
0.395078431372549	1	500	10	0
0.3663743841381924	1	500	10	1
0.39522549019607844	1	500	20	0
0.4410736585466642	1	500	20	1
0.8899778346121057	1	500	25	0
0.9026988086373791	1	500	25	1
0.9034459184267178	1	500	30	0
0.8955882352941177	1	500	30	1
0.38081173147224995	1	600	5	0
0.3857786160556407	1	600	5	1
0.4047720726708763	1	600	10	0
0.3941428492300875	1	600	10	1
0.3954003267973856	1	600	20	0
0.4597892190975207	1	600	20	1
0.9165196078431372	1	600	25	0
0.9103676470588236	1	600	25	1
0.902892156862745	1	600	30	0
0.923879195746095	1	600	30	1
0.34977218473596333	1	700	5	0
0.3206862745098039	1	700	5	1
0.38595238095238094	1	700	10	0
0.3497372417939709	1	700	10	1
0.40958683473389357	1	700	20	0
0.4479006339377856	1	700	20	1
0.9051190476190476	1	700	25	0
0.915453781512605	1	700	25	1
0.9062387905314719	1	700	30	0
0.8999509803921568	1	700	30	1
0.3608823529411765	1	800	5	0
0.3488419117647059	1	800	5	1
0.3993148864809082	1	800	10	0
0.3840502450980392	1	800	10	1
0.408890931372549	1	800	20	0
0.4360600490196078	1	800	20	1
0.9232046568627451	1	800	25	0
0.9285294117647058	1	800	25	1
0.9286664747663188	1	800	30	0
0.9123116215512753	1	800	30	1
0.36514978213507626	1	900	5	0
0.3230734911801275	1	900	5	1
0.37095315904139436	1	900	10	0
0.38922629088708866	1	900	10	1
0.3869281045751634	1	900	20	0
0.43187200761874944	1	900	20	1
0.9248093681917211	1	900	25	0
0.9171856126416811	1	900	25	1
0.9334259259259259	1	900	30	0
0.9303443766743533	1	900	30	1
0.37230196078431377	1	1000	5	0
0.33294117647058824	1	1000	5	1
0.3558529411764706	1	1000	10	0
0.39781372549019606	1	1000	10	1
0.4250107432194435	1	1000	20	0
0.44183914921900963	1	1000	20	1
0.9245154843053102	1	1000	25	0
0.9379292156862745	1	1000	25	1
0.9160238235294118	1	1000	30	0
0.9208921568627451	1	1000	30	1
0.3665103386809269	1	1100	5	0
0.34112192726845775	1	1100	5	1
0.36654083204930665	1	1100	10	0
