"Module"	"Gene1"	"Gene2"
"M3"	"HMGA2"	"DDX4"
"M3"	"HMGA2"	"DPYSL4"
"M3"	"RPS21"	"RSPO4"
"M3"	"CARD8"	"CES1"
"M3"	"CARD8"	"IL1RN"
"M3"	"STAB1"	"AQP9"
"M3"	"CD99"	"HSF4"
"M3"	"DNAJB2"	"CES1"
"M3"	"EPOR"	"RSPO4"
"M3"	"RPS12"	"RSPO4"
"M3"	"HOOK2"	"ADAM12"
"M3"	"CTNNA1"	"SPOCD1"
"M3"	"DVL3"	"RSPO4"
"M3"	"RFFL"	"HSF4"
"M3"	"EMILIN1"	"FBXL3"
"M3"	"EMILIN1"	"SPATA13"
"M3"	"EMILIN1"	"PTP4A1"
"M3"	"EMILIN1"	"TAPBP"
"M3"	"EMILIN1"	"GALNT12"
"M3"	"EMILIN1"	"SPC24"
"M3"	"EMILIN1"	"XRCC5"
"M3"	"EMILIN1"	"PIGA"
"M3"	"EMILIN1"	"TEP1"
"M3"	"EMILIN1"	"GADD45G"
"M3"	"EMILIN1"	"DCUN1D5"
"M3"	"EMILIN1"	"EPHA1"
"M3"	"EMILIN1"	"PPL"
"M3"	"EMILIN1"	"PRTN3"
"M3"	"EMILIN1"	"SGCE"
"M3"	"EMILIN1"	"NVL"
"M3"	"EMILIN1"	"TH"
"M3"	"EMILIN1"	"ZNRF3"
"M3"	"EMILIN1"	"KIF21B"
"M3"	"EMILIN1"	"FGFR1OP"
"M3"	"EMILIN1"	"FAS"
"M3"	"EMILIN1"	"CACNA1H"
"M3"	"EMILIN1"	"LTF"
"M3"	"EMILIN1"	"CYBRD1"
"M3"	"EMILIN1"	"CUTA"
"M3"	"EMILIN1"	"SDHA"
"M3"	"EMILIN1"	"ERCC6L2"
"M3"	"EMILIN1"	"DAB2"
"M3"	"EMILIN1"	"PCDH7"
"M3"	"EMILIN1"	"ARFGAP2"
"M3"	"EMILIN1"	"ITIH1"
"M3"	"EMILIN1"	"ZNF841"
"M3"	"EMILIN1"	"AP1S2"
"M3"	"EMILIN1"	"PGD"
"M3"	"EMILIN1"	"DIS3L2"
"M3"	"EMILIN1"	"CMAS"
"M3"	"EMILIN1"	"RPS27A"
"M3"	"EMILIN1"	"FDX1L"
"M3"	"EMILIN1"	"CILP"
"M3"	"EMILIN1"	"OR8H2"
"M3"	"EMILIN1"	"TXNL4B"
"M3"	"EMILIN1"	"C9orf114"
"M3"	"EMILIN1"	"MDFI"
"M3"	"EMILIN1"	"PAEP"
"M3"	"EMILIN1"	"BMPER"
"M3"	"EMILIN1"	"ATP11C"
"M3"	"EMILIN1"	"COTL1"
"M3"	"EMILIN1"	"SYT6"
"M3"	"EMILIN1"	"MTNR1B"
"M3"	"EMILIN1"	"TBC1D15"
"M3"	"EMILIN1"	"DMP1"
"M3"	"EMILIN1"	"MGP"
"M3"	"EMILIN1"	"DOK6"
"M3"	"EMILIN1"	"COL5A2"
"M3"	"EMILIN1"	"SRSF10"
"M3"	"EMILIN1"	"RCN3"
"M3"	"EMILIN1"	"USH1G"
"M3"	"EMILIN1"	"ALS2"
"M3"	"EMILIN1"	"RPS9"
"M3"	"EMILIN1"	"EPS8"
"M3"	"EMILIN1"	"JPH2"
"M3"	"EMILIN1"	"CBFA2T2"
"M3"	"EMILIN1"	"GPR37"
"M3"	"EMILIN1"	"FAM109A"
"M3"	"EMILIN1"	"GORAB"
"M3"	"EMILIN1"	"GMDS"
"M3"	"EMILIN1"	"CHAMP1"
"M3"	"EMILIN1"	"KCNG1"
"M3"	"EMILIN1"	"TSPYL5"
"M3"	"EMILIN1"	"MAP2K2"
"M3"	"EMILIN1"	"AHNAK2"
"M3"	"EMILIN1"	"GAN"
"M3"	"EMILIN1"	"RHOT1"
"M3"	"EMILIN1"	"CXorf56"
"M3"	"EMILIN1"	"SDC3"
"M3"	"EMILIN1"	"KIF22"
"M3"	"EMILIN1"	"PIAS2"
"M3"	"EMILIN1"	"CDC20"
"M3"	"EMILIN1"	"NEFH"
"M3"	"EMILIN1"	"EXOC5"
"M3"	"EMILIN1"	"SKAP1"
"M3"	"EMILIN1"	"C5orf51"
"M3"	"EMILIN1"	"ATG4D"
"M3"	"EMILIN1"	"DUSP12"
"M3"	"EMILIN1"	"ARAP1"
"M3"	"EMILIN1"	"EPSTI1"
"M3"	"EMILIN1"	"GGT7"
"M3"	"EMILIN1"	"ADSSL1"
"M3"	"EMILIN1"	"MAPK8IP1"
"M3"	"EMILIN1"	"MAGEA1"
"M3"	"EMILIN1"	"IARS2"
"M3"	"EMILIN1"	"BCL10"
"M3"	"EMILIN1"	"ACTA2"
"M3"	"EMILIN1"	"GDPGP1"
"M3"	"EMILIN1"	"STRAP"
"M3"	"EMILIN1"	"PGM2"
"M3"	"EMILIN1"	"GLRX3"
"M3"	"EMILIN1"	"DYNLT3"
"M3"	"EMILIN1"	"ZNF141"
"M3"	"EMILIN1"	"HCFC1R1"
"M3"	"EMILIN1"	"TYMP"
"M3"	"EMILIN1"	"GPX8"
"M3"	"EMILIN1"	"PML"
"M3"	"EMILIN1"	"GM2A"
"M3"	"EMILIN1"	"BAG3"
"M3"	"EMILIN1"	"CD79B"
"M3"	"EMILIN1"	"CPSF7"
"M3"	"EMILIN1"	"TOLLIP"
"M3"	"EMILIN1"	"FAM213A"
"M3"	"EMILIN1"	"TNFSF15"
"M3"	"EMILIN1"	"NXT1"
"M3"	"EMILIN1"	"ABCF1"
"M3"	"EMILIN1"	"ARPP21"
"M3"	"EMILIN1"	"CRYBB2"
"M3"	"EMILIN1"	"MAST4"
"M3"	"EMILIN1"	"KRT18"
"M3"	"EMILIN1"	"TESC"
"M3"	"EMILIN1"	"PIP4K2B"
"M3"	"EMILIN1"	"CREBL2"
"M3"	"EMILIN1"	"PAN2"
"M3"	"EMILIN1"	"POLR3A"
"M3"	"EMILIN1"	"HSPB6"
"M3"	"EMILIN1"	"PRKG2"
"M3"	"EMILIN1"	"ZNF763"
"M3"	"EMILIN1"	"TRAPPC6B"
"M3"	"EMILIN1"	"FGFBP1"
"M3"	"EMILIN1"	"RABEPK"
"M3"	"EMILIN1"	"CLCA1"
"M3"	"EMILIN1"	"FAM193B"
"M3"	"EMILIN1"	"MITF"
"M3"	"EMILIN1"	"TNN"
"M3"	"EMILIN1"	"NPY5R"
"M3"	"EMILIN1"	"CABP1"
"M3"	"EMILIN1"	"SUV420H2"
"M3"	"EMILIN1"	"TRIM69"
"M3"	"EMILIN1"	"EFHC2"
"M3"	"EMILIN1"	"ALOX12"
"M3"	"EMILIN1"	"HOMEZ"
"M3"	"EMILIN1"	"SHANK3"
"M3"	"EMILIN1"	"CLPX"
"M3"	"EMILIN1"	"VCY"
"M3"	"EMILIN1"	"SLITRK4"
"M3"	"EMILIN1"	"PARD3"
"M3"	"EMILIN1"	"CARD9"
"M3"	"EMILIN1"	"TNFRSF11A"
"M3"	"EMILIN1"	"CDC123"
"M3"	"EMILIN1"	"GPRIN2"
"M3"	"EMILIN1"	"PAG1"
"M3"	"EMILIN1"	"C1RL"
"M3"	"EMILIN1"	"PEX6"
"M3"	"EMILIN1"	"ABHD17B"
"M3"	"EMILIN1"	"PRL"
"M3"	"EMILIN1"	"SLC6A2"
"M3"	"EMILIN1"	"CSDC2"
"M3"	"EMILIN1"	"FOXS1"
"M3"	"EMILIN1"	"BMI1"
"M3"	"EMILIN1"	"DQX1"
"M3"	"EMILIN1"	"SAMD4B"
"M3"	"EMILIN1"	"ZNF473"
"M3"	"EMILIN1"	"CIC"
"M3"	"EMILIN1"	"NMRAL1"
"M3"	"EMILIN1"	"ZNF598"
"M3"	"EMILIN1"	"PAXBP1"
"M3"	"EMILIN1"	"PDE3B"
"M3"	"CCL5"	"KPNA2"
"M3"	"CCL5"	"CES1"
"M3"	"CCL5"	"MSRB1"
"M3"	"CCL5"	"F11R"
"M3"	"CCL5"	"MED28"
"M3"	"CCL5"	"SNUPN"
"M3"	"CCL5"	"RPS10"
"M3"	"CCL5"	"PROSER1"
"M3"	"CCL5"	"PRTN3"
"M3"	"CCL5"	"HAND1"
"M3"	"CCL5"	"UBE2L3"
"M3"	"CCL5"	"ZNF335"
"M3"	"CCL5"	"KCNIP4"
"M3"	"CCL5"	"SLC17A1"
"M3"	"CCL5"	"TERT"
"M3"	"CCL5"	"DNAJC11"
"M3"	"CCL5"	"TPD52L1"
"M3"	"CCL5"	"CSTF3"
"M3"	"CCL5"	"GSTM1"
"M3"	"CCL5"	"KCNJ5"
"M3"	"CCL5"	"VPS11"
"M3"	"CCL5"	"FBXW11"
"M3"	"CCL5"	"DERL2"
"M3"	"CCL5"	"RNF126"
"M3"	"CCL5"	"ZNF516"
"M3"	"CCL5"	"TRPC3"
"M3"	"CCL5"	"CRP"
"M3"	"CCL5"	"MED13"
"M3"	"CCL5"	"ORC2"
"M3"	"CCL5"	"CACTIN"
"M3"	"CCL5"	"NR2C2"
"M3"	"CCL5"	"ATRN"
"M3"	"CCL5"	"ZBTB17"
"M3"	"CCL5"	"ATMIN"
"M3"	"CCL5"	"SMN2"
"M3"	"CCL5"	"CHEK2"
"M3"	"CCL5"	"PLEKHJ1"
"M3"	"CCL5"	"ZC2HC1A"
"M3"	"CCL5"	"LRIG1"
"M3"	"CCL5"	"KDELC2"
"M3"	"CCL5"	"IL37"
"M3"	"CCL5"	"NHP2"
"M3"	"CCL5"	"ALS2CR11"
"M3"	"CCL5"	"CYP4F11"
"M3"	"CCL5"	"CD82"
"M3"	"CCL5"	"ZNF117"
"M3"	"CCL5"	"TAF1B"
"M3"	"CCL5"	"AGPAT1"
"M3"	"CCL5"	"DLGAP2"
"M3"	"CCL5"	"CORO2A"
"M3"	"CCL5"	"TRIML2"
"M3"	"CCL5"	"HBA2"
"M3"	"CCL5"	"C19orf54"
"M3"	"CCL5"	"C1orf86"
"M3"	"CCL5"	"TTLL4"
"M3"	"CCL5"	"PTPN6"
"M3"	"CCL5"	"GPR21"
"M3"	"CCL5"	"CXXC5"
"M3"	"CCL5"	"UBE2QL1"
"M3"	"CCL5"	"GPR63"
"M3"	"CCL5"	"RTF1"
"M3"	"CCL5"	"TNFSF15"
"M3"	"CCL5"	"NAP1L2"
"M3"	"CCL5"	"TRAIP"
"M3"	"CCL5"	"ABCF1"
"M3"	"CCL5"	"ANXA5"
"M3"	"CCL5"	"ZC3H7A"
"M3"	"CCL5"	"SLC6A5"
"M3"	"CCL5"	"MAST4"
"M3"	"CCL5"	"BMP8B"
"M3"	"CCL5"	"CST9"
"M3"	"CCL5"	"CARD18"
"M3"	"CCL5"	"MYO1C"
"M3"	"CCL5"	"IFNA2"
"M3"	"CCL5"	"TCEB2"
"M3"	"CCL5"	"THEM4"
"M3"	"CCL5"	"NKX2-1"
"M3"	"CCL5"	"PEX5"
"M3"	"CCL5"	"CTDSP1"
"M3"	"CCL5"	"WIZ"
"M3"	"CCL5"	"FASTKD5"
"M3"	"CCL5"	"ZNF763"
"M3"	"CCL5"	"PSMG1"
"M3"	"CCL5"	"TTC37"
"M3"	"CCL5"	"ALOX12"
"M3"	"CCL5"	"CARD9"
"M3"	"CCL5"	"CDC123"
"M3"	"CCL5"	"FOXS1"
"M3"	"CCL5"	"CIC"
"M3"	"CCL5"	"NMRAL1"
"M3"	"CCL5"	"CDK11A"
"M3"	"CCL5"	"LFNG"
"M3"	"CCL5"	"TAF4"
"M3"	"CCL5"	"PLEKHF2"
"M3"	"CCL5"	"MDC1"
"M3"	"CCL5"	"RPS6"
"M3"	"CCL5"	"RHEBL1"
"M3"	"CCL5"	"GLRA3"
"M3"	"CCL5"	"IL1RAPL1"
"M3"	"CCL5"	"MRPL52"
"M3"	"CCL5"	"BMPR1A"
"M3"	"CCL5"	"LRRFIP2"
"M3"	"CCL5"	"TAF1C"
"M3"	"CCL5"	"FAM3B"
"M3"	"CCL5"	"CMIP"
"M3"	"CCL5"	"GPR50"
"M3"	"CCL5"	"NSMCE1"
"M3"	"CCL5"	"C11orf70"
"M3"	"CCL5"	"TTBK1"
"M3"	"CCL5"	"NR0B1"
"M3"	"CCL5"	"MPST"
"M3"	"CCL5"	"SPATC1"
"M3"	"ID2"	"RSPO4"
"M3"	"ACOX1"	"HSF4"
"M3"	"PTPRN"	"EAF2"
"M3"	"PTPRN"	"TAGLN"
"M3"	"PTPRN"	"TSG101"
"M3"	"PTPRN"	"SGCA"
"M3"	"PTPRN"	"DDIT4L"
"M3"	"PTPRN"	"ERBB2"
"M3"	"PTPRN"	"PTP4A1"
"M3"	"PTPRN"	"RARS"
"M3"	"PTPRN"	"MS4A1"
"M3"	"PTPRN"	"COL4A2"
"M3"	"PTPRN"	"GMPS"
"M3"	"PTPRN"	"WDR36"
"M3"	"PTPRN"	"ENG"
"M3"	"PTPRN"	"YIPF4"
"M3"	"PTPRN"	"LMO7"
"M3"	"PTPRN"	"MALL"
"M3"	"PTPRN"	"TFF3"
"M3"	"PTPRN"	"GRIN2A"
"M3"	"PTPRN"	"ROS1"
"M3"	"PTPRN"	"IGFBP7"
"M3"	"PTPRN"	"DNM1"
"M3"	"PTPRN"	"FOLR3"
"M3"	"PTPRN"	"GATA3"
"M3"	"PTPRN"	"DCAF5"
"M3"	"PTPRN"	"KLHL24"
"M3"	"PTPRN"	"KCNIP4"
"M3"	"PTPRN"	"UCN3"
"M3"	"PTPRN"	"TLK2"
"M3"	"PTPRN"	"ARID4B"
"M3"	"PTPRN"	"CNRIP1"
"M3"	"PTPRN"	"SFTPC"
"M3"	"PTPRN"	"ACTN2"
"M3"	"PTPRN"	"ARID5B"
"M3"	"PTPRN"	"RNF169"
"M3"	"PTPRN"	"FAM46B"
"M3"	"PTPRN"	"PAEP"
"M3"	"PTPRN"	"ABHD11"
"M3"	"PTPRN"	"AP3M2"
"M3"	"PTPRN"	"PLG"
"M3"	"PTPRN"	"TBCK"
"M3"	"PTPRN"	"RFX5"
"M3"	"PTPRN"	"STX16"
"M3"	"PTPRN"	"CCDC84"
"M3"	"PTPRN"	"FAM3A"
"M3"	"PTPRN"	"DVL2"
"M3"	"PTPRN"	"USP21"
"M3"	"PTPRN"	"AP2S1"
"M3"	"PTPRN"	"PLIN2"
"M3"	"PTPRN"	"PRMT3"
"M3"	"PTPRN"	"LONRF2"
"M3"	"PTPRN"	"NUDT19"
"M3"	"PTPRN"	"MRPS16"
"M3"	"PTPRN"	"TIGD4"
"M3"	"PTPRN"	"NXPE4"
"M3"	"PTPRN"	"UTS2"
"M3"	"PTPRN"	"CKMT1A"
"M3"	"PTPRN"	"PCDHB7"
"M3"	"PTPRN"	"CDH2"
"M3"	"PTPRN"	"HOXC9"
"M3"	"PTPRN"	"IFT81"
"M3"	"PTPRN"	"WDR60"
"M3"	"PTPRN"	"SMC5"
"M3"	"PTPRN"	"MT1H"
"M3"	"PTPRN"	"TOLLIP"
"M3"	"PTPRN"	"FMO3"
"M3"	"PTPRN"	"TNFSF15"
"M3"	"PTPRN"	"ALG8"
"M3"	"PTPRN"	"SHMT2"
"M3"	"PTPRN"	"TNFRSF9"
"M3"	"PTPRN"	"GGA1"
"M3"	"PTPRN"	"RNF11"
"M3"	"PTPRN"	"NACC2"
"M3"	"PTPRN"	"ZNF528"
"M3"	"PTPRN"	"UBQLN2"
"M3"	"PTPRN"	"IRGQ"
"M3"	"PTPRN"	"GLI3"
"M3"	"PTPRN"	"LGALS4"
"M3"	"PTPRN"	"POLR3A"
"M3"	"PTPRN"	"HSPB3"
"M3"	"PTPRN"	"CSDC2"
"M3"	"PTPRN"	"ANAPC4"
"M3"	"PTPRN"	"CCK"
"M3"	"PTPRN"	"KRT25"
"M3"	"PTPRN"	"ROCK1"
"M3"	"PTPRN"	"DYNC2H1"
"M3"	"PTPRN"	"RS1"
"M3"	"PTPRN"	"SERPINI2"
"M3"	"PTPRN"	"IFNAR2"
"M3"	"PTPRN"	"RPS15"
"M3"	"PTPRN"	"SLC9A3R2"
"M3"	"PTPRN"	"MYOZ1"
"M3"	"PTPRN"	"KIF1C"
"M3"	"PTPRN"	"SPRY1"
"M3"	"PTPRN"	"METTL2A"
"M3"	"PTPRN"	"FLRT2"
"M3"	"PTPRN"	"ELAVL3"
"M3"	"RET"	"PSD"
"M3"	"RET"	"HOXB6"
"M3"	"RET"	"SLC7A7"
"M3"	"RET"	"MYO5A"
"M3"	"RET"	"AHRR"
"M3"	"RET"	"MSRB1"
"M3"	"RET"	"KLHDC9"
"M3"	"RET"	"VPS28"
"M3"	"RET"	"C19orf25"
"M3"	"RET"	"PTP4A1"
"M3"	"RET"	"GZMB"
"M3"	"RET"	"HOXA10"
"M3"	"RET"	"CBLL1"
"M3"	"RET"	"INTS9"
"M3"	"RET"	"HFE"
"M3"	"RET"	"KLHDC2"
"M3"	"RET"	"PRKRA"
"M3"	"RET"	"FIZ1"
"M3"	"RET"	"THRB"
"M3"	"RET"	"PPFIA2"
"M3"	"RET"	"PDE6D"
"M3"	"RET"	"CRIPT"
"M3"	"RET"	"KCNIP4"
"M3"	"RET"	"SCMH1"
"M3"	"RET"	"TCEA3"
"M3"	"RET"	"MED13"
"M3"	"RET"	"BTLA"
"M3"	"RET"	"SORBS2"
"M3"	"RET"	"U2AF2"
"M3"	"RET"	"STRA6"
"M3"	"RET"	"RD3"
"M3"	"RET"	"BLVRB"
"M3"	"RET"	"GPR182"
"M3"	"RET"	"CSNK2B"
"M3"	"RET"	"SNAPC2"
"M3"	"RET"	"PCBD2"
"M3"	"RET"	"SERTM1"
"M3"	"RET"	"RPP40"
"M3"	"RET"	"HLA-DOB"
"M3"	"RET"	"BTG2"
"M3"	"RET"	"LONRF1"
"M3"	"RET"	"TP53INP2"
"M3"	"RET"	"BTG3"
"M3"	"RET"	"DNAJC6"
"M3"	"RET"	"MUC1"
"M3"	"RET"	"ANXA2"
"M3"	"RET"	"POLR3K"
"M3"	"RET"	"CARD9"
"M3"	"RET"	"PRL"
"M3"	"RET"	"BMI1"
"M3"	"RET"	"LRRFIP2"
"M3"	"RET"	"CMIP"
"M3"	"RET"	"GPR50"
"M3"	"RET"	"C11orf70"
"M3"	"RET"	"MPST"
"M3"	"RET"	"NMNAT1"
"M3"	"RET"	"MSL2"
"M3"	"RET"	"ARHGAP10"
"M3"	"RET"	"GPRC5C"
"M3"	"RET"	"TMOD3"
"M3"	"RET"	"WDR18"
"M3"	"RET"	"FOXL2"
"M3"	"RET"	"IRF2BPL"
"M3"	"RET"	"TGFB2"
"M3"	"RET"	"PPP1R36"
"M3"	"RET"	"PTPN14"
"M3"	"RET"	"NOP56"
"M3"	"RET"	"TRIM37"
"M3"	"RET"	"PPP4R1"
"M3"	"RET"	"ALDH3B2"
"M3"	"RET"	"CHGB"
"M3"	"NCOA3"	"ATF3"
"M3"	"NCOA3"	"HAP1"
"M3"	"NCOA3"	"IER3"
"M3"	"MBD4"	"TAGLN"
"M3"	"DES"	"RBM10"
"M3"	"DES"	"RCAN3"
"M3"	"DES"	"PTP4A1"
"M3"	"DES"	"LARP1"
"M3"	"DES"	"CDH18"
"M3"	"DES"	"MYO1E"
"M3"	"DES"	"ANG"
"M3"	"DES"	"GDNF"
"M3"	"DES"	"LMO7"
"M3"	"DES"	"EXOC7"
"M3"	"DES"	"ROBO4"
"M3"	"DES"	"HFE"
"M3"	"DES"	"SVIP"
"M3"	"DES"	"DBF4"
"M3"	"DES"	"SMC6"
"M3"	"DES"	"TFF1"
"M3"	"DES"	"NOC2L"
"M3"	"DES"	"HMGN2"
"M3"	"DES"	"SELPLG"
"M3"	"DES"	"MAGT1"
"M3"	"DES"	"NDRG2"
"M3"	"DES"	"CCDC14"
"M3"	"DES"	"MOGAT3"
"M3"	"DES"	"NAA16"
"M3"	"DES"	"ZHX1-C8ORF76"
"M3"	"DES"	"CSPP1"
"M3"	"DES"	"C7orf55"
"M3"	"DES"	"ISCU"
"M3"	"DES"	"MTMR14"
"M3"	"DES"	"UACA"
"M3"	"DES"	"CARD11"
"M3"	"DES"	"YOD1"
"M3"	"DES"	"RPS6KA4"
"M3"	"DES"	"PCDH7"
"M3"	"DES"	"TBCE"
"M3"	"DES"	"TRPC3"
"M3"	"DES"	"RPS9"
"M3"	"DES"	"KCNG1"
"M3"	"DES"	"SNAPC2"
"M3"	"DES"	"KRT28"
"M3"	"DES"	"ARID2"
"M3"	"DES"	"NKAPL"
"M3"	"DES"	"TPO"
"M3"	"DES"	"ATP6V1C2"
"M3"	"DES"	"ABCA6"
"M3"	"DES"	"HUNK"
"M3"	"DES"	"TBC1D4"
"M3"	"DES"	"DHRS13"
"M3"	"DES"	"CDON"
"M3"	"DES"	"CBX2"
"M3"	"DES"	"SLC4A11"
"M3"	"DES"	"PPP6R3"
"M3"	"DES"	"UGGT2"
"M3"	"DES"	"KLK9"
"M3"	"DES"	"HSCB"
"M3"	"DES"	"CKMT2"
"M3"	"DES"	"HLA-A"
"M3"	"DES"	"LRRC28"
"M3"	"DES"	"SMC4"
"M3"	"DES"	"GRPEL1"
"M3"	"DES"	"SH2D3C"
"M3"	"DES"	"ZNF383"
"M3"	"DES"	"CAV1"
"M3"	"DES"	"HIST1H4J"
"M3"	"DES"	"KLHL14"
"M3"	"DES"	"PCK2"
"M3"	"DES"	"INHBE"
"M3"	"DES"	"C8A"
"M3"	"DES"	"RASIP1"
"M3"	"DES"	"BCAN"
"M3"	"DES"	"TWSG1"
"M3"	"DES"	"NME6"
"M3"	"DES"	"LENG8"
"M3"	"DES"	"ISYNA1"
"M3"	"DES"	"LCA5L"
"M3"	"DES"	"PITPNM1"
"M3"	"DES"	"CSNK1G3"
"M3"	"DES"	"MYH10"
"M3"	"DES"	"SLC7A5"
"M3"	"DES"	"TENC1"
"M3"	"DES"	"NFKBIE"
"M3"	"DES"	"OCIAD2"
"M3"	"DES"	"LYN"
"M3"	"DES"	"MMRN2"
"M3"	"DES"	"PGAM5"
"M3"	"DES"	"EGF"
"M3"	"DES"	"PARVB"
"M3"	"DES"	"IFT81"
"M3"	"DES"	"SNX21"
"M3"	"DES"	"KIF23"
"M3"	"DES"	"SPSB4"
"M3"	"DES"	"ZCCHC9"
"M3"	"DES"	"VASN"
"M3"	"DES"	"UBE2D1"
"M3"	"DES"	"ADH1A"
"M3"	"DES"	"NOA1"
"M3"	"DES"	"PRR5"
"M3"	"DES"	"MAF"
"M3"	"DES"	"STX3"
"M3"	"DES"	"TMTC2"
"M3"	"DES"	"GSAP"
"M3"	"DES"	"MICALL1"
"M3"	"DES"	"TOPAZ1"
"M3"	"DES"	"TAF2"
"M3"	"DES"	"SH3D19"
"M3"	"DES"	"ASIC1"
"M3"	"DES"	"TOMM7"
"M3"	"DES"	"DHX36"
"M3"	"DES"	"DGCR8"
"M3"	"DES"	"DCHS2"
"M3"	"DES"	"FMNL2"
"M3"	"DES"	"RICTOR"
"M3"	"DES"	"CLTA"
"M3"	"DES"	"FOLH1"
"M3"	"DES"	"EMCN"
"M3"	"DES"	"ADAM9"
"M3"	"DES"	"DEFB127"
"M3"	"DES"	"CBR1"
"M3"	"DES"	"OTC"
"M3"	"DES"	"DCAF12L2"
"M3"	"DES"	"HRK"
"M3"	"DES"	"MRPL27"
"M3"	"DES"	"MBL2"
"M3"	"DES"	"RPS3A"
"M3"	"DES"	"PCDHB11"
"M3"	"DES"	"RARRES3"
"M3"	"DES"	"USP13"
"M3"	"DES"	"XPNPEP1"
"M3"	"DES"	"INVS"
"M3"	"DES"	"TFCP2"
"M3"	"DES"	"SERINC2"
"M3"	"DES"	"MAST3"
"M3"	"DES"	"PHYKPL"
"M3"	"DES"	"GRIN1"
"M3"	"DES"	"AGR3"
"M3"	"DES"	"DHDDS"
"M3"	"DES"	"DAZ2"
"M3"	"DES"	"NLN"
"M3"	"DES"	"PPIH"
"M3"	"DES"	"LRRC4"
"M3"	"DES"	"LGALS2"
"M3"	"DES"	"IL10RB"
"M3"	"DES"	"C1QTNF9"
"M3"	"DES"	"RASGRP4"
"M3"	"DES"	"SHISA5"
"M3"	"DES"	"ANAPC1"
"M3"	"DES"	"LATS2"
"M3"	"DES"	"CDC7"
"M3"	"DES"	"NME4"
"M3"	"DES"	"ADRM1"
"M3"	"DES"	"FICD"
"M3"	"DES"	"MED25"
"M3"	"DES"	"BBS1"
"M3"	"DES"	"RXRG"
"M3"	"DES"	"RHEB"
"M3"	"DES"	"ULK3"
"M3"	"DES"	"TPSAB1"
"M3"	"DES"	"XPO4"
"M3"	"DES"	"ZBTB45"
"M3"	"DES"	"DMXL2"
"M3"	"DES"	"SLC41A1"
"M3"	"DES"	"COBLL1"
"M3"	"DES"	"FOXG1"
"M3"	"DES"	"NUDC"
"M3"	"DES"	"PEX11G"
"M3"	"DES"	"EEPD1"
"M3"	"DES"	"SST"
"M3"	"DES"	"GEMIN6"
"M3"	"DES"	"ARPP21"
"M3"	"DES"	"ZNF202"
"M3"	"DES"	"LONRF1"
"M3"	"DES"	"GGA1"
"M3"	"DES"	"PNRC1"
"M3"	"DES"	"SSTR4"
"M3"	"DES"	"LDHD"
"M3"	"DES"	"SPRR3"
"M3"	"DES"	"ITGAL"
"M3"	"DES"	"BLOC1S5"
"M3"	"DES"	"NUDCD1"
"M3"	"DES"	"MICALCL"
"M3"	"DES"	"DDX49"
"M3"	"DES"	"POP5"
"M3"	"DES"	"RAP1GAP"
"M3"	"DES"	"TNNC1"
"M3"	"DES"	"ASB11"
"M3"	"DES"	"PGP"
"M3"	"DES"	"ABCC2"
"M3"	"DES"	"ATP6V0C"
"M3"	"DES"	"GABPB2"
"M3"	"DES"	"TMEM258"
"M3"	"DES"	"IFI16"
"M3"	"DES"	"PCDHB14"
"M3"	"DES"	"C4orf27"
"M3"	"DES"	"LLPH"
"M3"	"DES"	"CHRNA7"
"M3"	"DES"	"SRSF6"
"M3"	"DES"	"C4orf46"
"M3"	"DES"	"TRIM16L"
"M3"	"DES"	"KIAA0391"
"M3"	"DES"	"PHYH"
"M3"	"DES"	"BICD2"
"M3"	"DES"	"TCTA"
"M3"	"DES"	"CEP70"
"M3"	"DES"	"ADAM2"
"M3"	"DES"	"ZNF609"
"M3"	"DES"	"APOLD1"
"M3"	"DES"	"C9orf142"
"M3"	"DES"	"MPZL2"
"M3"	"DES"	"HDAC7"
"M3"	"DES"	"PPIL3"
"M3"	"DES"	"RBAK"
"M3"	"DES"	"TRIM29"
"M3"	"DES"	"FXYD1"
"M3"	"DES"	"COPS7A"
"M3"	"DES"	"CERS1"
"M3"	"DES"	"TCEAL5"
"M3"	"DES"	"MAGEB1"
"M3"	"DES"	"SORCS3"
"M3"	"DES"	"SMR3B"
"M3"	"DES"	"MRPL24"
"M3"	"DES"	"PARS2"
"M3"	"DES"	"NID1"
"M3"	"DES"	"NACA"
"M3"	"DES"	"SRM"
"M3"	"DES"	"CDK5R2"
"M3"	"DES"	"HIST1H3E"
"M3"	"DES"	"POU3F2"
"M3"	"DES"	"PCNX"
"M3"	"DES"	"CIR1"
"M3"	"TNFRSF14"	"HSPA6"
"M3"	"PRDX5"	"SERPINA5"
"M3"	"BANK1"	"MMP9"
"M3"	"EYA2"	"CD163"
"M3"	"EYA2"	"VGF"
"M3"	"KPNA3"	"BIRC3"
"M3"	"HAO2"	"VGF"
"M3"	"MAGEC2"	"LTF"
"M3"	"NCOA4"	"SERPINA5"
"M3"	"LAMTOR5"	"NNMT"
"M3"	"AMIGO3"	"AQP9"
"M3"	"KCNJ8"	"VGF"
"M3"	"NR2C2AP"	"CD163"
"M3"	"NR2C2AP"	"HSF4"
"M3"	"PSD3"	"RSPO4"
"M3"	"TAF12"	"SAA1"
"M3"	"TRAF3IP1"	"ANKRD1"
"M3"	"TRAF3IP1"	"IFITM2"
"M3"	"FOXC2"	"LIN37"
"M3"	"FOXC2"	"TUBA1C"
"M3"	"FOXC2"	"KIFC1"
