"Module"	"Gene1"	"Gene2"
"M2"	"RLBP1"	"MTHFD2"
"M2"	"RLBP1"	"TARBP2"
"M2"	"RLBP1"	"LRRK2"
"M2"	"RLBP1"	"ALCAM"
"M2"	"RLBP1"	"DGCR14"
"M2"	"RLBP1"	"IL1RAP"
"M2"	"RLBP1"	"BAIAP2L1"
"M2"	"RLBP1"	"SYNGR3"
"M2"	"RLBP1"	"XPNPEP3"
"M2"	"RLBP1"	"CXCL5"
"M2"	"RLBP1"	"NDUFA4"
"M2"	"RLBP1"	"LARP1"
"M2"	"RLBP1"	"ANXA5"
"M2"	"RLBP1"	"SNAPC2"
"M2"	"RLBP1"	"GABPB1"
"M2"	"RLBP1"	"ATPAF2"
"M2"	"RLBP1"	"SEMA3A"
"M2"	"RLBP1"	"HAX1"
"M2"	"RLBP1"	"RPAP1"
"M2"	"RLBP1"	"POTEE"
"M2"	"RLBP1"	"DCUN1D5"
"M2"	"RLBP1"	"PSEN1"
"M2"	"RLBP1"	"OR8H2"
"M2"	"RLBP1"	"AFAP1L2"
"M2"	"RLBP1"	"INCA1"
"M2"	"RLBP1"	"KIAA0226L"
"M2"	"RLBP1"	"PHLDB1"
"M2"	"RLBP1"	"KAZN"
"M2"	"RLBP1"	"NXPH1"
"M2"	"RLBP1"	"SYT8"
"M2"	"RLBP1"	"ACP2"
"M2"	"RLBP1"	"PAX8"
"M2"	"RLBP1"	"CENPN"
"M2"	"RLBP1"	"CDH7"
"M2"	"RLBP1"	"WDFY1"
"M2"	"RLBP1"	"WSB1"
"M2"	"RLBP1"	"MAST2"
"M2"	"RLBP1"	"GABARAP"
"M2"	"RLBP1"	"IPO4"
"M2"	"RLBP1"	"MAP3K11"
"M2"	"RLBP1"	"TXNL4A"
"M2"	"RLBP1"	"HIST2H4A"
"M2"	"RLBP1"	"APOBEC3F"
"M2"	"RLBP1"	"LPO"
"M2"	"RLBP1"	"CDIPT"
"M2"	"RLBP1"	"CNOT11"
"M2"	"RLBP1"	"SNX17"
"M2"	"RLBP1"	"RPS15"
"M2"	"RLBP1"	"PC"
"M2"	"RLBP1"	"MED4"
"M2"	"RLBP1"	"COA1"
"M2"	"RLBP1"	"IFT27"
"M2"	"RLBP1"	"ARHGAP6"
"M2"	"RLBP1"	"ANK3"
"M2"	"RLBP1"	"RAB1A"
"M2"	"RLBP1"	"PNISR"
"M2"	"CSF2"	"APLNR"
"M2"	"NUCB1"	"SERPINE2"
"M2"	"NUCB1"	"FMO3"
"M2"	"RAB3GAP2"	"GLP1R"
"M2"	"HMGCR"	"S100B"
"M2"	"HMGCR"	"ATP1A2"
"M2"	"HMGCR"	"FMO3"
"M2"	"SNRNP27"	"MDFI"
"M2"	"SNRNP27"	"COL23A1"
"M2"	"SNRNP27"	"FMO3"
"M2"	"CD53"	"APOD"
"M2"	"APOA4"	"GLP1R"
"M2"	"REV1"	"VGLL3"
"M2"	"REV1"	"SGCD"
"M2"	"REV1"	"BRINP3"
"M2"	"REV1"	"MDFI"
"M2"	"REV1"	"ZIC4"
"M2"	"PLG"	"F2RL2"
"M2"	"DNAJB9"	"DGKG"
"M2"	"ARRDC4"	"TNC"
"M2"	"ARRDC4"	"PCDHB4"
"M2"	"HNRNPL"	"CPNE6"
"M2"	"HNRNPL"	"A2ML1"
"M2"	"RXRB"	"COL23A1"
"M2"	"PIP5K1B"	"HRK"
"M2"	"DHX9"	"MYL3"
"M2"	"DHX9"	"CAMSAP3"
"M2"	"DHX9"	"FMO3"
"M2"	"CSNK1D"	"CAMSAP3"
"M2"	"CSNK1D"	"PCDH7"
"M2"	"CSNK1D"	"FMO3"
"M2"	"ZNF639"	"CNTFR"
"M2"	"ZNF639"	"CAMSAP3"
"M2"	"ZNF639"	"F2RL2"
"M2"	"FBXO30"	"ATP1A2"
"M2"	"TRHDE"	"MYLK"
"M2"	"TRHDE"	"F2RL2"
"M2"	"TRHDE"	"FMO3"
"M2"	"KPNA2"	"VGLL3"
"M2"	"KPNA2"	"CAMSAP3"
"M2"	"KPNA2"	"AIFM3"
"M2"	"KPNA2"	"FMO3"
"M2"	"CXCR3"	"MUC6"
"M2"	"RPL23A"	"OMG"
"M2"	"RPL23A"	"MYL3"
"M2"	"RPL23A"	"PLIN1"
"M2"	"RPL23A"	"FMO3"
"M2"	"SIGLEC7"	"A2ML1"
"M2"	"ANP32B"	"GLP1R"
"M2"	"ANP32B"	"LRRN2"
"M2"	"ANP32B"	"CSMD3"
"M2"	"ZFP91"	"CSMD1"
"M2"	"ZFP91"	"MYO16"
"M2"	"ZFP91"	"MYLK"
"M2"	"ZFP91"	"ATP1A2"
"M2"	"ZFP91"	"SEZ6L2"
"M2"	"ZFP91"	"PCDH7"
"M2"	"ZFP91"	"COL23A1"
"M2"	"ZFP91"	"A2ML1"
"M2"	"PTPRA"	"CAMSAP3"
"M2"	"PTPRA"	"PCDHA5"
"M2"	"SUB1"	"APLNR"
"M2"	"POLN"	"CSMD3"
"M2"	"MAPK8"	"KRT5"
"M2"	"MAPK8"	"A2ML1"
"M2"	"SCARA3"	"KCNA1"
"M2"	"SCARA3"	"AQP5"
"M2"	"SCARA3"	"COL23A1"
"M2"	"CD163"	"SERPINE2"
"M2"	"CD163"	"CNTFR"
"M2"	"CD163"	"FMO3"
"M2"	"RPLP1"	"MYO16"
"M2"	"RPLP1"	"ZIC4"
"M2"	"MCM2"	"KCTD8"
"M2"	"HOPX"	"APOD"
"M2"	"FLT4"	"GLI1"
"M2"	"FLT4"	"FXYD1"
"M2"	"USP22"	"APLNR"
"M2"	"BBS2"	"AIFM3"
"M2"	"ASCL3"	"VGLL3"
"M2"	"ACPP"	"SGCD"
"M2"	"NUP155"	"CDH23"
"M2"	"MIA3"	"FBLN2"
"M2"	"MIA3"	"CAMSAP3"
"M2"	"MIA3"	"PCDH7"
"M2"	"MIA3"	"FMO3"
"M2"	"GFAP"	"TAF1A"
"M2"	"GFAP"	"FOLR3"
"M2"	"GFAP"	"ABI3"
"M2"	"GFAP"	"CPLX2"
"M2"	"GFAP"	"PRICKLE1"
"M2"	"GFAP"	"TRIM56"
"M2"	"GFAP"	"DDX27"
"M2"	"GFAP"	"PKP2"
"M2"	"DOCK4"	"OMG"
"M2"	"DOCK4"	"RUNX3"
"M2"	"DOCK4"	"AIFM3"
"M2"	"CD59"	"ARHGEF5"
"M2"	"CD59"	"MPP7"
"M2"	"CD59"	"CYP4F12"
"M2"	"SERPINE2"	"LSAMP"
"M2"	"SERPINE2"	"ARPC1B"
"M2"	"SERPINE2"	"CLDN7"
"M2"	"SERPINE2"	"PEMT"
"M2"	"SERPINE2"	"TRAPPC1"
"M2"	"SERPINE2"	"MYO16"
"M2"	"SERPINE2"	"HPRT1"
"M2"	"SERPINE2"	"ZNF264"
"M2"	"SERPINE2"	"USP33"
"M2"	"SERPINE2"	"AGRN"
"M2"	"SERPINE2"	"KDM3A"
"M2"	"SERPINE2"	"IRF2BPL"
"M2"	"SERPINE2"	"TLE4"
"M2"	"SERPINE2"	"BHLHB9"
"M2"	"SERPINE2"	"PRKAB2"
"M2"	"SERPINE2"	"KLHDC9"
"M2"	"SERPINE2"	"PRF1"
"M2"	"SERPINE2"	"VPS28"
"M2"	"SERPINE2"	"APBB1IP"
"M2"	"SERPINE2"	"CSRP3"
"M2"	"SERPINE2"	"CTBS"
"M2"	"SERPINE2"	"CSPG4"
"M2"	"SERPINE2"	"MPPED1"
"M2"	"SERPINE2"	"CASP8"
"M2"	"SERPINE2"	"RAB5B"
"M2"	"SERPINE2"	"FOLR3"
"M2"	"SERPINE2"	"PTP4A1"
"M2"	"SERPINE2"	"TAPBP"
"M2"	"SERPINE2"	"SIPA1L3"
"M2"	"SERPINE2"	"RINT1"
"M2"	"SERPINE2"	"STXBP3"
"M2"	"SERPINE2"	"MCM4"
"M2"	"SERPINE2"	"DDR1"
"M2"	"SERPINE2"	"ANG"
"M2"	"SERPINE2"	"TP53RK"
"M2"	"SERPINE2"	"TSNAX"
"M2"	"SERPINE2"	"PLEKHG2"
"M2"	"SERPINE2"	"NBN"
"M2"	"SERPINE2"	"ELOVL7"
"M2"	"SERPINE2"	"TEP1"
"M2"	"SERPINE2"	"PPL"
"M2"	"SERPINE2"	"CCR4"
"M2"	"SERPINE2"	"MPZL1"
"M2"	"SERPINE2"	"ANKRD27"
"M2"	"SERPINE2"	"DGCR14"
"M2"	"SERPINE2"	"TIGIT"
"M2"	"SERPINE2"	"INO80D"
"M2"	"SERPINE2"	"EIF4EBP2"
"M2"	"SERPINE2"	"CCL4"
"M2"	"SERPINE2"	"ASAH1"
"M2"	"SERPINE2"	"NDUFA11"
"M2"	"SERPINE2"	"DCAF4L1"
"M2"	"SERPINE2"	"DLL1"
"M2"	"SERPINE2"	"DDX58"
"M2"	"SERPINE2"	"APOA1BP"
"M2"	"SERPINE2"	"ZNF792"
"M2"	"SERPINE2"	"FTSJ3"
"M2"	"SERPINE2"	"SMAD7"
"M2"	"SERPINE2"	"ITGA2B"
"M2"	"HOXD12"	"SGCD"
"M2"	"OST4"	"RELN"
"M2"	"OST4"	"ATP1A2"
"M2"	"MNAT1"	"PLD5"
"M2"	"PSMD1"	"PCDH7"
"M2"	"PSMD1"	"F2RL2"
"M2"	"PSMD1"	"REEP1"
"M2"	"LSAMP"	"RUNX3"
"M2"	"LSAMP"	"CAMSAP3"
"M2"	"LSAMP"	"ZIC4"
"M2"	"LSAMP"	"AIFM3"
"M2"	"LSAMP"	"REEP1"
"M2"	"F8A1"	"SUSD4"
"M2"	"NFIB"	"PLN"
"M2"	"NFIB"	"PCDHA6"
"M2"	"NFIB"	"PCDH7"
"M2"	"ZFR"	"SEZ6L2"
"M2"	"CDH1"	"FXYD1"
"M2"	"PDCD5"	"CDH23"
"M2"	"PDCD5"	"FMO3"
"M2"	"ECHDC1"	"TNC"
"M2"	"ECHDC1"	"APLNR"
"M2"	"SYTL4"	"RELN"
"M2"	"PATL1"	"ATP2B2"
"M2"	"PATL1"	"ATP1A2"
"M2"	"CBL"	"ATP1A2"
"M2"	"ARPC1B"	"ATP2B2"
"M2"	"ARPC1B"	"FMO3"
"M2"	"ARPC1B"	"MGAT5B"
"M2"	"SNW1"	"MYO16"
"M2"	"NCAN"	"CNTFR"
"M2"	"NCAN"	"POU2AF1"
"M2"	"MXD4"	"DDIT4L"
"M2"	"MXD4"	"PCDH7"
"M2"	"ZNF165"	"ATP1A2"
"M2"	"ZNF165"	"F2RL2"
"M2"	"MED30"	"APBA2"
"M2"	"MED30"	"AIFM3"
"M2"	"CDK19"	"SFRP2"
"M2"	"PHACTR4"	"PLIN1"
"M2"	"PHACTR4"	"KLF5"
"M2"	"PHACTR4"	"ATP2B2"
"M2"	"PHACTR4"	"AQP5"
"M2"	"PHACTR4"	"PCDHA5"
"M2"	"PHACTR4"	"FMO3"
"M2"	"PHACTR4"	"NETO1"
"M2"	"HMGB3"	"MYLK"
"M2"	"PAK1"	"WNT7A"
"M2"	"PCNT"	"GRIA4"
"M2"	"PCNT"	"DGKG"
"M2"	"UGGT1"	"MYO16"
"M2"	"UGGT1"	"GLP1R"
"M2"	"UGGT1"	"LRRN2"
"M2"	"UGGT1"	"CSMD3"
"M2"	"SHARPIN"	"LINGO1"
"M2"	"BTBD3"	"PTGDS"
"M2"	"BTBD3"	"SPHKAP"
"M2"	"BTBD3"	"ENDOU"
"M2"	"CLDN7"	"AIFM3"
"M2"	"PEMT"	"CNTFR"
"M2"	"PEMT"	"GLI1"
"M2"	"PEMT"	"ATP1A2"
"M2"	"PEMT"	"FMO3"
"M2"	"PEMT"	"MGAT5B"
"M2"	"MPZL2"	"COL23A1"
"M2"	"C6"	"SCARB2"
"M2"	"C6"	"EPN2"
"M2"	"C6"	"CDCA4"
"M2"	"C6"	"WDR26"
"M2"	"C6"	"PTP4A1"
"M2"	"C6"	"ZNF148"
"M2"	"C6"	"ARPC3"
"M2"	"C6"	"ZNF516"
"M2"	"C6"	"RHO"
"M2"	"C6"	"KCNH5"
"M2"	"C6"	"UTP20"
"M2"	"C6"	"ASB2"
"M2"	"C6"	"PLBD1"
"M2"	"C6"	"GABRB3"
"M2"	"C6"	"SIRT5"
"M2"	"C6"	"BMI1"
"M2"	"C6"	"GDF9"
"M2"	"C6"	"PARD3B"
"M2"	"C6"	"GNB2L1"
"M2"	"C6"	"MC3R"
"M2"	"C6"	"NR0B1"
"M2"	"C6"	"MRPS15"
"M2"	"C6"	"ST6GALNAC2"
"M2"	"C6"	"MAST4"
"M2"	"C6"	"ADAM12"
"M2"	"C6"	"FAM78A"
"M2"	"C6"	"CD14"
"M2"	"C6"	"AHSG"
"M2"	"FBXO22"	"APLNR"
"M2"	"GRM5"	"S100B"
"M2"	"RPL8"	"APBA2"
"M2"	"POLR1D"	"NRTN"
"M2"	"POLR1D"	"FAP"
"M2"	"POLR1D"	"FMO3"
"M2"	"SPC24"	"CSMD1"
"M2"	"SPC24"	"SLC6A15"
"M2"	"KATNB1"	"APBA2"
"M2"	"TH"	"AIFM3"
"M2"	"TH"	"SYNDIG1"
"M2"	"TH"	"CSMD3"
"M2"	"MTMR9"	"DDIT4L"
"M2"	"MTMR9"	"CDH23"
"M2"	"UBE2M"	"OMG"
"M2"	"UBE2M"	"SYNDIG1"
"M2"	"TROAP"	"RGS9BP"
"M2"	"TROAP"	"GLI1"
"M2"	"TROAP"	"ATP1A2"
"M2"	"TROAP"	"SPHKAP"
"M2"	"LCP1"	"STXBP5L"
"M2"	"SARM1"	"COL23A1"
"M2"	"DMPK"	"SGCD"
"M2"	"DMPK"	"BRINP3"
"M2"	"DMPK"	"MUC6"
"M2"	"DMPK"	"CPNE6"
"M2"	"DMPK"	"PCDHA5"
"M2"	"TSG101"	"HPR"
"M2"	"GET4"	"PYGM"
"M2"	"SENP7"	"GLP1R"
"M2"	"SENP7"	"AQP5"
"M2"	"LRPAP1"	"PCDHA5"
"M2"	"LRPAP1"	"GREB1L"
"M2"	"KLC2"	"TP53AIP1"
"M2"	"KLC2"	"GLI1"
"M2"	"KLC2"	"ATP1A2"
"M2"	"KLC2"	"PLD5"
"M2"	"KLC2"	"C11orf87"
"M2"	"SLC24A1"	"CDH23"
"M2"	"SRSF9"	"AQP5"
"M2"	"CSMD1"	"ERBB2"
"M2"	"CSMD1"	"DHX15"
"M2"	"CSMD1"	"PRKAB2"
"M2"	"CSMD1"	"FOLR3"
"M2"	"CSMD1"	"PTP4A1"
"M2"	"CSMD1"	"MFSD5"
"M2"	"CSMD1"	"WSB2"
"M2"	"CSMD1"	"UBE2D4"
"M2"	"CSMD1"	"COPS3"
"M2"	"CSMD1"	"SMARCE1"
"M2"	"CSMD1"	"SH3RF3"
"M2"	"CSMD1"	"SULT1E1"
"M2"	"CSMD1"	"SERPINA5"
"M2"	"CSMD1"	"STAP2"
"M2"	"CSMD1"	"TOP2B"
"M2"	"CSMD1"	"RPL18"
"M2"	"CSMD1"	"MAPRE3"
"M2"	"CSMD1"	"HECW1"
"M2"	"CSMD1"	"SCN1A"
"M2"	"CSMD1"	"TGM3"
"M2"	"CSMD1"	"RELA"
"M2"	"CSMD1"	"NR1D2"
"M2"	"CSMD1"	"MUC6"
"M2"	"CSMD1"	"SIGLEC9"
"M2"	"CSMD1"	"UMOD"
"M2"	"CSMD1"	"EIF3B"
"M2"	"CSMD1"	"C1orf35"
"M2"	"CSMD1"	"L3MBTL4"
"M2"	"CSMD1"	"POLR3F"
"M2"	"CSMD1"	"LARP1"
"M2"	"CSMD1"	"UHRF1BP1"
"M2"	"CSMD1"	"ANXA5"
"M2"	"CSMD1"	"PRAF2"
"M2"	"CSMD1"	"SNAPC2"
"M2"	"CSMD1"	"COQ7"
"M2"	"CSMD1"	"GABPB1"
"M2"	"CSMD1"	"WNK3"
"M2"	"CSMD1"	"NUP88"
"M2"	"CSMD1"	"ATPAF2"
"M2"	"CSMD1"	"ROS1"
"M2"	"CSMD1"	"PSEN1"
"M2"	"CSMD1"	"OR8H2"
"M2"	"CSMD1"	"INCA1"
"M2"	"CSMD1"	"GABARAP"
"M2"	"CSMD1"	"APOBEC3F"
"M2"	"CSMD1"	"LPO"
"M2"	"CSMD1"	"PRICKLE1"
"M2"	"CSMD1"	"TRIM56"
"M2"	"CSMD1"	"SRY"
"M2"	"CSMD1"	"EVPL"
"M2"	"CSMD1"	"NRIP3"
"M2"	"CSMD1"	"TCL1B"
"M2"	"CSMD1"	"ATG16L2"
"M2"	"CSMD1"	"ACTG1"
"M2"	"CSMD1"	"NPEPPS"
"M2"	"CSMD1"	"CILP"
"M2"	"CSMD1"	"NOSTRIN"
"M2"	"CSMD1"	"C9orf114"
"M2"	"CSMD1"	"SBSN"
"M2"	"CSMD1"	"GPR153"
"M2"	"CSMD1"	"TACC1"
"M2"	"CSMD1"	"CAPSL"
"M2"	"CSMD1"	"GOLIM4"
"M2"	"CSMD1"	"JAK2"
"M2"	"CSMD1"	"DOK7"
"M2"	"CSMD1"	"AK3"
"M2"	"CSMD1"	"FAR2"
"M2"	"CSMD1"	"DMP1"
"M2"	"CSMD1"	"OR4S2"
"M2"	"CSMD1"	"NME7"
"M2"	"CSMD1"	"LHPP"
"M2"	"CSMD1"	"SOX13"
"M2"	"CSMD1"	"USP51"
"M2"	"CSMD1"	"GHITM"
"M2"	"CSMD1"	"GCN1L1"
"M2"	"CSMD1"	"GUCY2C"
"M2"	"CSMD1"	"PXDNL"
"M2"	"CSMD1"	"SPATS2"
"M2"	"CSMD1"	"PRKD2"
"M2"	"CSMD1"	"SNX10"
"M2"	"CSMD1"	"ZNF566"
"M2"	"CSMD1"	"MBOAT7"
"M2"	"CSMD1"	"EPHB3"
"M2"	"CSMD1"	"CSHL1"
"M2"	"CSMD1"	"FUT10"
"M2"	"CSMD1"	"SUPT20H"
"M2"	"CSMD1"	"TPGS1"
"M2"	"CSMD1"	"RYR2"
"M2"	"CSMD1"	"G6PD"
"M2"	"CSMD1"	"ATP8B2"
"M2"	"CSMD1"	"ZNF205"
"M2"	"CSMD1"	"NTHL1"
"M2"	"CSMD1"	"PAGR1"
"M2"	"CSMD1"	"CCND2"
"M2"	"CSMD1"	"HEG1"
"M2"	"CSMD1"	"PAQR7"
"M2"	"CSMD1"	"H6PD"
"M2"	"CSMD1"	"HLA-DPA1"
"M2"	"CSMD1"	"GYPA"
"M2"	"CSMD1"	"CDC73"
"M2"	"CSMD1"	"PNKP"
"M2"	"CSMD1"	"CNN3"
"M2"	"CSMD1"	"DMRTC2"
"M2"	"CSMD1"	"RBPMS"
"M2"	"CSMD1"	"PANX2"
"M2"	"CSMD1"	"RNASEH2A"
"M2"	"CSMD1"	"RSPO3"
"M2"	"CSMD1"	"QPRT"
"M2"	"CSMD1"	"TFE3"
"M2"	"CSMD1"	"CHRNA7"
"M2"	"CSMD1"	"CHGB"
"M2"	"CSMD1"	"SATB1"
"M2"	"CSMD1"	"GABARAPL1"
"M2"	"CSMD1"	"KDM8"
"M2"	"CSMD1"	"SCAMP4"
"M2"	"CSMD1"	"ABHD6"
"M2"	"CSMD1"	"MTNR1A"
"M2"	"CSMD1"	"NOV"
"M2"	"CEP97"	"VGLL3"
"M2"	"SLC3A2"	"NRTN"
"M2"	"SLC3A2"	"GLP1R"
"M2"	"SLC3A2"	"HRK"
"M2"	"SLC3A2"	"NTM"
"M2"	"SLC3A2"	"APBA2"
"M2"	"SLC3A2"	"ATP1A2"
"M2"	"SLC3A2"	"LINGO1"
"M2"	"SLC3A2"	"PPP4R4"
"M2"	"SLC3A2"	"PCDH7"
"M2"	"SLC3A2"	"SYNDIG1"
"M2"	"SLC3A2"	"CACNA2D1"
"M2"	"SLC3A2"	"SLC6A13"
"M2"	"EIF3I"	"ATP1A2"
"M2"	"EIF3I"	"F2RL2"
"M2"	"EIF3I"	"FMO3"
"M2"	"LRRFIP2"	"MYO16"
"M2"	"WDR12"	"TNC"
"M2"	"WDR12"	"KLF5"
"M2"	"WDR12"	"REEP1"
"M2"	"WDR12"	"FMO3"
"M2"	"WDR12"	"BMP8B"
"M2"	"CSRNP1"	"KLF5"
"M2"	"CSRNP1"	"MARVELD3"
"M2"	"APOD"	"SGCA"
"M2"	"APOD"	"PTP4A1"
"M2"	"APOD"	"LAD1"
"M2"	"APOD"	"FOXP4"
"M2"	"APOD"	"ATP13A1"
"M2"	"APOD"	"OSBPL1A"
"M2"	"APOD"	"CLMN"
"M2"	"APOD"	"JPH3"
"M2"	"APOD"	"IL4R"
"M2"	"APOD"	"PRB3"
"M2"	"MYBBP1A"	"DGKG"
"M2"	"TXNL1"	"CAMSAP3"
"M2"	"TXNL1"	"PLN"
"M2"	"TXNL1"	"AIFM3"
"M2"	"TXNL1"	"FMO3"
"M2"	"TXNL1"	"SLC10A4"
"M2"	"TXNL1"	"OGN"
"M2"	"EPHA1"	"CAMSAP3"
"M2"	"EPHA1"	"F2RL2"
"M2"	"EPHA1"	"FMO3"
"M2"	"EPHA1"	"HHATL"
"M2"	"PRX"	"KRT5"
"M2"	"MLLT1"	"PTGDS"
"M2"	"MLLT1"	"KLF5"
"M2"	"MLLT1"	"ATP1A2"
"M2"	"MLLT1"	"PCDH7"
"M2"	"MLLT1"	"FMO3"
"M2"	"MLLT1"	"HHATL"
"M2"	"SKI"	"TP53AIP1"
"M2"	"SKI"	"ABCC9"
"M2"	"SKI"	"CAMSAP3"
"M2"	"SKI"	"ATP2B2"
"M2"	"SKI"	"MUC6"
"M2"	"SKI"	"APLNR"
"M2"	"KIF20A"	"PCDHA5"
"M2"	"KIF20A"	"SYNDIG1"
"M2"	"PLP2"	"F2RL2"
"M2"	"PLP2"	"SLC10A4"
"M2"	"NPM3"	"PCDH7"
"M2"	"RBBP8"	"CNTFR"
"M2"	"RBBP8"	"SYNDIG1"
"M2"	"RBBP8"	"KBTBD11"
"M2"	"SGCE"	"MYL3"
"M2"	"SGCE"	"COL23A1"
"M2"	"SGCE"	"BEGAIN"
"M2"	"SGCE"	"MARVELD3"
"M2"	"SGCE"	"P2RY2"
"M2"	"GPC3"	"OMG"
"M2"	"GPC3"	"COL23A1"
"M2"	"GPC3"	"HHATL"
"M2"	"ACKR3"	"RRAD"
"M2"	"ACKR3"	"MYLK"
"M2"	"ACKR3"	"ATP1A2"
"M2"	"ACKR3"	"F2RL2"
"M2"	"ACKR3"	"APLNR"
"M2"	"ACKR3"	"HHATL"
"M2"	"ACKR3"	"CGREF1"
"M2"	"RBCK1"	"PTGDS"
"M2"	"MAL2"	"SYNDIG1"
"M2"	"FZD4"	"FXYD1"
"M2"	"TTF1"	"CSMD3"
"M2"	"DTX3"	"APLNR"
"M2"	"PTGDS"	"WFDC5"
"M2"	"PTGDS"	"ERAS"
"M2"	"PTGDS"	"GATA5"
"M2"	"PTGDS"	"ADRB2"
"M2"	"PTGDS"	"SPICE1"
"M2"	"PTGDS"	"SS18"
"M2"	"PTGDS"	"ERBB2"
"M2"	"PTGDS"	"SCGB3A2"
"M2"	"PTGDS"	"STK25"
"M2"	"PTGDS"	"MPPED1"
"M2"	"PTGDS"	"PTP4A1"
"M2"	"PTGDS"	"TESK2"
"M2"	"PTGDS"	"CNEP1R1"
"M2"	"PTGDS"	"TRO"
"M2"	"PTGDS"	"SEC13"
"M2"	"PTGDS"	"MYO18B"
"M2"	"PTGDS"	"SDCBP"
"M2"	"PTGDS"	"PIAS2"
"M2"	"PTGDS"	"TNFRSF1A"
"M2"	"PTGDS"	"VAPA"
"M2"	"PTGDS"	"GNL1"
"M2"	"PTGDS"	"KIF21B"
"M2"	"PTGDS"	"MTBP"
"M2"	"PTGDS"	"CD36"
"M2"	"PTGDS"	"RPS15A"
"M2"	"PTGDS"	"TCFL5"
"M2"	"PTGDS"	"CD209"
"M2"	"PTGDS"	"TOE1"
"M2"	"PTGDS"	"ARL6IP1"
"M2"	"PTGDS"	"DNAJA4"
"M2"	"PTGDS"	"GBP1"
"M2"	"PTGDS"	"CCT4"
"M2"	"PTGDS"	"UCN"
"M2"	"PTGDS"	"GABRR1"
"M2"	"PTGDS"	"MCM5"
"M2"	"PTGDS"	"GPRC5C"
"M2"	"PTGDS"	"ELOVL7"
"M2"	"PTGDS"	"GDNF"
"M2"	"PTGDS"	"FBXL4"
"M2"	"PTGDS"	"CNTLN"
"M2"	"PTGDS"	"FAM83G"
"M2"	"PTGDS"	"RCAN3"
"M2"	"PTGDS"	"TOP2B"
"M2"	"PTGDS"	"RPL18"
"M2"	"PTGDS"	"MAPRE3"
"M2"	"PTGDS"	"GRM7"
"M2"	"PTGDS"	"PTTG1"
"M2"	"PTGDS"	"IL1RAP"
"M2"	"PTGDS"	"AP1G2"
"M2"	"PTGDS"	"HOXA11"
"M2"	"PTGDS"	"DCBLD1"
"M2"	"PTGDS"	"KCTD6"
"M2"	"PTGDS"	"ZFPM2"
"M2"	"PTGDS"	"MYOF"
"M2"	"PTGDS"	"NGB"
"M2"	"PTGDS"	"SHC3"
"M2"	"PTGDS"	"RHBDL3"
"M2"	"PTGDS"	"ZNF8"
"M2"	"PTGDS"	"EIF2A"
"M2"	"PTGDS"	"APOBEC2"
"M2"	"PTGDS"	"HLTF"
"M2"	"PTGDS"	"SCMH1"
"M2"	"PTGDS"	"CLCA1"
"M2"	"PTGDS"	"OTUB1"
"M2"	"PTGDS"	"SBK1"
"M2"	"PTGDS"	"C1orf109"
"M2"	"PTGDS"	"EXOSC6"
"M2"	"PTGDS"	"PSPN"
"M2"	"PTGDS"	"YBX3"
"M2"	"PTGDS"	"E2F1"
"M2"	"PTGDS"	"GNGT1"
"M2"	"PTGDS"	"DNAJC9"
"M2"	"PTGDS"	"CRYBB2"
"M2"	"PTGDS"	"RGS13"
"M2"	"PTGDS"	"NPB"
"M2"	"PTGDS"	"XYLB"
"M2"	"PTGDS"	"LRRC23"
"M2"	"PTGDS"	"TRAPPC12"
"M2"	"PTGDS"	"ANAPC13"
"M2"	"PTGDS"	"ZNF568"
"M2"	"PTGDS"	"LRP1"
"M2"	"PTGDS"	"TRUB2"
"M2"	"PTGDS"	"AR"
"M2"	"PTGDS"	"RPUSD3"
"M2"	"PTGDS"	"FNBP1L"
"M2"	"PTGDS"	"CXCL3"
"M2"	"PTGDS"	"C22orf39"
"M2"	"PTGDS"	"SGCB"
"M2"	"PTGDS"	"TUBGCP6"
"M2"	"PTGDS"	"SSX3"
"M2"	"PTGDS"	"MOB1B"
"M2"	"PTGDS"	"SPAG9"
"M2"	"PTGDS"	"SMNDC1"
"M2"	"PTGDS"	"RMI1"
"M2"	"PTGDS"	"CST9"
"M2"	"PTGDS"	"OR10J1"
"M2"	"PTGDS"	"GCAT"
"M2"	"PTGDS"	"DPYSL2"
"M2"	"PTGDS"	"FABP9"
"M2"	"PTGDS"	"PKLR"
"M2"	"PTGDS"	"ZBED1"
"M2"	"PTGDS"	"ANKRD12"
"M2"	"PTGDS"	"ARPC2"
"M2"	"PTGDS"	"SGK223"
"M2"	"PTGDS"	"ARL6IP6"
"M2"	"PTGDS"	"DNAJC19"
"M2"	"PTGDS"	"NUDT9"
"M2"	"PTGDS"	"PLIN3"
"M2"	"PTGDS"	"FCRL4"
"M2"	"PTGDS"	"PAM16"
"M2"	"PTGDS"	"SUSD2"
"M2"	"PTGDS"	"DNAJA2"
"M2"	"PTGDS"	"SALL3"
"M2"	"PTGDS"	"TPT1"
"M2"	"PTGDS"	"HIST2H3D"
"M2"	"PTGDS"	"CACNB3"
"M2"	"PTGDS"	"PARP2"
"M2"	"PTGDS"	"MS4A5"
"M2"	"PTGDS"	"MPV17L"
"M2"	"PTGDS"	"PRL"
"M2"	"PTGDS"	"UCHL1"
"M2"	"PTGDS"	"EFNA3"
"M2"	"PTGDS"	"FAM195A"
"M2"	"PTGDS"	"AXIN2"
"M2"	"PTGDS"	"SH2D1A"
