err.rate	mtry	ntree	nodesize	nsplit
0.39681100599167735	1	100	5	0
0.46138337417684677	1	100	5	1
0.42725509214354995	1	100	10	0
0.44941951779111505	1	100	10	1
0.7307953443258972	1	100	20	0
0.7459968659191828	1	100	20	1
0.7219204655674103	1	100	25	0
0.7636760426770126	1	100	25	1
0.7453928225024249	1	100	30	0
0.6983708094748088	1	100	30	1
0.38479442062787855	1	200	5	0
0.4383531664446775	1	200	5	1
0.39946161382916395	1	200	10	0
0.4634820562560621	1	200	10	1
0.7676042677012609	1	200	20	0
0.8394055575338936	1	200	20	1
0.801454898157129	1	200	25	0
0.8211523656438083	1	200	25	1
0.7803103782735209	1	200	30	0
0.7705210974988344	1	200	30	1
0.4216860242794849	1	300	5	0
0.41643271773006346	1	300	5	1
0.4230246896577956	1	300	10	0
0.4456838021338506	1	300	10	1
0.8146944713870029	1	300	20	0
0.8040252674199215	1	300	20	1
0.8171677982541222	1	300	25	0
0.8048658260588425	1	300	25	1
0.7999515033947624	1	300	30	0
0.7938476271128027	1	300	30	1
0.3749757516973812	1	400	5	0
0.4471613853781504	1	400	5	1
0.42260828245742244	1	400	10	0
0.46022065955383124	1	400	10	1
0.8128758486905916	1	400	20	0
0.8132435982019329	1	400	20	1
0.801988360814743	1	400	25	0
0.8152158098933074	1	400	25	1
0.8119422890397672	1	400	30	0
0.79344083414161	1	400	30	1
0.40264197355442016	1	500	5	0
0.43510742316794143	1	500	5	1
0.4042927365266987	1	500	10	0
0.48356097882478855	1	500	10	1
0.8505486540108016	1	500	20	0
0.8449076606082845	1	500	20	1
0.8356189102295835	1	500	25	0
0.8086058776900845	1	500	25	1
0.8316294859359845	1	500	30	0
0.8448593598448109	1	500	30	1
0.4030633688975105	1	600	5	0
0.4113482056256062	1	600	5	1
0.42567158263852456	1	600	10	0
0.4752020691884901	1	600	10	1
0.8561590688651795	1	600	20	0
0.864089639611752	1	600	20	1
0.8374070481732945	1	600	25	0
0.8444056277318983	1	600	25	1
0.844864917772186	1	600	30	0
0.8405834116992521	1	600	30	1
0.4040240014235987	1	700	5	0
0.41670361646113346	1	700	5	1
0.42598032423444643	1	700	10	0
0.4701330192600804	1	700	10	1
0.849265622834973	1	700	20	0
0.8546626021892754	1	700	20	1
0.8672479600829682	1	700	25	0
0.859317695452516	1	700	25	1
