Pair Compared	DIFF	LWR	UPR	P.adj
LGG_Low_grade glioma/astrocytoma, NF1_germline n=1-EPN_Ependymoma, H3 K28_mutant n=1	2.2399999999999505	-113.96342320259403	118.44342320259393	1
LGG_Low_grade glioma/astrocytoma, NF1_somatic n=1-EPN_Ependymoma, H3 K28_mutant n=1	-5.560000000000036	-121.76342320259401	110.64342320259395	1
LGG_Low_grade glioma/astrocytoma, NF1_somatic, FGFR n=1-EPN_Ependymoma, H3 K28_mutant n=1	21.890000000000363	-94.31342320259361	138.09342320259435	1
LGG_Low_grade glioma/astrocytoma, other MAPK n=14-EPN_Ependymoma, H3 K28_mutant n=1	4.150000000000032	-80.90219688521053	89.2021968852106	1
LGG_Low_grade glioma/astrocytoma, other MAPK, IDH n=1-EPN_Ependymoma, H3 K28_mutant n=1	4.0699999999999665	-112.13342320259402	120.27342320259395	1
LGG_Low_grade glioma/astrocytoma, RTK n=8-EPN_Ependymoma, H3 K28_mutant n=1	3.911249999999944	-83.24131740194555	91.06381740194543	1
LGG_Low_grade glioma/astrocytoma, RTK, CDKN2A/B n=2-EPN_Ependymoma, H3 K28_mutant n=1	0.2300000000000324	-100.40511650016045	100.86511650016051	1
LGG_Low_grade glioma/astrocytoma, wildtype n=49-EPN_Ependymoma, H3 K28_mutant n=1	1.1620408163265807	-81.84040432838341	84.16448596103658	1
Medullo_Medulloblastoma n=18-EPN_Ependymoma, H3 K28_mutant n=1	-4.7716666666666505	-89.19149643893277	79.64816310559948	1
Medullo_Medulloblastoma, group 3 n=11-EPN_Ependymoma, H3 K28_mutant n=1	-7.9554545454545345	-93.77737025891261	77.86646116800355	1
Medullo_Medulloblastoma, group 4 n=47-EPN_Ependymoma, H3 K28_mutant n=1	-5.52042553191488	-88.55818335431037	77.51733229048061	1
Medullo_Medulloblastoma, SHH_activated n=23-EPN_Ependymoma, H3 K28_mutant n=1	-6.484782608695637	-90.4202720110813	77.45070679369002	1
Medullo_Medulloblastoma, WNT_activated n=9-EPN_Ependymoma, H3 K28_mutant n=1	-4.478888888888873	-91.0918067219477	82.13402894416996	1
EPN_Ependymoma, Supratentorial, RELA fusion positive n=20-EPN_Ependymoma, Posterior Fossa, Type A n=1	-4.934499999999991	-89.13187924128401	79.26287924128404	1
EPN_Ependymoma, Supratentorial, YAP1 fusion positive n=3-EPN_Ependymoma, Posterior Fossa, Type A n=1	27.246666666666687	-67.63303107034889	122.12636440368226	0.9999999613731474
HGG_Brainstem glioma_ Diffuse intrinsic pontine glioma n=4-EPN_Ependymoma, Posterior Fossa, Type A n=1	47.91749999999976	-43.949372307163955	139.7843723071635	0.9880086910689232
HGG_Diffuse midline glioma, H3 K28_mutant n=54-EPN_Ependymoma, Posterior Fossa, Type A n=1	46.790740740740446	-36.13481467450242	129.71629615598331	0.9645589706063291
HGG_High_grade glioma/astrocytoma (WHO grade III/IV) n=24-EPN_Ependymoma, Posterior Fossa, Type A n=1	18.70958333333329	-65.15301375013378	102.57218041680035	0.9999999999633096
HGG_High_grade glioma/astrocytoma, H3 G35_mutant n=3-EPN_Ependymoma, Posterior Fossa, Type A n=1	36.50999999999972	-58.369697737015855	131.3896977370153	0.99995555163833
HGG_High_grade glioma/astrocytoma, H3 wildtype n=32-EPN_Ependymoma, Posterior Fossa, Type A n=1	16.73875000000029	-66.7034805411837	100.18098054118428	0.9999999999985303
HGG_High_grade glioma/astrocytoma, IDH_mutant n=2-EPN_Ependymoma, Posterior Fossa, Type A n=1	20.8499999999999	-79.78511650016058	121.48511650016037	0.9999999999958167
LGG_Low_grade glioma/astrocytoma (WHO grade I/II) n=8-EPN_Ependymoma, Posterior Fossa, Type A n=1	3.2087500000000695	-83.94381740194542	90.36131740194556	1
LGG_Low_grade glioma/astrocytoma, BRAF V600E n=32-EPN_Ependymoma, Posterior Fossa, Type A n=1	1.3784374999999969	-82.063793041184	84.82066804118398	1
LGG_Low_grade glioma/astrocytoma, BRAF V600E, CDKN2A/B n=4-EPN_Ependymoma, Posterior Fossa, Type A n=1	-1.8849999999999802	-93.7518723071637	89.98187230716374	1
LGG_Low_grade glioma/astrocytoma, FGFR n=7-EPN_Ependymoma, Posterior Fossa, Type A n=1	18.172857142857293	-69.66867408241598	106.01438836813057	0.9999999999959915
LGG_Low_grade glioma/astrocytoma, H3 n=1-EPN_Ependymoma, Posterior Fossa, Type A n=1	0.8200000000000625	-115.38342320259392	117.02342320259405	1
LGG_Low_grade glioma/astrocytoma, IDH n=4-EPN_Ependymoma, Posterior Fossa, Type A n=1	-0.36249999999998117	-92.2293723071637	91.50437230716373	1
LGG_Low_grade glioma/astrocytoma, KIAA1549_BRAF n=104-EPN_Ependymoma, Posterior Fossa, Type A n=1	3.394807692307765	-79.16751533551519	85.95713072013072	1
LGG_Low_grade glioma/astrocytoma, MYB/MYBL1 n=3-EPN_Ependymoma, Posterior Fossa, Type A n=1	28.679999999999726	-66.19969773701585	123.5596977370153	0.9999998545021488
LGG_Low_grade glioma/astrocytoma, NF1_germline n=1-EPN_Ependymoma, Posterior Fossa, Type A n=1	1.2399999999999558	-114.96342320259403	117.44342320259393	1
LGG_Low_grade glioma/astrocytoma, NF1_somatic n=1-EPN_Ependymoma, Posterior Fossa, Type A n=1	-6.560000000000031	-122.76342320259401	109.64342320259395	1
LGG_Low_grade glioma/astrocytoma, NF1_somatic, FGFR n=1-EPN_Ependymoma, Posterior Fossa, Type A n=1	20.890000000000366	-95.31342320259361	137.09342320259435	1
LGG_Low_grade glioma/astrocytoma, other MAPK n=14-EPN_Ependymoma, Posterior Fossa, Type A n=1	3.1500000000000377	-81.90219688521053	88.2021968852106	1
LGG_Low_grade glioma/astrocytoma, other MAPK, IDH n=1-EPN_Ependymoma, Posterior Fossa, Type A n=1	3.069999999999972	-113.133423202594	119.27342320259396	1
LGG_Low_grade glioma/astrocytoma, RTK n=8-EPN_Ependymoma, Posterior Fossa, Type A n=1	2.9112499999999493	-84.24131740194554	90.06381740194544	1
LGG_Low_grade glioma/astrocytoma, RTK, CDKN2A/B n=2-EPN_Ependymoma, Posterior Fossa, Type A n=1	-0.7699999999999623	-101.40511650016045	99.86511650016051	1
LGG_Low_grade glioma/astrocytoma, wildtype n=49-EPN_Ependymoma, Posterior Fossa, Type A n=1	0.16204081632658607	-82.84040432838341	83.16448596103658	1
Medullo_Medulloblastoma n=18-EPN_Ependymoma, Posterior Fossa, Type A n=1	-5.771666666666645	-90.19149643893277	78.64816310559948	1
Medullo_Medulloblastoma, group 3 n=11-EPN_Ependymoma, Posterior Fossa, Type A n=1	-8.95545454545453	-94.77737025891261	76.86646116800355	1
Medullo_Medulloblastoma, group 4 n=47-EPN_Ependymoma, Posterior Fossa, Type A n=1	-6.520425531914874	-89.55818335431036	76.51733229048062	1
Medullo_Medulloblastoma, SHH_activated n=23-EPN_Ependymoma, Posterior Fossa, Type A n=1	-7.484782608695632	-91.4202720110813	76.45070679369002	1
Medullo_Medulloblastoma, WNT_activated n=9-EPN_Ependymoma, Posterior Fossa, Type A n=1	-5.478888888888868	-92.0918067219477	81.13402894416996	1
EPN_Ependymoma, Supratentorial, YAP1 fusion positive n=3-EPN_Ependymoma, Supratentorial, RELA fusion positive n=20	32.18116666666668	-18.692403581222244	83.0547369145556	0.872325027919694
HGG_Brainstem glioma_ Diffuse intrinsic pontine glioma n=4-EPN_Ependymoma, Supratentorial, RELA fusion positive n=20	52.85199999999975	7.846607716405842	97.85739228359365	0.003868950979261654
HGG_Diffuse midline glioma, H3 K28_mutant n=54-EPN_Ependymoma, Supratentorial, RELA fusion positive n=20	51.72524074074043	30.216850563277927	73.23363091820293	3.195881337347828e-10
HGG_High_grade glioma/astrocytoma (WHO grade III/IV) n=24-EPN_Ependymoma, Supratentorial, RELA fusion positive n=20	23.644083333333278	-1.233583291239583	48.52174995790614	0.09197863302521025
HGG_High_grade glioma/astrocytoma, H3 G35_mutant n=3-EPN_Ependymoma, Supratentorial, RELA fusion positive n=20	41.44449999999971	-9.429070247889214	92.31807024788863	0.3511169895273095
HGG_High_grade glioma/astrocytoma, H3 wildtype n=32-EPN_Ependymoma, Supratentorial, RELA fusion positive n=20	21.67325000000028	-1.7482987273479367	45.0947987273485	0.12232845825216099
HGG_High_grade glioma/astrocytoma, IDH_mutant n=2-EPN_Ependymoma, Supratentorial, RELA fusion positive n=20	25.784499999999888	-35.15308922127074	86.72208922127052	0.9996822776141134
LGG_Low_grade glioma/astrocytoma (WHO grade I/II) n=8-EPN_Ependymoma, Supratentorial, RELA fusion positive n=20	8.14325000000006	-26.230186136791694	42.51668613679181	0.9999999997965141
LGG_Low_grade glioma/astrocytoma, BRAF V600E n=32-EPN_Ependymoma, Supratentorial, RELA fusion positive n=20	6.312937499999988	-17.108611227348227	29.734486227348206	0.999999992829435
LGG_Low_grade glioma/astrocytoma, BRAF V600E, CDKN2A/B n=4-EPN_Ependymoma, Supratentorial, RELA fusion positive n=20	3.0495000000000108	-41.9558922835939	48.054892283593915	1
LGG_Low_grade glioma/astrocytoma, FGFR n=7-EPN_Ependymoma, Supratentorial, RELA fusion positive n=20	23.107357142857282	-12.977233960550159	59.19194824626472	0.8565637033991413
LGG_Low_grade glioma/astrocytoma, H3 n=1-EPN_Ependymoma, Supratentorial, RELA fusion positive n=20	5.7545000000000535	-78.44287924128398	89.95187924128408	1
LGG_Low_grade glioma/astrocytoma, IDH n=4-EPN_Ependymoma, Supratentorial, RELA fusion positive n=20	4.57200000000001	-40.433392283593896	49.577392283593916	1
