err.rate	mtry	ntree	nodesize	nsplit
0.25605381165919283	1	100	5	0
0.33396860986547083	1	100	5	1
0.37336861400801585	1	100	10	0
0.431390134529148	1	100	10	1
0.8715246636771301	1	100	20	0
0.8759128763613069	1	100	20	1
0.7880044843049328	1	100	25	0
0.8715246636771301	1	100	25	1
0.8817264573991032	1	100	30	0
0.8662556053811659	1	100	30	1
0.3258408071748879	1	200	5	0
0.29753363228699553	1	200	5	1
0.2965807174887892	1	200	10	0
0.349490520800959	1	200	10	1
0.8945067264573991	1	200	20	0
0.8970355303467566	1	200	20	1
0.8912855696307165	1	200	25	0
0.900280269058296	1	200	25	1
0.9054372197309417	1	200	30	0
0.8993747738660409	1	200	30	1
0.3028400597907324	1	300	5	0
0.28778026905829596	1	300	5	1
0.31390134529147984	1	300	10	0
0.4035127055306428	1	300	10	1
0.9202167414050823	1	300	20	0
0.8996896279687759	1	300	20	1
0.9471280612642481	1	300	25	0
0.947085201793722	1	300	25	1
0.9263079222720478	1	300	30	0
0.9199419678185176	1	300	30	1
0.29366591928251123	1	400	5	0
0.29164798206278025	1	400	5	1
0.3751297541936555	1	400	10	0
0.33565022421524665	1	400	10	1
0.9180493273542601	1	400	20	0
0.9391731803271882	1	400	20	1
0.9480100896860987	1	400	25	0
0.9596870166575794	1	400	25	1
0.9414237668161435	1	400	30	0
0.9419282511210763	1	400	30	1
0.28281067859543196	1	500	5	0
0.27998497922308596	1	500	5	1
0.3579372197309417	1	500	10	0
0.35143497757847536	1	500	10	1
0.9532735426008969	1	500	20	0
0.924865470852018	1	500	20	1
0.9506326814482644	1	500	25	0
0.9100224215246637	1	500	25	1
0.9532959641255605	1	500	30	0
0.9415153213751869	1	500	30	1
0.28643497757847536	1	600	5	0
0.2759902840059791	1	600	5	1
0.2833893871449925	1	600	10	0
0.3633172464503568	1	600	10	1
0.9491218236173393	1	600	20	0
0.949719730941704	1	600	20	1
0.949968844609686	1	600	25	0
0.9753176382660688	1	600	25	1
0.9498505231689088	1	600	30	0
0.9584073073787199	1	600	30	1
0.24219252447952	1	700	5	0
0.3021140294682896	1	700	5	1
0.29071766632687934	1	700	10	0
0.37110826393337604	1	700	10	1
0.9498247947659383	1	700	20	0
0.9588725176169123	1	700	20	1
0.9641896220371556	1	700	25	0
0.9663997437540038	1	700	25	1
0.9612427930813581	1	700	30	0
0.9480621396540679	1	700	30	1
0.27675624101529817	1	800	5	0
0.25931977867069217	1	800	5	1
0.30779147982062777	1	800	10	0
0.3290823839534602	1	800	10	1
0.9548206278026906	1	800	20	0
0.9589125560538116	1	800	20	1
0.9515554932735426	1	800	25	0
0.958295445108786	1	800	25	1
0.9649663677130045	1	800	30	0
0.9589265695067265	1	800	30	1
0.2672894867962132	1	900	5	0
0.296711509715994	1	900	5	1
0.26203469674321694	1	900	10	0
0.39309915296462383	1	900	10	1
0.9608619830592925	1	900	20	0
0.9605419139248197	1	900	20	1
0.9493308262158241	1	900	25	0
0.9700348213072428	1	900	25	1
0.9625560538116592	1	900	30	0
0.9552192326856004	1	900	30	1
0.23966367713004483	1	1000	5	0
0.23739910313901344	1	1000	5	1
