"Module"	"Gene1"	"Gene2"
"M1"	"JUP"	"STC2"
"M1"	"JUP"	"COL20A1"
"M1"	"JUP"	"BSPRY"
"M1"	"ECHDC1"	"SHOX2"
"M1"	"ECHDC1"	"ART3"
"M1"	"CRX"	"ARHGEF2"
"M1"	"CRX"	"SRSF9"
"M1"	"CRX"	"BMPR1B"
"M1"	"CRX"	"PPP1R1B"
"M1"	"CRX"	"AGRN"
"M1"	"CRX"	"MGA"
"M1"	"CRX"	"FANCL"
"M1"	"CRX"	"SSTR4"
"M1"	"CRX"	"CYBB"
"M1"	"CRX"	"MSX2"
"M1"	"CRX"	"ZNF516"
"M1"	"CRX"	"TRIM3"
"M1"	"CRX"	"CSTF3"
"M1"	"CRX"	"OMP"
"M1"	"CRX"	"ROCK1"
"M1"	"CRX"	"UBE2QL1"
"M1"	"CRX"	"NUBPL"
"M1"	"CRX"	"ZNF383"
"M1"	"CRX"	"KIAA0101"
"M1"	"CRX"	"SLC4A1AP"
"M1"	"CRX"	"FCHO1"
"M1"	"CRX"	"LRRC29"
"M1"	"CRX"	"MEGF8"
"M1"	"CRX"	"GNE"
"M1"	"CRX"	"USH2A"
"M1"	"CRX"	"MCCC2"
"M1"	"CRX"	"TPGS1"
"M1"	"CRX"	"ALG14"
"M1"	"CRX"	"REEP1"
"M1"	"CRX"	"CPSF7"
"M1"	"CRX"	"LRRC48"
"M1"	"CRX"	"SLC2A5"
"M1"	"CRX"	"CREBBP"
"M1"	"CRX"	"ANKZF1"
"M1"	"CRX"	"MAGEA1"
"M1"	"CRX"	"RHOJ"
"M1"	"CRX"	"PSMA3"
"M1"	"CRX"	"GMPR2"
"M1"	"CRX"	"EPSTI1"
"M1"	"CRX"	"TESC"
"M1"	"CRX"	"PDXK"
"M1"	"CRX"	"PRSS12"
"M1"	"CRX"	"STARD9"
"M1"	"CRX"	"POLR1B"
"M1"	"CRX"	"WDR60"
"M1"	"CRX"	"C2orf42"
"M1"	"CRX"	"KAT7"
"M1"	"CRX"	"MAML3"
"M1"	"CRX"	"HOOK3"
"M1"	"MYEOV2"	"GPR179"
"M1"	"MYOD1"	"ARHGEF2"
"M1"	"MYOD1"	"CHMP7"
"M1"	"MYOD1"	"CBFA2T2"
"M1"	"MYOD1"	"MED13L"
"M1"	"MYOD1"	"TSGA10"
"M1"	"MYOD1"	"CRYBB2"
"M1"	"MYOD1"	"CCHCR1"
"M1"	"MYOD1"	"LZIC"
"M1"	"MYOD1"	"AMPD2"
"M1"	"MYOD1"	"LUM"
"M1"	"MYOD1"	"PTCHD2"
"M1"	"MYOD1"	"SERINC3"
"M1"	"MYOD1"	"CCPG1"
"M1"	"MYOD1"	"TESC"
"M1"	"MYOD1"	"ZNF273"
"M1"	"MYOD1"	"C6orf118"
"M1"	"MYOD1"	"TUBB4A"
"M1"	"MYOD1"	"CDC73"
"M1"	"MYOD1"	"NOD2"
"M1"	"MYOD1"	"KAL1"
"M1"	"MYOD1"	"MCTS1"
"M1"	"MYOD1"	"ZNF816"
"M1"	"MYOD1"	"DCD"
"M1"	"MYOD1"	"SCIMP"
"M1"	"MYOD1"	"FMO3"
"M1"	"MYOD1"	"PLD4"
"M1"	"MYOD1"	"PASD1"
"M1"	"MYOD1"	"CAMSAP3"
"M1"	"MYOD1"	"NBAS"
"M1"	"MYOD1"	"SGCG"
"M1"	"MYOD1"	"ITIH4"
"M1"	"MYOD1"	"BLOC1S5"
"M1"	"MYOD1"	"MAST4"
"M1"	"SYTL4"	"CACNA1F"
"M1"	"SYTL4"	"CYP2W1"
"M1"	"SYTL4"	"BSPRY"
"M1"	"C18orf32"	"C8orf34"
"M1"	"C18orf32"	"RAX2"
"M1"	"MED30"	"NPW"
"M1"	"MED30"	"TNNC1"
"M1"	"CDK19"	"NPTX1"
"M1"	"CDK19"	"TPPP3"
"M1"	"CDK19"	"BSPRY"
"M1"	"PHACTR4"	"HCN2"
"M1"	"PHACTR4"	"NPAS1"
"M1"	"CD180"	"FAM19A4"
"M1"	"HMGB3"	"HCN2"
"M1"	"HMGB3"	"CRB2"
"M1"	"HMGB3"	"TPPP3"
"M1"	"HMGB3"	"BSPRY"
"M1"	"VPS72"	"LGR5"
"M1"	"VPS72"	"TPPP3"
"M1"	"RHO"	"ERBB2"
"M1"	"RHO"	"GPRASP2"
"M1"	"RHO"	"RBM10"
"M1"	"RHO"	"C6"
"M1"	"RHO"	"RAD18"
"M1"	"RHO"	"DCAF5"
"M1"	"RHO"	"ALG10B"
"M1"	"RHO"	"AKIP1"
"M1"	"RHO"	"FAM83C"
"M1"	"RHO"	"DHRS13"
"M1"	"RHO"	"DAK"
"M1"	"RHO"	"TMOD4"
"M1"	"RHO"	"ARNTL"
"M1"	"RHO"	"TCP1"
"M1"	"RHO"	"MITD1"
"M1"	"RHO"	"NIF3L1"
"M1"	"RHO"	"ZNF362"
"M1"	"RHO"	"SLC38A5"
"M1"	"RHO"	"CST6"
"M1"	"RHO"	"CXCR1"
"M1"	"RHO"	"RAD23A"
"M1"	"RHO"	"LRIF1"
"M1"	"RHO"	"VASN"
"M1"	"RHO"	"HIRIP3"
"M1"	"RHO"	"IL5"
"M1"	"RHO"	"GTF3C2"
"M1"	"RHO"	"PTPN18"
"M1"	"RHO"	"RCN3"
"M1"	"RHO"	"CHRM5"
"M1"	"RHO"	"PMPCA"
"M1"	"RHO"	"MYL12B"
"M1"	"RHO"	"ZFYVE16"
"M1"	"RHO"	"TLR3"
"M1"	"RHO"	"HSPB8"
"M1"	"RHO"	"ENTPD1"
"M1"	"RHO"	"WDR44"
"M1"	"RHO"	"DDX27"
"M1"	"RHO"	"INPP1"
"M1"	"RHO"	"PHACTR2"
"M1"	"RHO"	"UACA"
"M1"	"RHO"	"PTER"
"M1"	"KCNQ2"	"C8orf34"
"M1"	"KCNQ2"	"CYP2W1"
"M1"	"SHARPIN"	"STX3"
"M1"	"SHARPIN"	"BSPRY"
"M1"	"KCNV2"	"NEU1"
"M1"	"KCNV2"	"APBB1IP"
"M1"	"KCNV2"	"PTP4A1"
"M1"	"KCNV2"	"IL1RAP"
"M1"	"KCNV2"	"HTR1A"
"M1"	"KCNV2"	"EML4"
"M1"	"KCNV2"	"NBEAL1"
"M1"	"KCNV2"	"FBXO27"
"M1"	"KCNV2"	"GMPPB"
"M1"	"KCNV2"	"BCOR"
"M1"	"KCNV2"	"NTHL1"
"M1"	"KCNV2"	"TAF4B"
"M1"	"KCNV2"	"AFAP1L1"
"M1"	"KCNV2"	"PARPBP"
"M1"	"KCNV2"	"WDR5B"
"M1"	"KCNV2"	"TMC1"
"M1"	"KCNV2"	"PYY"
"M1"	"KCNV2"	"STK11IP"
"M1"	"KCNV2"	"BRMS1"
"M1"	"KCNV2"	"PSMB8"
"M1"	"KCNV2"	"FBXW9"
"M1"	"KCNV2"	"P2RY12"
"M1"	"RPN2"	"CACNA1F"
"M1"	"DTX1"	"GNGT1"
"M1"	"TAPBP"	"RGS9BP"
"M1"	"TAPBP"	"CUBN"
"M1"	"TAPBP"	"MAGEC1"
"M1"	"TAPBP"	"GPR179"
"M1"	"TAPBP"	"ABCG4"
"M1"	"TAPBP"	"BHMT2"
"M1"	"MPZL2"	"MATK"
"M1"	"MPZL2"	"COL23A1"
"M1"	"KLHL24"	"KCNG4"
"M1"	"KLHL24"	"CACNA1F"
"M1"	"TIMM8A"	"TH"
"M1"	"TIMM8A"	"HCN2"
"M1"	"TGFBRAP1"	"HOXD13"
"M1"	"TGFBRAP1"	"CACNA1F"
"M1"	"TGFBRAP1"	"ARL4D"
"M1"	"RPL8"	"TNNC1"
"M1"	"RPL8"	"STX3"
"M1"	"RPL8"	"PCK2"
"M1"	"RPL8"	"COL20A1"
"M1"	"RPL8"	"TPPP3"
"M1"	"POLR1D"	"NRTN"
"M1"	"POLR1D"	"HCN2"
"M1"	"POLR1D"	"ST6GALNAC2"
"M1"	"POLR1D"	"TPPP3"
"M1"	"POLR1D"	"USH2A"
"M1"	"SPC24"	"GLT8D2"
"M1"	"KATNB1"	"TNNC1"
"M1"	"TH"	"FGF19"
"M1"	"TH"	"ARFGEF1"
"M1"	"TH"	"RBCK1"
"M1"	"TH"	"AHRR"
"M1"	"TH"	"PTP4A1"
"M1"	"TH"	"SIPA1L3"
"M1"	"TH"	"MGA"
"M1"	"TH"	"FBLIM1"
"M1"	"TH"	"CBLL1"
"M1"	"TH"	"BMPR1A"
"M1"	"TH"	"SMARCE1"
"M1"	"TH"	"PRTN3"
"M1"	"TH"	"FOXRED2"
"M1"	"TH"	"RPS10"
"M1"	"TH"	"TLE4"
"M1"	"TH"	"CNOT2"
"M1"	"TH"	"DEAF1"
"M1"	"TH"	"MED6"
"M1"	"TH"	"PRDM2"
"M1"	"TH"	"PLEKHG2"
"M1"	"TH"	"MYSM1"
"M1"	"TH"	"AKIP1"
"M1"	"TH"	"EMILIN1"
"M1"	"TH"	"ART3"
"M1"	"TH"	"TMEM167B"
"M1"	"TH"	"NFATC1"
"M1"	"TH"	"PAEP"
"M1"	"TH"	"EPS8L2"
"M1"	"TH"	"ZNF383"
"M1"	"TH"	"ALG14"
"M1"	"TH"	"CSN3"
"M1"	"TH"	"SF3B5"
"M1"	"TH"	"CDO1"
"M1"	"TH"	"DPY19L1"
"M1"	"TH"	"TBX21"
"M1"	"TH"	"RDX"
"M1"	"TH"	"SORBS2"
"M1"	"TH"	"U2AF2"
"M1"	"TH"	"HLA-A"
"M1"	"TH"	"IRF3"
"M1"	"TH"	"ANLN"
"M1"	"TH"	"GTF3C2"
"M1"	"TH"	"ARHGEF3"
"M1"	"TH"	"CDC14A"
"M1"	"TH"	"REC8"
"M1"	"TH"	"PPP2R2A"
"M1"	"TH"	"MCHR2"
"M1"	"TH"	"SOD2"
"M1"	"TH"	"TRIP10"
"M1"	"TH"	"FAM160A2"
"M1"	"TH"	"MOSPD2"
"M1"	"TH"	"MEOX1"
"M1"	"TH"	"CEP135"
"M1"	"TH"	"ECE1"
"M1"	"TH"	"CSMD3"
"M1"	"TH"	"CLDN10"
"M1"	"TH"	"RPP40"
"M1"	"TH"	"COQ6"
"M1"	"TH"	"ACTA2"
"M1"	"TH"	"PLA2G7"
"M1"	"TH"	"BDKRB2"
"M1"	"TH"	"KREMEN2"
"M1"	"TH"	"MATR3"
"M1"	"TH"	"SPEF2"
"M1"	"TH"	"CD34"
"M1"	"TH"	"HAS2"
"M1"	"TH"	"CTTNBP2"
"M1"	"TH"	"CDCA8"
"M1"	"TH"	"BSPRY"
"M1"	"TH"	"TSPAN13"
"M1"	"TH"	"H6PD"
"M1"	"TH"	"DNAJB8"
"M1"	"TH"	"CDKL5"
"M1"	"TH"	"MAST2"
"M1"	"TH"	"ZDHHC23"
"M1"	"TH"	"EPSTI1"
"M1"	"TH"	"PASD1"
"M1"	"TH"	"IL18RAP"
"M1"	"TH"	"UBTD2"
"M1"	"TH"	"DTX3L"
"M1"	"TH"	"C18orf25"
"M1"	"TH"	"ZBTB17"
"M1"	"TH"	"GFRA4"
"M1"	"TH"	"RNF31"
"M1"	"TH"	"ZNF580"
"M1"	"TH"	"DARS"
"M1"	"TH"	"CYP17A1"
"M1"	"TH"	"GIMAP7"
"M1"	"TH"	"MOGAT3"
"M1"	"TH"	"NAGLU"
"M1"	"TH"	"PPIB"
"M1"	"TH"	"LRRC4"
"M1"	"TH"	"RDH13"
"M1"	"TH"	"HSPB1"
"M1"	"TH"	"UST"
"M1"	"TH"	"ZFP28"
"M1"	"TH"	"DGKB"
"M1"	"TH"	"ODF3L2"
"M1"	"TH"	"CHCHD6"
"M1"	"TH"	"TRIB3"
"M1"	"TH"	"AHI1"
"M1"	"TH"	"KCNK5"
"M1"	"TH"	"ZNF395"
"M1"	"TH"	"SPDL1"
"M1"	"TH"	"ZSCAN29"
"M1"	"TH"	"CCAR1"
"M1"	"TH"	"TNFRSF14"
"M1"	"TH"	"ZNF420"
"M1"	"TH"	"AGO2"
"M1"	"TH"	"DYNC2H1"
"M1"	"TH"	"SUGP1"
"M1"	"TH"	"TSR2"
"M1"	"TH"	"DNTTIP2"
"M1"	"TH"	"MORN3"
"M1"	"TH"	"ATAD1"
"M1"	"TH"	"NDUFS7"
"M1"	"TH"	"GCM1"
"M1"	"TH"	"IGFL1"
"M1"	"TH"	"RAE1"
"M1"	"TH"	"ADSSL1"
"M1"	"TH"	"NFASC"
"M1"	"TH"	"PROCA1"
"M1"	"TH"	"CCDC39"
"M1"	"TH"	"COX6C"
"M1"	"TH"	"PLXNC1"
"M1"	"TH"	"ZNF277"
"M1"	"TH"	"ITGB1BP1"
"M1"	"TH"	"TMEM255A"
"M1"	"TH"	"GUCD1"
"M1"	"TH"	"IER3IP1"
"M1"	"TH"	"NT5DC1"
"M1"	"TH"	"ZNF543"
"M1"	"TH"	"AIFM3"
"M1"	"TH"	"NUP153"
"M1"	"TH"	"PDZD2"
"M1"	"TH"	"FAF1"
"M1"	"TH"	"ZSWIM8"
"M1"	"TH"	"GYPA"
"M1"	"TH"	"SYNDIG1"
"M1"	"TH"	"VWA8"
"M1"	"TH"	"CASC5"
"M1"	"TH"	"NUP214"
"M1"	"TH"	"MMP14"
"M1"	"TH"	"MEF2A"
"M1"	"TH"	"TTBK2"
"M1"	"TH"	"TCEA3"
"M1"	"TH"	"POLR3K"
"M1"	"TH"	"SLC27A3"
"M1"	"TH"	"BTG2"
"M1"	"TH"	"SLITRK4"
"M1"	"TH"	"STK11IP"
"M1"	"TH"	"GNAI1"
"M1"	"TH"	"GYS1"
"M1"	"TH"	"SHPK"
"M1"	"TH"	"GPR50"
"M1"	"TH"	"DOC2A"
"M1"	"TH"	"CYP27A1"
"M1"	"TH"	"CHST12"
"M1"	"TH"	"SMG7"
"M1"	"TXNDC9"	"TAL2"
"M1"	"PIR"	"MATK"
"M1"	"PIR"	"ART3"
"M1"	"ZCCHC11"	"HCN2"
"M1"	"ZCCHC11"	"CASZ1"
"M1"	"ZCCHC11"	"BSPRY"
"M1"	"INTS2"	"COL20A1"
"M1"	"TROAP"	"RGS9BP"
"M1"	"TROAP"	"TPPP3"
"M1"	"TROAP"	"USH2A"
"M1"	"TROAP"	"RAX2"
"M1"	"CNTLN"	"GRM6"
"M1"	"CNTLN"	"CACNA1F"
"M1"	"CNTLN"	"ABCG4"
"M1"	"CNTLN"	"LRRC61"
"M1"	"CNTLN"	"SLC35F3"
"M1"	"CNTLN"	"BSPRY"
"M1"	"CNTLN"	"RAX2"
"M1"	"LCP1"	"MATK"
"M1"	"LCP1"	"BSPRY"
"M1"	"SARM1"	"C8orf34"
"M1"	"SARM1"	"COL23A1"
"M1"	"SARM1"	"PKHD1"
"M1"	"FGF19"	"HCN2"
"M1"	"FGF19"	"BSPRY"
"M1"	"KLKB1"	"RIMBP2"
"M1"	"RBBP6"	"PALMD"
"M1"	"DMPK"	"CPNE6"
"M1"	"TSG101"	"TNNC1"
"M1"	"TSG101"	"ACSL6"
"M1"	"TSG101"	"DEFA5"
"M1"	"TSG101"	"BSPRY"
"M1"	"GET4"	"PRUNE2"
"M1"	"GET4"	"P2RX6"
"M1"	"GET4"	"ANO2"
"M1"	"GET4"	"RP1"
"M1"	"AP3S2"	"ST6GALNAC2"
"M1"	"SENP7"	"POTEE"
"M1"	"KLC2"	"NPR3"
"M1"	"KLC2"	"POTEE"
"M1"	"KLC2"	"NPTX1"
"M1"	"KLC2"	"STC2"
"M1"	"KLC2"	"TPPP3"
"M1"	"KLC2"	"ABCG4"
"M1"	"SRSF9"	"EVPL"
"M1"	"SRSF9"	"NPTX1"
"M1"	"SRSF9"	"ABCG4"
"M1"	"SRSF9"	"BSPRY"
"M1"	"CSMD1"	"EVPL"
"M1"	"CEP97"	"NPR3"
"M1"	"CEP97"	"DLGAP2"
"M1"	"CEP97"	"BSPRY"
"M1"	"SLC3A2"	"NRTN"
"M1"	"SLC3A2"	"NPW"
"M1"	"SLC3A2"	"RXRG"
"M1"	"SLC3A2"	"TNNC1"
"M1"	"SLC3A2"	"STX3"
"M1"	"SLC3A2"	"MUC16"
"M1"	"SLC3A2"	"CDK5R2"
"M1"	"SLC3A2"	"SLC27A6"
"M1"	"SLC3A2"	"PCK2"
"M1"	"SLC3A2"	"CACNA1G"
"M1"	"SLC3A2"	"TPH1"
"M1"	"SLC3A2"	"CASZ1"
"M1"	"SLC3A2"	"RP1"
"M1"	"SLC3A2"	"BSPRY"
"M1"	"LRRFIP2"	"HCN2"
"M1"	"WDR12"	"HOXD11"
"M1"	"WDR12"	"CACNA1F"
"M1"	"WDR12"	"TPPP3"
"M1"	"WDR12"	"BSPRY"
"M1"	"RIMS4"	"BMP7"
"M1"	"RIMS4"	"GRK1"
"M1"	"RIMS4"	"C8orf34"
"M1"	"RIMS4"	"PKHD1"
"M1"	"RIMS4"	"TPPP3"
"M1"	"PIAS4"	"NPNT"
"M1"	"PIAS4"	"C8orf34"
"M1"	"PIAS4"	"GLT8D2"
"M1"	"ARFGEF1"	"PLVAP"
"M1"	"MYBBP1A"	"BMP7"
"M1"	"MYBBP1A"	"GRK1"
"M1"	"TIMM17A"	"ST6GALNAC2"
"M1"	"DCBLD1"	"ART3"
"M1"	"DCBLD1"	"SLC35F3"
"M1"	"DCBLD1"	"BSPRY"
"M1"	"MLLT1"	"GRM6"
"M1"	"MLLT1"	"SST"
"M1"	"MLLT1"	"CACNA1F"
"M1"	"MLLT1"	"ABCG4"
"M1"	"SDK1"	"EVPL"
"M1"	"SKI"	"MAGEC1"
"M1"	"SKI"	"CCDC155"
"M1"	"SKI"	"ST6GALNAC2"
"M1"	"SKI"	"ABCG4"
"M1"	"SKI"	"LLGL2"
"M1"	"NPM3"	"BSPRY"
"M1"	"RBBP8"	"PKHD1"
"M1"	"RBBP8"	"TMEM233"
"M1"	"RBBP8"	"BSPRY"
"M1"	"SGCE"	"GNGT1"
"M1"	"SGCE"	"ACSL6"
"M1"	"SGCE"	"COL23A1"
"M1"	"ACKR3"	"HCN2"
"M1"	"ACKR3"	"CASZ1"
"M1"	"ACKR3"	"MYL4"
"M1"	"ACKR3"	"USH2A"
"M1"	"ACKR3"	"ABCG4"
"M1"	"ACKR3"	"LLGL2"
"M1"	"ACKR3"	"LRRC61"
"M1"	"ACKR3"	"BSPRY"
"M1"	"ACKR3"	"ZBED6CL"
"M1"	"RBCK1"	"SLC35F3"
"M1"	"PDE6G"	"DUSP1"
"M1"	"PDE6G"	"ADRB2"
"M1"	"PDE6G"	"PRKAB2"
"M1"	"PDE6G"	"KLHDC9"
"M1"	"PDE6G"	"VPS28"
"M1"	"PDE6G"	"CSRP3"
"M1"	"PDE6G"	"PTP4A1"
"M1"	"PDE6G"	"PID1"
"M1"	"PDE6G"	"MTBP"
"M1"	"PDE6G"	"AZI2"
"M1"	"PDE6G"	"TBCD"
"M1"	"PDE6G"	"MAFK"
"M1"	"PDE6G"	"LARP1"
"M1"	"PDE6G"	"GNG7"
"M1"	"PDE6G"	"UBE2R2"
"M1"	"PDE6G"	"GOPC"
"M1"	"PDE6G"	"CEACAM6"
"M1"	"PDE6G"	"NMT2"
"M1"	"PDE6G"	"TSSK2"
"M1"	"PDE6G"	"IL12A"
"M1"	"PDE6G"	"KPNA5"
"M1"	"PDE6G"	"GRM7"
"M1"	"PDE6G"	"RAD18"
"M1"	"PDE6G"	"FCHSD1"
"M1"	"PDE6G"	"ZNF2"
"M1"	"PDE6G"	"RPS10"
"M1"	"PDE6G"	"WDR26"
"M1"	"PDE6G"	"HSPA2"
"M1"	"PDE6G"	"IL1RAP"
"M1"	"PDE6G"	"EYA2"
"M1"	"PDE6G"	"TMED2"
"M1"	"PDE6G"	"ST6GALNAC2"
"M1"	"PDE6G"	"TOM1"
"M1"	"PDE6G"	"MEGF8"
"M1"	"PDE6G"	"EPDR1"
"M1"	"PDE6G"	"TUBG2"
"M1"	"PDE6G"	"RNF44"
"M1"	"PDE6G"	"PTGDR2"
"M1"	"PDE6G"	"MBNL3"
"M1"	"PDE6G"	"ABHD2"
"M1"	"PDE6G"	"MEN1"
"M1"	"PDE6G"	"PRKACB"
"M1"	"PDE6G"	"S100A3"
"M1"	"PDE6G"	"NUPL2"
"M1"	"MAL2"	"NPAS1"
"M1"	"MAL2"	"LLGL2"
"M1"	"UBASH3A"	"STX3"
"M1"	"UBASH3A"	"GABRA5"
"M1"	"VDAC1"	"C8orf34"
"M1"	"VDAC1"	"FAM19A4"
"M1"	"FZD4"	"SST"
"M1"	"FZD4"	"ST6GALNAC2"
"M1"	"FZD4"	"BSPRY"
"M1"	"EIF4A2"	"STX3"
"M1"	"WDR48"	"CACNA1F"
"M1"	"WDR48"	"RAX2"
"M1"	"NTS"	"OTX2"
"M1"	"MYO10"	"CACNA1F"
"M1"	"TUBA1C"	"INHBB"
"M1"	"TUBA1C"	"CYP2W1"
"M1"	"TUBA1C"	"TPPP3"
"M1"	"TUBA1C"	"ABCG4"
"M1"	"TUBA1C"	"BSPRY"
"M1"	"RAMP1"	"FGF8"
"M1"	"RAMP1"	"COL23A1"
"M1"	"ID1"	"HCN2"
"M1"	"ID1"	"BSPRY"
"M1"	"MYO1E"	"COL20A1"
"M1"	"OMG"	"GRM6"
"M1"	"OMG"	"CYP2W1"
"M1"	"OMG"	"TPPP3"
"M1"	"PPAP2B"	"NPW"
"M1"	"PPAP2B"	"PPP1R1B"
"M1"	"PPAP2B"	"SHOX2"
"M1"	"PPAP2B"	"CACNA1F"
"M1"	"PPAP2B"	"TPPP3"
"M1"	"PPAP2B"	"ABCG4"
"M1"	"PPAP2B"	"ZFHX4"
"M1"	"WT1"	"BMP7"
"M1"	"WT1"	"GRK1"
"M1"	"TRAPPC5"	"GRM6"
"M1"	"TRAPPC5"	"GRK1"
"M1"	"TRAPPC5"	"C8orf34"
"M1"	"TRAPPC5"	"DLX4"
"M1"	"IL3"	"TPPP3"
"M1"	"IL3"	"ABCG4"
"M1"	"IL3"	"BSPRY"
"M1"	"CEP57"	"NPW"
"M1"	"CEP57"	"RGS9BP"
"M1"	"CEP57"	"HR"
"M1"	"CEP57"	"GNGT1"
"M1"	"CEP57"	"C8orf34"
"M1"	"MYO16"	"SST"
"M1"	"MYO16"	"NKX3-2"
"M1"	"MYO16"	"TMEM233"
"M1"	"MYO16"	"CASZ1"
"M1"	"MYO16"	"RD3"
"M1"	"MYO16"	"USH2A"
"M1"	"MYO16"	"ABCG4"
"M1"	"MYO16"	"LLGL2"
"M1"	"MYO16"	"BSPRY"
"M1"	"MYO16"	"BHMT2"
"M1"	"MYO16"	"ZBED6CL"
"M1"	"MYO16"	"EGFLAM"
"M1"	"CLTA"	"LLGL2"
"M1"	"HOXB1"	"FGF8"
"M1"	"HOXB1"	"ABCG4"
"M1"	"HOXB1"	"BSPRY"
"M1"	"PAK4"	"PLVAP"
"M1"	"CIRBP"	"LHX3"
"M1"	"RSL1D1"	"NRTN"
"M1"	"RSL1D1"	"RXRG"
"M1"	"RSL1D1"	"SST"
"M1"	"RSL1D1"	"STX3"
"M1"	"RSL1D1"	"SLC27A6"
"M1"	"RSL1D1"	"PCK2"
"M1"	"RSL1D1"	"TPPP3"
"M1"	"RSL1D1"	"BSPRY"
"M1"	"RSL1D1"	"FREM2"
"M1"	"ACAD11"	"ASIC2"
"M1"	"ACAD11"	"SLC35F3"
"M1"	"SLC31A2"	"MATK"
"M1"	"LDHAL6A"	"GRM6"
"M1"	"LDHAL6A"	"HCN2"
"M1"	"DUSP1"	"RBP3"
"M1"	"DUSP1"	"MAGEA12"
"M1"	"POU1F1"	"GRM6"
"M1"	"POU1F1"	"HCN2"
"M1"	"POU1F1"	"BSPRY"
"M1"	"POU1F1"	"GABRA5"
"M1"	"CLCN3"	"GRM6"
"M1"	"CLCN3"	"NPTX1"
"M1"	"CLCN3"	"ST6GALNAC2"
"M1"	"PAFAH1B2"	"GPR61"
"M1"	"PAFAH1B2"	"FIGN"
"M1"	"EPN1"	"COL23A1"
"M1"	"EPN1"	"TPPP3"
"M1"	"EPN1"	"BSPRY"
"M1"	"SNTA1"	"DNAH2"
"M1"	"SNTA1"	"TPPP3"
"M1"	"SNTA1"	"ZNF385B"
"M1"	"KIFC1"	"POTEE"
"M1"	"KIFC1"	"SST"
"M1"	"KIFC1"	"LLGL2"
"M1"	"KIFC1"	"BSPRY"
"M1"	"HPRT1"	"LHX3"
"M1"	"HPRT1"	"NPW"
"M1"	"HPRT1"	"EVPL"
"M1"	"HPRT1"	"TNNC1"
"M1"	"HPRT1"	"CABP5"
"M1"	"HPRT1"	"CPNE6"
"M1"	"HPRT1"	"TMEM233"
"M1"	"HPRT1"	"ST6GALNAC2"
"M1"	"HPRT1"	"RGPD1"
"M1"	"HPRT1"	"TPPP3"
"M1"	"HPRT1"	"ABCG4"
"M1"	"HPRT1"	"LRRC61"
"M1"	"HPRT1"	"BSPRY"
"M1"	"HPRT1"	"ZBED6CL"
"M1"	"HPRT1"	"CACNB2"
"M1"	"ATG7"	"MPP7"
"M1"	"TCF21"	"HCN2"
"M1"	"TCF21"	"TPPP3"
"M1"	"TCF21"	"USH2A"
"M1"	"TCF21"	"RP1"
"M1"	"NFX1"	"ANO2"
"M1"	"FAM109B"	"POTEE"
"M1"	"PSIP1"	"ABCG4"
"M1"	"MARK1"	"CDK5R2"
"M1"	"TAF3"	"CACNA1G"
"M1"	"TAF3"	"DEFA5"
"M1"	"ASCL4"	"KDM3A"
"M1"	"ASCL4"	"TMED1"
"M1"	"ASCL4"	"PTP4A1"
"M1"	"ASCL4"	"NEDD8"
"M1"	"ASCL4"	"KISS1R"
"M1"	"ASCL4"	"SMARCE1"
"M1"	"ASCL4"	"NFATC1"
"M1"	"ASCL4"	"MOSPD2"
"M1"	"ASCL4"	"ECE1"
"M1"	"ASCL4"	"HAS2"
"M1"	"ASCL4"	"XAGE3"
"M1"	"ASCL4"	"BSPRY"
"M1"	"ASCL4"	"XYLT1"
"M1"	"ASCL4"	"MAPKBP1"
"M1"	"ASCL4"	"COPZ1"
"M1"	"ASCL4"	"E2F3"
"M1"	"ASCL4"	"PICK1"
"M1"	"ASCL4"	"COX6A2"
"M1"	"ASCL4"	"CFHR5"
"M1"	"ASCL4"	"ASTE1"
"M1"	"ASCL4"	"ARL16"
"M1"	"ASCL4"	"NUP153"
"M1"	"ASCL4"	"PIGU"
"M1"	"ASCL4"	"TOMM5"
"M1"	"ASCL4"	"NOV"
"M1"	"ASCL4"	"TFAP2C"
"M1"	"ASCL4"	"LSS"
"M1"	"ASCL4"	"DQX1"
"M1"	"VBP1"	"TAL2"
"M1"	"CRY1"	"PKHD1"
"M1"	"FAIM2"	"CYP2W1"
"M1"	"FAIM2"	"ABCG4"
"M1"	"ERAS"	"CUBN"
"M1"	"CREB3L1"	"STX3"
"M1"	"PPP2R5E"	"CACNA1F"
"M1"	"GATA5"	"GRM6"
"M1"	"GATA5"	"EPHA2"
"M1"	"GATA5"	"CASZ1"
"M1"	"MST1R"	"RGS9BP"
"M1"	"MST1R"	"ST6GALNAC2"
"M1"	"MUSTN1"	"NPR3"
"M1"	"MUSTN1"	"RP1"
"M1"	"MUSTN1"	"ABCG4"
"M1"	"MUSTN1"	"BSPRY"
"M1"	"MUSTN1"	"WFDC1"
"M1"	"ZADH2"	"RXRG"
"M1"	"ZADH2"	"STX3"
"M1"	"ZADH2"	"CASZ1"
"M1"	"ZADH2"	"TPPP3"
"M1"	"ZADH2"	"ABCG4"
"M1"	"SLC7A7"	"RIMBP2"
"M1"	"SLC7A7"	"HCN2"
"M1"	"SLC7A7"	"ST6GALNAC2"
"M1"	"LALBA"	"HCN2"
"M1"	"TOPBP1"	"RIMBP2"
"M1"	"TOPBP1"	"BSPRY"
"M1"	"UBE2L6"	"RIMBP2"
"M1"	"UBE2L6"	"USH2A"
