"Module"	"Gene1"	"Gene2"
"M9"	"DGKI"	"BMP1"
"M9"	"DGKI"	"INPP5B"
"M9"	"DGKI"	"TMEM150C"
"M9"	"DGKI"	"KIAA1279"
"M9"	"DGKI"	"UCN3"
"M9"	"DGKI"	"KCNJ9"
"M9"	"DGKI"	"CNOT6"
"M9"	"DGKI"	"ERBB3"
"M9"	"DGKI"	"CDKN1B"
"M9"	"DGKI"	"UBE2QL1"
"M9"	"DGKI"	"C10orf32"
"M9"	"DGKI"	"ARHGEF12"
"M9"	"DGKI"	"FAIM2"
"M9"	"DGKI"	"BROX"
"M9"	"DGKI"	"ASCL3"
"M9"	"DGKI"	"GTF2E1"
"M9"	"DGKI"	"ODF2"
"M9"	"DGKI"	"IDI1"
"M9"	"DGKI"	"DHRS13"
"M9"	"DGKI"	"PGAM5"
"M9"	"DGKI"	"RWDD1"
"M9"	"DGKI"	"SLC27A6"
"M9"	"DGKI"	"ACAD8"
"M9"	"DGKI"	"PPP2R2D"
"M9"	"DGKI"	"EFTUD1"
"M9"	"DGKI"	"CHCHD3"
"M9"	"DGKI"	"SRM"
"M9"	"DGKI"	"NEIL3"
"M9"	"SNCG"	"SPHKAP"
"M9"	"AKAP11"	"TLX3"
"M9"	"MSI2"	"DSCAM"
"M9"	"UMOD"	"TRHDE"
"M9"	"UMOD"	"CSMD1"
"M9"	"UMOD"	"SLC44A3"
"M9"	"OPRM1"	"TBC1D8"
"M9"	"OPRM1"	"PNPLA2"
"M9"	"OPRM1"	"SGCE"
"M9"	"OPRM1"	"VPS28"
"M9"	"OPRM1"	"PTP4A1"
"M9"	"OPRM1"	"RFXANK"
"M9"	"OPRM1"	"AIMP2"
"M9"	"OPRM1"	"SAPCD1"
"M9"	"OPRM1"	"MYBL1"
"M9"	"OPRM1"	"SRP68"
"M9"	"OPRM1"	"XPO5"
"M9"	"OPRM1"	"RFXAP"
"M9"	"OPRM1"	"RBBP8"
"M9"	"OPRM1"	"RPL11"
"M9"	"OPRM1"	"SLC4A3"
"M9"	"OPRM1"	"RAB13"
"M9"	"OPRM1"	"SUFU"
"M9"	"OPRM1"	"PSMB7"
"M9"	"OPRM1"	"CHMP2A"
"M9"	"OPRM1"	"ARL13A"
"M9"	"OPRM1"	"CPSF2"
"M9"	"OPRM1"	"MARCKSL1"
"M9"	"OPRM1"	"ST5"
"M9"	"OPRM1"	"ZNF8"
"M9"	"OPRM1"	"MSX1"
"M9"	"OPRM1"	"TRIM29"
"M9"	"OPRM1"	"CDH8"
"M9"	"OPRM1"	"POU3F4"
"M9"	"OPRM1"	"EDARADD"
"M9"	"OPRM1"	"RAB5A"
"M9"	"OPRM1"	"NR2F2"
"M9"	"OPRM1"	"ZNF131"
"M9"	"OPRM1"	"PPL"
"M9"	"OPRM1"	"MXI1"
"M9"	"OPRM1"	"CLSTN1"
"M9"	"OPRM1"	"MAPK13"
"M9"	"OPRM1"	"DYNC1H1"
"M9"	"OPRM1"	"TRIM68"
"M9"	"OPRM1"	"RALGDS"
"M9"	"OPRM1"	"THUMPD3"
"M9"	"OPRM1"	"VSIG10"
"M9"	"OPRM1"	"CDO1"
"M9"	"KCNAB1"	"TLX3"
"M9"	"POU2F2"	"TLX3"
"M9"	"MTF1"	"IRX1"
"M9"	"ERO1L"	"UNC5C"
"M9"	"CBLB"	"CABP1"
"M9"	"SEC23IP"	"PPP1R17"
"M9"	"EVC2"	"POU3F3"
"M9"	"GPI"	"FAT2"
"M9"	"NUP188"	"CHRNB4"
"M9"	"MIEF1"	"CABP1"
"M9"	"DAG1"	"ALDH1A1"
"M9"	"LONP1"	"PDLIM3"
"M9"	"LRRFIP1"	"ESR2"
"M9"	"LRRFIP1"	"TRHDE"
"M9"	"RFX5"	"SOHLH2"
"M9"	"PTPN21"	"TLX3"
"M9"	"SCGB3A1"	"ALDH1A1"
"M9"	"TBC1D8"	"SOX1"
"M9"	"KHSRP"	"CSMD1"
"M9"	"ADA"	"SLC44A3"
"M9"	"RPL10L"	"DSCAM"
"M9"	"STOML1"	"CABP1"
"M9"	"HIST2H2AA4"	"CHRNB4"
"M9"	"BMPR1A"	"PDLIM3"
"M9"	"USP14"	"BCHE"
"M9"	"USP14"	"PDLIM3"
"M9"	"MKLN1"	"SLC44A3"
"M9"	"AIPL1"	"CHRNA1"
"M9"	"MTFR2"	"TLX3"
"M9"	"ANKRD6"	"PTP4A1"
"M9"	"ANKRD6"	"POLH"
"M9"	"ANKRD6"	"SPATA7"
"M9"	"ANKRD6"	"HHLA3"
"M9"	"ANKRD6"	"CNTN1"
"M9"	"ANKRD6"	"ZC3H13"
"M9"	"ANKRD6"	"SEMA5B"
"M9"	"MECR"	"CHRNA1"
"M9"	"OLIG3"	"CHRNA1"
"M9"	"PEX2"	"POU3F3"
"M9"	"PEX2"	"CHRNA1"
"M9"	"EMILIN1"	"CABP1"
"M9"	"TIAM1"	"PDLIM3"
"M9"	"DTX4"	"PDLIM3"
"M9"	"RET"	"MYO5A"
"M9"	"RET"	"AHRR"
"M9"	"RET"	"MSRB1"
"M9"	"RET"	"CBLL1"
"M9"	"RET"	"KLHDC9"
"M9"	"RET"	"VPS28"
"M9"	"RET"	"C19orf25"
"M9"	"RET"	"PTP4A1"
"M9"	"RET"	"INTS9"
"M9"	"RET"	"FIZ1"
"M9"	"RET"	"HOXA10"
"M9"	"RET"	"CRIPT"
"M9"	"RET"	"HFE"
"M9"	"RET"	"PDE6D"
"M9"	"RET"	"U2AF2"
"M9"	"RET"	"BTLA"
"M9"	"RET"	"SORBS2"
"M9"	"RET"	"STRA6"
"M9"	"RET"	"RD3"
"M9"	"RET"	"MED13"
"M9"	"RET"	"PSD"
"M9"	"RET"	"BLVRB"
"M9"	"RET"	"GPR182"
"M9"	"RET"	"CSNK2B"
"M9"	"RET"	"SNAPC2"
"M9"	"RET"	"PCBD2"
"M9"	"RET"	"SERTM1"
"M9"	"RET"	"RPP40"
"M9"	"RET"	"MPST"
"M9"	"RET"	"SLC7A7"
"M9"	"RET"	"TP53INP2"
"M9"	"RET"	"HOXB6"
"M9"	"RET"	"CHGB"
"M9"	"RET"	"DNAJC6"
"M9"	"RET"	"NMNAT1"
"M9"	"RET"	"MSL2"
"M9"	"RET"	"ARHGAP10"
"M9"	"RET"	"GZMB"
"M9"	"RET"	"ANXA2"
"M9"	"RET"	"GPRC5C"
"M9"	"RET"	"MUC1"
"M9"	"RET"	"BTG2"
"M9"	"RET"	"KCNIP4"
"M9"	"RET"	"TCEA3"
"M9"	"RET"	"LRRFIP2"
"M9"	"RET"	"POLR3K"
"M9"	"RET"	"TMOD3"
"M9"	"RET"	"WDR18"
"M9"	"RET"	"CMIP"
"M9"	"RET"	"SCMH1"
"M9"	"RET"	"KLHDC2"
"M9"	"RET"	"PPFIA2"
"M9"	"RET"	"GPR50"
"M9"	"RET"	"CARD9"
"M9"	"RET"	"FOXL2"
"M9"	"RET"	"IRF2BPL"
"M9"	"RET"	"C11orf70"
"M9"	"RET"	"TGFB2"
"M9"	"RET"	"THRB"
"M9"	"RET"	"PPP1R36"
"M9"	"RET"	"LONRF1"
"M9"	"RET"	"PTPN14"
"M9"	"RET"	"NOP56"
"M9"	"RET"	"PRL"
"M9"	"RET"	"TRIM37"
"M9"	"RET"	"PPP4R1"
"M9"	"RET"	"HLA-DOB"
"M9"	"RET"	"ALDH3B2"
"M9"	"RET"	"BMI1"
"M9"	"RET"	"PRKRA"
"M9"	"RET"	"BTG3"
"M9"	"DAB1"	"CHRNB4"
"M9"	"BNIP3L"	"CSMD1"
"M9"	"M6PR"	"PDLIM3"
"M9"	"XPO1"	"CHST9"
"M9"	"CUEDC2"	"PDLIM3"
"M9"	"PADI4"	"CHRNB4"
"M9"	"AMIGO3"	"PDPN"
"M9"	"SEC13"	"CABP1"
"M9"	"ESR2"	"LSAMP"
"M9"	"ESR2"	"TCF21"
"M9"	"ESR2"	"KLHDC9"
"M9"	"ESR2"	"PTP4A1"
"M9"	"ESR2"	"NAA16"
"M9"	"ESR2"	"ADRB2"
"M9"	"ESR2"	"CSN3"
"M9"	"ESR2"	"CD28"
"M9"	"ESR2"	"PXMP2"
"M9"	"ESR2"	"WIF1"
"M9"	"ESR2"	"NR2C2AP"
"M9"	"ESR2"	"PDLIM3"
"M9"	"ESR2"	"SH2D3C"
"M9"	"ESR2"	"DPP10"
"M9"	"ESR2"	"ACOT7"
"M9"	"ESR2"	"CXCL6"
"M9"	"ESR2"	"PANX1"
"M9"	"ESR2"	"PEX5L"
"M9"	"ESR2"	"SLC7A7"
"M9"	"ESR2"	"SPAST"
"M9"	"ESR2"	"SNAPC4"
"M9"	"ESR2"	"MICA"
"M9"	"ESR2"	"DNAJB5"
"M9"	"ESR2"	"SH3GLB2"
"M9"	"ESR2"	"ATP5G2"
"M9"	"NES"	"CABP1"
"M9"	"TFDP2"	"CABP1"
"M9"	"SNRNP27"	"TLX3"
"M9"	"REV1"	"PDPN"
"M9"	"HNRNPL"	"TLX3"
"M9"	"PIP5K1B"	"PDLIM3"
"M9"	"DHX9"	"PDLIM3"
"M9"	"TRHDE"	"CLIC3"
"M9"	"TRHDE"	"CDKN1A"
"M9"	"TRHDE"	"CBFA2T2"
"M9"	"TRHDE"	"DLX2"
"M9"	"TRHDE"	"ZNF8"
"M9"	"TRHDE"	"MYOC"
"M9"	"TRHDE"	"OLIG2"
"M9"	"TRHDE"	"LIN37"
"M9"	"TRHDE"	"TERT"
"M9"	"TRHDE"	"PPP1R9B"
"M9"	"TRHDE"	"SPATA7"
"M9"	"TRHDE"	"HHLA3"
"M9"	"TRHDE"	"CNTN1"
"M9"	"TRHDE"	"SNAPC2"
"M9"	"TRHDE"	"RPP40"
"M9"	"TRHDE"	"BRF2"
"M9"	"TRHDE"	"ARHGAP29"
"M9"	"TRHDE"	"SNX17"
"M9"	"TRHDE"	"PLXNB1"
"M9"	"TRHDE"	"POLR2J"
"M9"	"TRHDE"	"GPKOW"
"M9"	"TRHDE"	"PLP1"
"M9"	"TRHDE"	"TRIM59"
"M9"	"TRHDE"	"RC3H2"
"M9"	"TRHDE"	"PC"
"M9"	"TRHDE"	"NOSTRIN"
"M9"	"TRHDE"	"DDX28"
"M9"	"TRHDE"	"WT1"
"M9"	"TRHDE"	"ZNF257"
"M9"	"TRHDE"	"GPR153"
"M9"	"TRHDE"	"NPRL3"
"M9"	"TRHDE"	"HIST1H2BN"
"M9"	"TRHDE"	"MAML2"
"M9"	"TRHDE"	"ROR2"
"M9"	"TRHDE"	"PANX2"
"M9"	"TRHDE"	"TMEM170A"
"M9"	"TRHDE"	"ZNF287"
"M9"	"TRHDE"	"CDH7"
"M9"	"TRHDE"	"OTUD7A"
"M9"	"TRHDE"	"USP28"
"M9"	"TRHDE"	"ORC4"
"M9"	"TRHDE"	"SATB2"
"M9"	"TRHDE"	"RPS15"
"M9"	"TRHDE"	"PKD1"
"M9"	"TRHDE"	"GRINA"
"M9"	"TRHDE"	"COQ7"
"M9"	"TRHDE"	"OR5A1"
"M9"	"TRHDE"	"PXMP4"
"M9"	"TRHDE"	"DIDO1"
"M9"	"TRHDE"	"PGC"
"M9"	"TRHDE"	"CLEC6A"
"M9"	"TRHDE"	"ECEL1"
"M9"	"TRHDE"	"EPS8"
"M9"	"TRHDE"	"TAF1A"
"M9"	"TRHDE"	"CPNE7"
"M9"	"TRHDE"	"SLC9A4"
"M9"	"TRHDE"	"CCT2"
"M9"	"TRHDE"	"COPS2"
"M9"	"TRHDE"	"PPP6C"
"M9"	"TRHDE"	"MKI67IP"
"M9"	"TRHDE"	"MYLK"
"M9"	"TRHDE"	"LNPEP"
"M9"	"TRHDE"	"MAST4"
"M9"	"TRHDE"	"ING3"
"M9"	"TRHDE"	"MIPEP"
"M9"	"TRHDE"	"CASC5"
"M9"	"TRHDE"	"OSTC"
"M9"	"TRHDE"	"UPF1"
"M9"	"TRHDE"	"SPTLC1"
"M9"	"TRHDE"	"AMPD2"
"M9"	"TRHDE"	"METTL20"
"M9"	"TRHDE"	"APOBEC3F"
"M9"	"TRHDE"	"EPHB3"
"M9"	"TRHDE"	"ATP6AP1"
"M9"	"TRHDE"	"CSHL1"
"M9"	"TRHDE"	"ANAPC13"
"M9"	"TRHDE"	"DPF3"
"M9"	"TRHDE"	"POLDIP3"
"M9"	"TRHDE"	"FUT10"
"M9"	"TRHDE"	"PRICKLE1"
"M9"	"TRHDE"	"AKAP10"
"M9"	"TRHDE"	"WDR25"
"M9"	"TRHDE"	"NUP88"
"M9"	"TRHDE"	"CILP"
"M9"	"TRHDE"	"LARP1"
"M9"	"TRHDE"	"NME7"
"M9"	"TRHDE"	"LHPP"
"M9"	"TRHDE"	"LPO"
"M9"	"TRHDE"	"G6PD"
"M9"	"TRHDE"	"CLNS1A"
"M9"	"TRHDE"	"YWHAG"
"M9"	"TRHDE"	"ZNF141"
"M9"	"TRHDE"	"C1orf111"
"M9"	"TRHDE"	"RUFY1"
"M9"	"TRHDE"	"ZNF706"
"M9"	"TRHDE"	"R3HDML"
"M9"	"TRHDE"	"EMC10"
"M9"	"TRHDE"	"TDGF1"
"M9"	"TRHDE"	"SUCLG2"
"M9"	"TRHDE"	"EVA1A"
"M9"	"TRHDE"	"IL1RAPL1"
"M9"	"TRHDE"	"MRPL20"
"M9"	"TRHDE"	"PIWIL2"
"M9"	"TRHDE"	"DMBT1"
"M9"	"TRHDE"	"NDFIP1"
"M9"	"TRHDE"	"VAC14"
"M9"	"TRHDE"	"ATHL1"
"M9"	"TRHDE"	"CARD11"
"M9"	"TRHDE"	"SERPINF1"
"M9"	"TRHDE"	"CYBB"
"M9"	"TRHDE"	"CYP27A1"
"M9"	"TRHDE"	"ADAM15"
"M9"	"TRHDE"	"NIPSNAP1"
"M9"	"TRHDE"	"KLHL1"
"M9"	"TRHDE"	"LBH"
"M9"	"TRHDE"	"MARC2"
"M9"	"TRHDE"	"ATAD3A"
"M9"	"TRHDE"	"ZC3H13"
"M9"	"TRHDE"	"FAHD1"
"M9"	"TRHDE"	"FAM3A"
"M9"	"TRHDE"	"TERF1"
"M9"	"TRHDE"	"TPT1"
"M9"	"TRHDE"	"SLC9A7"
"M9"	"TRHDE"	"FAM13B"
"M9"	"TRHDE"	"MARCH5"
"M9"	"TRHDE"	"WDR75"
"M9"	"TRHDE"	"UHRF1BP1"
"M9"	"TRHDE"	"C1orf52"
"M9"	"TRHDE"	"PTCH2"
"M9"	"TRHDE"	"BTBD9"
"M9"	"TRHDE"	"PSMD4"
"M9"	"TRHDE"	"ULK3"
"M9"	"TRHDE"	"PITHD1"
"M9"	"TRHDE"	"CLDN5"
"M9"	"TRHDE"	"F2RL2"
"M9"	"TRHDE"	"LGMN"
"M9"	"TRHDE"	"TRIP6"
"M9"	"TRHDE"	"CPLX2"
"M9"	"TRHDE"	"HERC1"
"M9"	"TRHDE"	"KIAA1715"
"M9"	"TRHDE"	"CES3"
"M9"	"TRHDE"	"COL4A2"
"M9"	"TRHDE"	"MTNR1A"
"M9"	"TRHDE"	"KIAA0196"
"M9"	"TRHDE"	"NAGK"
"M9"	"TRHDE"	"SCIMP"
"M9"	"TRHDE"	"PTPMT1"
"M9"	"TRHDE"	"VPS26B"
"M9"	"TRHDE"	"SUV420H1"
"M9"	"TRHDE"	"ACKR4"
"M9"	"TRHDE"	"FMO3"
"M9"	"TRHDE"	"TRIP12"
"M9"	"TRHDE"	"THBS2"
"M9"	"TRHDE"	"PLD4"
"M9"	"TRHDE"	"PASD1"
"M9"	"TRHDE"	"MED13L"
"M9"	"TRHDE"	"SYTL2"
"M9"	"TRHDE"	"CRTC1"
"M9"	"TRHDE"	"TMEM246"
"M9"	"TRHDE"	"AKNA"
"M9"	"TRHDE"	"PNMA2"
"M9"	"TRHDE"	"MDH2"
"M9"	"TRHDE"	"ATP6V0C"
"M9"	"TRHDE"	"SRP9"
"M9"	"TRHDE"	"EIF3K"
"M9"	"TRHDE"	"NHLRC1"
"M9"	"TRHDE"	"POLA1"
"M9"	"TRHDE"	"MYH3"
"M9"	"TRHDE"	"ABCD4"
"M9"	"TRHDE"	"TMEM216"
"M9"	"TRHDE"	"HCLS1"
"M9"	"TRHDE"	"KDM4D"
"M9"	"TRHDE"	"EVA1C"
"M9"	"TRHDE"	"TRAIP"
"M9"	"TRHDE"	"ATP6V1C1"
"M9"	"TRHDE"	"ZNHIT2"
"M9"	"TRHDE"	"LRRFIP2"
"M9"	"TRHDE"	"THRB"
"M9"	"TRHDE"	"BMI1"
"M9"	"TRHDE"	"NDUFV1"
"M9"	"TRHDE"	"MED8"
"M9"	"TRHDE"	"ITPKA"
"M9"	"TRHDE"	"PAPD7"
"M9"	"TRHDE"	"EEFSEC"
"M9"	"TRHDE"	"GIMAP4"
"M9"	"TRHDE"	"UNC5B"
"M9"	"TRHDE"	"HIC2"
"M9"	"TRHDE"	"CYFIP2"
"M9"	"TRHDE"	"PLLP"
"M9"	"TRHDE"	"CLGN"
"M9"	"TRHDE"	"PYDC1"
"M9"	"TRHDE"	"TAF4"
"M9"	"TRHDE"	"ERBB2IP"
"M9"	"TRHDE"	"SIGMAR1"
"M9"	"TRHDE"	"ABCA13"
"M9"	"TRHDE"	"ETHE1"
"M9"	"TRHDE"	"TUB"
"M9"	"TRHDE"	"LRCH3"
"M9"	"TRHDE"	"EDA"
"M9"	"TRHDE"	"SFT2D3"
"M9"	"TRHDE"	"AKAP8L"
"M9"	"TRHDE"	"LRIG3"
"M9"	"TRHDE"	"OSBPL10"
"M9"	"TRHDE"	"C15orf43"
"M9"	"TRHDE"	"MOB3C"
"M9"	"TRHDE"	"SUN2"
"M9"	"TRHDE"	"TACO1"
"M9"	"TRHDE"	"RCL1"
"M9"	"TRHDE"	"TOPBP1"
"M9"	"TRHDE"	"CARD14"
"M9"	"TRHDE"	"NXPE4"
"M9"	"TRHDE"	"HIST1H2AA"
"M9"	"TRHDE"	"C2CD3"
"M9"	"TRHDE"	"ZMYM1"
"M9"	"TRHDE"	"ICMT"
"M9"	"TRHDE"	"CABYR"
"M9"	"TRHDE"	"USP53"
"M9"	"TRHDE"	"GID8"
"M9"	"TRHDE"	"KCNB1"
"M9"	"TRHDE"	"MRPL52"
"M9"	"TRHDE"	"EIF3G"
"M9"	"TRHDE"	"HLA-DMB"
"M9"	"TRHDE"	"ADCY10"
"M9"	"TRHDE"	"ORC2"
"M9"	"TRHDE"	"PABPN1L"
"M9"	"TRHDE"	"TNFSF15"
"M9"	"TRHDE"	"CES1"
"M9"	"TRHDE"	"ACTL7A"
"M9"	"TRHDE"	"PAG1"
"M9"	"TRHDE"	"PEX6"
"M9"	"TRHDE"	"SLC25A21"
"M9"	"TRHDE"	"CRIP1"
"M9"	"TRHDE"	"SIRT5"
"M9"	"TRHDE"	"PDCL"
"M9"	"TRHDE"	"MAPKAP1"
"M9"	"TRHDE"	"GGA1"
"M9"	"TRHDE"	"CNPPD1"
"M9"	"TRHDE"	"FBXW4"
"M9"	"TRHDE"	"ASF1A"
"M9"	"TRHDE"	"KRT18"
"M9"	"TRHDE"	"CHMP1A"
"M9"	"TRHDE"	"RMND5B"
"M9"	"TRHDE"	"PKDREJ"
"M9"	"TRHDE"	"GATA3"
"M9"	"TRHDE"	"SLC25A51"
"M9"	"TRHDE"	"WDR73"
"M9"	"TRHDE"	"PDCD2"
"M9"	"TRHDE"	"SLC35A2"
"M9"	"IL17B"	"KRT31"
"M9"	"USP22"	"P2RY1"
"M9"	"CD59"	"PDLIM3"
"M9"	"TESK2"	"ALDH1A1"
"M9"	"CDK19"	"CABP1"
"M9"	"PHACTR4"	"PDLIM3"
"M9"	"PCNT"	"GRIA4"
"M9"	"BTBD3"	"SPHKAP"
"M9"	"POLR1D"	"TLX3"
"M9"	"TROAP"	"SPHKAP"
"M9"	"DMPK"	"SLC44A3"
"M9"	"SENP7"	"HAP1"
"M9"	"LRPAP1"	"SLIT1"
"M9"	"CSMD1"	"ERBB2"
"M9"	"CSMD1"	"DHX15"
"M9"	"CSMD1"	"PRKAB2"
"M9"	"CSMD1"	"PTP4A1"
"M9"	"CSMD1"	"RUVBL2"
"M9"	"CSMD1"	"EPHA7"
"M9"	"CSMD1"	"WSB2"
"M9"	"CSMD1"	"UBE2D4"
"M9"	"CSMD1"	"COPS3"
"M9"	"CSMD1"	"SMARCE1"
"M9"	"CSMD1"	"ZNF566"
"M9"	"CSMD1"	"SH3RF3"
"M9"	"CSMD1"	"TOP2B"
"M9"	"CSMD1"	"STAP2"
"M9"	"CSMD1"	"RPL18"
"M9"	"CSMD1"	"MAPRE3"
"M9"	"CSMD1"	"HECW1"
"M9"	"CSMD1"	"SCN1A"
"M9"	"CSMD1"	"TGM3"
"M9"	"CSMD1"	"FOLR3"
"M9"	"CSMD1"	"ZFP91"
"M9"	"CSMD1"	"RELA"
"M9"	"CSMD1"	"MUC6"
"M9"	"CSMD1"	"PSEN1"
"M9"	"CSMD1"	"SNAPC2"
"M9"	"CSMD1"	"NOSTRIN"
"M9"	"CSMD1"	"GPR153"
"M9"	"CSMD1"	"ROR2"
"M9"	"CSMD1"	"PANX2"
"M9"	"CSMD1"	"COQ7"
"M9"	"CSMD1"	"APOBEC3F"
"M9"	"CSMD1"	"EPHB3"
"M9"	"CSMD1"	"CSHL1"
"M9"	"CSMD1"	"FUT10"
"M9"	"CSMD1"	"PRICKLE1"
"M9"	"CSMD1"	"SRY"
"M9"	"CSMD1"	"EVPL"
"M9"	"CSMD1"	"NUP88"
"M9"	"CSMD1"	"NRIP3"
"M9"	"CSMD1"	"TCL1B"
"M9"	"CSMD1"	"ATG16L2"
"M9"	"CSMD1"	"ACTG1"
"M9"	"CSMD1"	"NPEPPS"
"M9"	"CSMD1"	"CILP"
"M9"	"CSMD1"	"OR8H2"
"M9"	"CSMD1"	"INCA1"
"M9"	"CSMD1"	"C9orf114"
"M9"	"CSMD1"	"SBSN"
"M9"	"CSMD1"	"TACC1"
"M9"	"CSMD1"	"ANXA5"
"M9"	"CSMD1"	"CAPSL"
"M9"	"CSMD1"	"MFSD5"
"M9"	"CSMD1"	"GOLIM4"
"M9"	"CSMD1"	"C1orf35"
"M9"	"CSMD1"	"JAK2"
"M9"	"CSMD1"	"DOK7"
"M9"	"CSMD1"	"ATPAF2"
"M9"	"CSMD1"	"AK3"
"M9"	"CSMD1"	"FAR2"
"M9"	"CSMD1"	"L3MBTL4"
"M9"	"CSMD1"	"DMP1"
"M9"	"CSMD1"	"NUDT19"
"M9"	"CSMD1"	"LARP1"
"M9"	"CSMD1"	"POLR3F"
"M9"	"CSMD1"	"OR4S2"
"M9"	"CSMD1"	"NME7"
"M9"	"CSMD1"	"GABPB1"
"M9"	"CSMD1"	"LHPP"
"M9"	"CSMD1"	"PRAF2"
"M9"	"CSMD1"	"SOX13"
"M9"	"CSMD1"	"USP51"
"M9"	"CSMD1"	"GHITM"
"M9"	"CSMD1"	"WNK3"
"M9"	"CSMD1"	"GABARAP"
"M9"	"CSMD1"	"GCN1L1"
"M9"	"CSMD1"	"GUCY2C"
"M9"	"CSMD1"	"PXDNL"
"M9"	"CSMD1"	"ROS1"
"M9"	"CSMD1"	"SPATS2"
"M9"	"CSMD1"	"PRKD2"
"M9"	"CSMD1"	"SNX10"
"M9"	"CSMD1"	"MBOAT7"
"M9"	"CSMD1"	"LPO"
"M9"	"CSMD1"	"SUPT20H"
"M9"	"CSMD1"	"TPGS1"
"M9"	"CSMD1"	"RYR2"
"M9"	"CSMD1"	"G6PD"
"M9"	"CSMD1"	"TRIM56"
"M9"	"CSMD1"	"ATP8B2"
"M9"	"CSMD1"	"ZNF205"
"M9"	"CSMD1"	"NTHL1"
"M9"	"CSMD1"	"PAGR1"
"M9"	"CSMD1"	"CCND2"
"M9"	"CSMD1"	"HEG1"
"M9"	"CSMD1"	"CNN3"
"M9"	"CSMD1"	"DMRTC2"
"M9"	"CSMD1"	"RBPMS"
"M9"	"CSMD1"	"SERPINA5"
"M9"	"CSMD1"	"CDC73"
"M9"	"CSMD1"	"HLA-DPA1"
"M9"	"CSMD1"	"PNKP"
"M9"	"CSMD1"	"UHRF1BP1"
"M9"	"CSMD1"	"MTNR1A"
"M9"	"CSMD1"	"EIF3B"
"M9"	"CSMD1"	"RNASEH2A"
"M9"	"CSMD1"	"RSPO3"
"M9"	"CSMD1"	"QPRT"
"M9"	"CSMD1"	"PAQR7"
"M9"	"CSMD1"	"TFE3"
"M9"	"CSMD1"	"CHRNA7"
"M9"	"CSMD1"	"SIGLEC9"
"M9"	"CSMD1"	"SULT1E1"
"M9"	"CSMD1"	"SPC24"
"M9"	"CSMD1"	"NR1D2"
"M9"	"CSMD1"	"CHGB"
"M9"	"CSMD1"	"SATB1"
"M9"	"CSMD1"	"GABARAPL1"
"M9"	"CSMD1"	"KDM8"
"M9"	"CSMD1"	"SCAMP4"
"M9"	"CSMD1"	"GYPA"
"M9"	"CSMD1"	"ABHD6"
"M9"	"CSMD1"	"H6PD"
"M9"	"CSMD1"	"NOV"
"M9"	"CEP97"	"BCHE"
"M9"	"SLC3A2"	"CABP1"
"M9"	"RIMS4"	"TLX3"
"M9"	"RIMS4"	"CABP1"
"M9"	"RIMS4"	"ALDH1A1"
"M9"	"RIMS4"	"B3GALT2"
"M9"	"ACKR3"	"SOHLH2"
"M9"	"TRO"	"CABP1"
"M9"	"TUBA1C"	"CHRNB4"
"M9"	"TUBA1C"	"SOHLH2"
"M9"	"AATF"	"CABP1"
"M9"	"TRAPPC5"	"UNC5C"
"M9"	"BCHE"	"MUSTN1"
"M9"	"BCHE"	"MPPED1"
"M9"	"BCHE"	"PTP4A1"
"M9"	"BCHE"	"CTBS"
"M9"	"BCHE"	"ZNF408"
"M9"	"BCHE"	"VTN"
"M9"	"BCHE"	"ARF6"
"M9"	"BCHE"	"SLC12A4"
"M9"	"BCHE"	"ASGR2"
"M9"	"BCHE"	"REN"
"M9"	"BCHE"	"ARHGAP23"
"M9"	"BCHE"	"KIF3B"
"M9"	"BCHE"	"CDKN1A"
"M9"	"BCHE"	"PIM2"
"M9"	"BCHE"	"PPP1R2"
"M9"	"BCHE"	"EXOC7"
"M9"	"BCHE"	"GPR12"
"M9"	"BCHE"	"KCNE1"
"M9"	"BCHE"	"GTF2F1"
"M9"	"BCHE"	"EFTUD2"
"M9"	"BCHE"	"FADS2"
"M9"	"BCHE"	"MAST4"
"M9"	"BCHE"	"HSF4"
"M9"	"BCHE"	"FUCA2"
"M9"	"BCHE"	"WDR44"
"M9"	"BCHE"	"KIF26B"
"M9"	"BCHE"	"USP15"
"M9"	"BCHE"	"GSTCD"
"M9"	"BCHE"	"PRIM1"
"M9"	"BCHE"	"ZDHHC23"
"M9"	"BCHE"	"ORMDL2"
"M9"	"BCHE"	"ABHD17B"
"M9"	"BCHE"	"MPST"
"M9"	"BCHE"	"MAGEB1"
"M9"	"BCHE"	"CRYBB1"
"M9"	"BCHE"	"MTOR"
"M9"	"BCHE"	"REXO1"
"M9"	"BCHE"	"RPL30"
"M9"	"BCHE"	"TOM1L2"
"M9"	"BCHE"	"CTNNBIP1"
"M9"	"BCHE"	"HSPB8"
"M9"	"BCHE"	"CYP27A1"
"M9"	"BCHE"	"CHN1"
"M9"	"BCHE"	"CTSL"
"M9"	"BCHE"	"IMPA1"
"M9"	"ACAD11"	"CABP1"
"M9"	"N4BP2"	"CHRNB4"
"M9"	"CEP250"	"PPP1R17"
"M9"	"HPRT1"	"TLX3"
"M9"	"HPRT1"	"GRIA4"
"M9"	"HPRT1"	"CABP1"
"M9"	"HPRT1"	"IRX1"
"M9"	"HPRT1"	"SOHLH2"
"M9"	"HPRT1"	"PDE1A"
"M9"	"TCF21"	"KRT31"
"M9"	"CCDC42"	"CHRNA1"
"M9"	"KDM5A"	"SLC44A3"
