pathway_description	BS_B1C6GZ84	BS_W4DB5RP1	BS_EZ3147MX	BS_GW0GKWMS	BS_2A5R9MEJ	BS_5965SFPZ	BS_9FX3YREK	BS_XG0DBWVT	BS_MDBT7S5Z	BS_MB7WN0ZB	BS_3MS8WVNR	BS_52MPKTJH	BS_PQVTB6BB	BS_TXZ7KHTQ	BS_TGS109T3	BS_YEW22W35	BS_JVW2JJ39	BS_052PZFMK	BS_5P1TN10Z	BS_B4R7X1KE	BS_T9A8JJW5	BS_RJC3WDD6	BS_WBVSK3MP	BS_FKASA3MN	BS_JJVH7WR0	BS_AWH9757B	BS_FEV5A0HN	BS_FX2P2WEG	BS_DS438CXE	BS_45J79YTF	BS_X4X1SFSE	BS_V3Z3DB4N	BS_TVH33J9Q	BS_SY3J3XR9	BS_WQ1YRTAT	BS_MG78HQDM	BS_G5NHSFD4	BS_F9Y4Z92G	BS_D6J2BGDJ	BS_MD0937XT	BS_M0XGZ53Z	BS_JTWNJ8T7	BS_JQXHHK0K	BS_M0QYNVK8	BS_8PNA0V6R
KEGG_DILATED_CARDIOMYOPATHY	2060.255876508425	2607.0281084962444	1542.243066000161	2353.935890784649	2004.4454174377297	2418.987271860229	2491.8811883150047	2493.057602304132	1963.475742452525	2221.1181443277765	1615.1857100394482	2350.124766886729	2129.165493624698	1910.7562883573974	2421.3316335736617	1996.6582386359387	1675.9404769482117	2108.9343844654777	1344.2701160999804	1521.7570694265523	2364.0626902718686	1655.9957806638122	1465.9166274628478	1186.132764583932	1613.8891652229977	2600.6671457233133	2458.9601553210396	2602.612650506666	1608.5930225526408	2114.4137713829496	2406.1894971508555	2242.4945675214294	1957.377614597519	2412.2216217047007	2226.6749668990487	1630.1903280661354	1841.2523724767543	2742.2478486688105	2408.454033922144	1986.9953772829977	2378.9897274063933	2694.5939733169707	2264.63703076174	1547.6837425435351	2030.778579609172
KEGG_DNA_REPLICATION	3535.568621267086	721.2480937967412	1790.9107883270226	1136.5976570131315	2299.026553478785	1026.1793890767676	1111.1185242835782	2313.7717706668336	2721.060448755681	2793.241711421686	3298.9205432946947	911.8162705211562	2222.1512793605925	1643.3877070994895	2249.122060530128	4273.631920559956	3977.7208517221734	3898.3093135839626	3908.2801101311416	2651.2953625933897	2349.3542321352325	1948.1836559984586	2979.434260683074	3367.492288667656	2774.7512604556778	2251.3106045117147	2500.9135918098727	2034.1014779480138	2599.763027969868	2515.5337106228635	1546.978162609148	2703.550982095032	2729.265831411849	902.7056494269164	2284.1361376447785	3377.953347120905	3113.7810260294445	674.4220965791083	905.4372724907371	3585.252775467832	2282.1045083096797	877.7091257171687	2758.633703700092	3300.851560937821	1285.8866115828187
KEGG_DORSO_VENTRAL_AXIS_FORMATION	4481.8544306023305	4623.548414453746	4298.175475397722	4549.421763185772	3956.00910511851	4188.444905680222	4437.760942400262	4486.599038047745	4052.1002745537735	4183.494802040657	4553.225196261357	3799.502444259242	4385.5129369342685	4130.566875124694	4387.428806238258	4127.421383019204	3654.121415346066	3536.7560115874403	4626.926680411838	3603.8022899638927	4683.76909227533	4043.172650304281	3864.3453902321926	3817.0193201917627	3992.1392070575093	4569.544349529529	4051.175936447111	4141.819367909084	4171.488460710676	4048.3288531116923	4522.650815028779	4382.716110252517	3943.165248781961	4064.595789243607	3934.9136585337274	4043.960097306839	4473.710848436354	4544.483561258436	4341.844860344787	4184.788585423301	4199.579750176834	4483.657747281441	4029.0906422224325	4391.267714351541	4847.749207687246
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	-4153.152508816279	-3840.794629870099	-3395.9474624418	-3170.5921218844724	-3419.1186756038514	-2799.387656886309	-3099.886363558955	-3964.135037552028	-3452.6752387542683	-3891.444512475863	-3282.104173117221	-4054.371175671211	-3562.863644654067	-3123.2221212992254	-3615.340909361744	-3586.0443784489744	-4007.9595120413132	-3825.1634279958416	-3673.878549183045	-3646.974486347194	-3781.294897032998	-3901.4724594951394	-3516.245241181081	-3938.3606622049856	-4010.278220122842	-3967.3682757444403	-3732.078295574669	-3974.1052031527215	-3818.214000865877	-4045.0241019622226	-3225.0297779795437	-3448.673681432394	-4120.547422934989	-3617.2338044146327	-3803.2924013130396	-4245.69441106547	-4005.8065378286665	-3536.189585152226	-3342.1254758530304	-3573.0754321642653	-4119.368317506143	-3524.579221810499	-3915.1203867267805	-3951.6893522236405	-3792.6151689869494
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	-2877.400734171183	-2758.3992976981635	-2494.066854213127	-3141.301246025223	-2702.0905177266395	-3322.55091143385	-2965.421619779012	-2765.641536755883	-2924.9586651748223	-2582.3822520604817	-2850.4186307080763	-2777.2000394918214	-2901.9618759429877	-2810.879872003513	-2824.576278262981	-2740.7304183721863	-2360.9979429640352	-2655.7758899378377	-2849.753110210727	-2880.5049460006685	-2724.7551667656153	-2708.426935374988	-2715.670678495674	-3208.0606418184416	-2964.538722689138	-2871.298350240081	-2976.2275703449977	-2550.413268094332	-2601.984776260936	-3021.269812764772	-3201.698287600406	-3104.9251416517036	-3468.76823395014	-2960.69756744422	-2508.3045833573915	-3308.3501401851927	-2677.8943455581184	-2934.9182571217934	-3093.7815055013116	-2937.684258045585	-3172.284790555662	-2667.128358488816	-2738.247261815667	-2929.886404390193	-2911.3797742856123
KEGG_ECM_RECEPTOR_INTERACTION	2997.594723640561	3481.046675949083	1758.3420698359878	3220.1543814302877	2053.0152521666896	3149.4619252917655	2732.5185670584997	3791.4367304063435	3595.319600867837	3480.5888192635466	2116.614179901422	2477.7341200430055	3456.591577032077	3060.003107790835	3068.7789885959046	3096.2325358229646	2603.2644476941587	3446.1878069607155	1887.2338013344124	1951.8203288167624	3855.2961905275915	1334.7885883196795	2148.7471643847966	1829.9898681889972	1636.878508312151	3088.5545442330367	2389.952194054218	2989.6912371893195	2739.188643139494	2679.5627251578117	2670.8442291495903	1912.45532561467	2370.3347825909805	2816.743923840653	1449.5397627627062	1808.8180580531025	2162.667435106696	2397.6920466744396	2872.6106307872215	3235.6263355010033	2908.943091342466	1852.4572238870915	2587.388342741462	1988.001486358804	2197.0409028604845
KEGG_ENDOCYTOSIS	4127.802479577047	4279.054246329599	4238.277160786041	4294.76150078389	4236.9941010717575	4276.445023834225	4179.7862841912265	4067.3152494883725	4074.1352751720133	3973.9822396433483	4246.892560126822	4491.750819366382	4321.353040331818	4012.1799423625034	4280.371650584688	4287.299378659605	4059.256365705558	3859.1901200375833	3885.660108667922	3989.7313590474514	3897.516683956026	3952.6594439947203	3655.594003226339	3325.1632971043928	3545.4769045952726	4469.265514600271	4551.676644607227	4309.0346703791565	3867.7056157546704	4036.9558299010896	4429.049492934006	4351.590166250795	3631.038017669225	3820.0135975732683	4005.697544199391	3428.43846554019	4145.100961231981	4511.362790388244	3972.3322020639407	3428.451679056092	3663.1245378761905	4215.6582977979615	4009.3965450366995	3871.17607336563	4338.864598197535
KEGG_ENDOMETRIAL_CANCER	5373.137386321228	5201.973434877296	5415.1920140231905	5128.745208026559	5340.549937847469	5456.053009265041	5523.324972269265	5362.286152119128	5318.476264709363	4982.2780353913895	5608.52451140616	4844.032560113676	5405.32891810539	5425.910533982735	5316.756512311864	5116.902110504912	4940.936839306914	4694.277406624267	5036.281283540122	5396.6950197415645	5001.538469807994	5182.110125282037	5132.9345195460155	4600.011036356262	4767.206471843068	5359.303507259276	4918.410435992779	5029.686743171664	5602.046186099216	5157.989636003098	4883.578326369583	5244.431117828457	4815.916951505424	5464.06491923081	4410.682555098227	4511.011145070863	5075.8202305819505	5218.455258210417	5217.445377554433	5144.242392785578	4842.303719752221	4460.320141381893	4549.889572288546	5497.646991639202	5630.620085998142
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	3227.632787352597	3071.8542158227756	3663.2457561292686	3515.0831449648467	3416.833392401395	3267.650453916218	3215.010249178318	3481.2638183545696	3296.516094590068	3615.922663991354	3396.7706627326334	3759.536131852763	3319.4270932035597	3551.488109679789	3522.235208964372	3201.368830402016	3361.735830636211	3211.492778875012	3313.6947605976966	3743.8860764916863	3646.471623144127	3133.439275414903	3040.587590469211	2803.4302134755544	2947.442158441956	3720.1859198651	3137.171268791022	3851.348664172703	3458.058088946478	3649.069364166253	3636.683446061943	3593.7444114331884	3300.734956946715	3156.176500766198	2946.38441862774	2890.927714940419	3337.601347893411	4038.6148384545904	3386.102619891095	2996.7121855625082	3043.2994577166864	3423.2089969934314	3583.915723736285	3220.990062710951	3783.8117828325594
KEGG_ERBB_SIGNALING_PATHWAY	4398.525224091314	4530.261555778183	4408.472358986808	4452.848220194162	4511.948877055915	4160.146108842873	4505.457824820598	4364.466969261577	4264.011454466294	4334.770166895618	4364.4620784682265	4536.446592409209	4376.344825559079	4335.544719786985	4512.103774816302	4183.269308559016	4205.53198281689	3821.6823768955783	4066.319463426282	4489.13494607947	4234.440241655586	4254.413417679314	4099.554393806766	3853.1047015650092	3946.4181120387148	4855.5726707231115	4929.248120690538	4610.481503239442	3740.8604917219564	4688.868658912836	4481.722048978398	4462.379573631768	4121.003126000383	4046.7302967002033	4541.074240048532	4100.579456245732	4269.357368662941	4753.739948734496	4379.536275626417	3940.194216694428	4041.6411494110325	4589.396146737397	4137.566901389235	3977.8219990901125	4165.330950695357
KEGG_ETHER_LIPID_METABOLISM	-310.63568428308645	-290.1141869574258	425.9453426742748	1115.6391658676039	347.56898389954586	670.3718802460571	585.3220499608506	-300.51571857294766	290.2474745756499	-43.060648422637314	563.9665092881878	296.51085928940665	-249.36844001139616	793.1462162483422	-127.10989964089094	-103.83673787962653	-785.6700446761661	-378.25778724026895	-515.459861636371	-22.367071405673414	-191.18007727346048	-382.28688733019044	-355.40036166217214	-510.30385307052893	79.59589650378439	-48.75722786586448	-46.44576204688201	-289.1091382401246	-328.8126089059333	178.6172120608917	99.68213004745849	258.690291356339	-199.62552752026022	478.8258713123887	-207.16007196392457	-344.99466196202775	-29.033317326988254	-179.7002409426841	311.5603402562592	-564.5663816573524	-140.86899326061757	-158.0772166689003	-582.168607862237	-271.883759278684	170.76214722906116
KEGG_FATTY_ACID_METABOLISM	2132.106597621212	1378.3560128393747	2751.4736758026575	2378.921822662678	2687.4079504303772	2901.3653100219035	2613.7808182115423	2018.7888961065528	2186.1284729112285	2054.939533274048	2435.2395648166694	1909.044597954311	2533.808131336018	3264.1871874934113	2328.7822241016474	2893.244105061356	1509.3637863065032	2384.314649001595	2067.969417854649	2562.2706474668466	1962.0263134411598	1761.7900631768352	2028.6174417020993	1825.72126966647	1674.6771316977756	2259.911345875891	2112.899650221858	1964.3556569955745	2335.2906198582914	1899.145367549212	3153.098866340115	2377.2570806848234	1872.9661058495076	2175.2207608071676	1683.198381800572	1731.2894045777684	2343.8283726821173	1792.3623907252058	2123.92321309663	2072.9387950881755	1895.5365913050628	2008.115426890934	2221.4637448946505	2609.082050896006	2607.9430869620373
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	1953.7292405782991	1841.1523365535704	2354.207084560341	2214.6576878207907	2030.5452552542865	1836.6828806282938	2074.3047892826053	1930.3958677559003	1555.7827322777703	2040.382157154214	2107.496545223743	2364.1303431280867	1576.5859565652463	2009.1946333973829	2133.3298477012686	1872.2283946865482	1669.8124869975709	1548.4902904370083	1687.577677351579	1994.8275478885425	2127.970887109537	1996.4425874674635	1996.5594261924289	1676.0280524948048	2015.284802539978	2181.4449961895352	2185.126322298598	2662.640264404052	1847.3492259492778	2053.1421344022983	2167.3633849787566	2407.0934802440206	1964.8018893815006	2119.5235753132347	2167.9308246411583	1644.3800464922551	2333.2227756740103	2190.1367479092805	2303.4342279940374	1686.4272584159953	1901.8760582427676	2228.0930265933257	2095.334007302541	1581.3558841337963	2219.0508872771916
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	4163.911561671728	3846.3139859662388	4546.664073819698	4378.466784850418	3957.172958017276	4039.190179687821	4008.1536073179086	4138.572554859304	3572.5644129275042	4071.378141949146	4058.482205941382	4294.989810331774	3765.73283306377	3972.961275412814	4270.9633666465525	3979.2177768279726	3491.9606557990883	3601.273355864574	3457.9410547644547	3970.9248169709626	4236.810928679875	3643.1031565662797	3546.5630737081665	3170.437645487942	3721.79209414893	4266.927820106059	4110.765607730435	4835.13831835294	3749.0867327588167	3880.5804398826494	4267.050026420782	4443.692816045104	3884.036994012933	4026.124332816962	3414.937429745967	3310.869146536801	4109.839211889086	4211.905686128246	4156.83435525001	3538.7461760148162	3627.450115784448	3801.9654441054463	4137.517540247563	3606.3232594110796	4103.71753450259
KEGG_FOCAL_ADHESION	4262.813259449229	4301.128384977041	3755.892228913235	4253.902093580531	3664.633029340004	4043.0969786496207	3950.3782591230756	4659.595133826728	4290.777030717667	4447.942630048425	3890.215350274213	3636.109124850962	4305.581478000229	4200.08309460569	4300.379548731031	3875.3193175294164	4014.2236386842505	4099.530502053545	3624.7369266082915	3594.3279817014845	4658.191744696682	3339.7144302878896	3537.871247146679	3361.1569212482427	3526.4341783444743	4278.173640705578	3909.32471117354	4382.10242936901	3862.0577760778106	4022.0618415509507	4017.539986020567	3723.5230037275032	3861.5234027856895	3782.969903911473	3099.236770154039	3157.029407073278	3722.3893867922743	4009.3452133084484	4096.813177496446	3955.486511532232	4029.43145103409	3566.395355271243	3717.795872368224	3419.6367897247947	3920.032865555544
KEGG_FOLATE_BIOSYNTHESIS	146.05925240131728	18.077836976122853	409.9144417000989	-241.8594150056815	-58.28008741465601	-141.66191808738768	-839.3980551419681	-409.0368171336959	660.7767601971082	-1252.5363574417406	186.5525829683629	-468.66908479183076	-97.64161339201382	-317.68552921799346	-152.78339069073445	346.3337409237738	-543.3579185726812	294.0572166344391	-176.49086895762048	34.92516398279986	-490.88355649671576	-775.4976474732503	-482.79793257275196	-296.49507028140215	-290.2672671442615	-789.3490373799323	57.90017406986226	-1215.1155972236265	-926.0109344605062	25.3597295462514	-714.4246953418096	-536.1778574849068	-394.34518602546814	-244.88361569427434	-908.6546445798285	208.53332119045444	-476.35142387263295	-887.1708852306201	-804.8728136392965	-914.9226346246523	-399.598436004675	-1300.4038625108078	-1167.8731656151595	-728.7570544259524	205.10391315713423
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	3150.0259426628545	2562.687328911501	2635.286134484042	2864.3415741915906	2541.754911842596	2982.207977518792	2720.883745214258	3344.7329583372557	3035.788264733519	2737.31772922068	2724.275557459381	2848.36478941343	3079.3160905894038	2945.542568705534	2475.4710696039856	2836.7451321030603	3587.145201354764	2779.708889092646	2521.805360361699	2893.042535046434	2548.4269680120415	2293.349092960745	2183.094531172359	1084.9866710499427	2310.8555233339466	2984.483485466393	2598.424036020735	2706.518301094997	2101.7816156628523	2268.8502437028637	3013.8127390632053	2777.895033267152	1707.9918606772299	2871.970505435296	2288.32764624256	1987.378091687453	2534.9653318748624	2893.793554442831	2347.493389401263	2162.8650412153056	2369.7091814839077	2262.371863748207	2686.496105895312	2533.140302993841	3189.135718409154
KEGG_GALACTOSE_METABOLISM	1762.8467429685697	1716.9106196388202	1521.118284339731	1944.3695550179855	1527.88027042851	1633.9188650903288	1480.0500663875937	2372.849307554816	1493.1977210575187	2247.4702003537313	1632.747774253001	1872.0349845472174	1670.0864675622015	2016.3362306134059	2025.6519664588159	2082.1015664481492	2421.970118362633	2540.3180949267407	1911.942093738333	1791.9917489278905	1844.0527313234252	993.2062872292099	1182.4475132098414	398.1259821389649	1089.639205053998	1404.5765944679479	1316.266894177841	2227.0361549202607	2196.0612588678796	1597.5698935094533	1675.5521833901275	1704.6835839983978	523.761689051833	1400.2048399868163	1351.772471660417	527.4692732722378	1359.1106170161802	1396.6739332620346	1536.3953083371798	820.4789694568517	984.0657659098324	1912.1046364351914	1521.2533228602788	1416.6043724513765	1927.420514990814
KEGG_GAP_JUNCTION	3924.6896993444043	4004.56581109101	3604.8465219053815	3954.040302803831	3902.8350973346514	3925.200281251942	3995.9502501054285	3719.370771734759	3721.6636414996337	3775.729023868491	4332.15112407249	3903.8356423771384	3505.5283707207873	3758.6442969582513	3747.0668149765697	3699.9907885218327	3193.0773511972184	3490.5238911740234	3329.2195876077403	3287.192533125375	3613.9136711575356	3537.1170050913242	3265.5852832022338	2946.803524772944	3352.0625225573476	4383.585246651835	4317.011012678155	3621.554187001586	3825.068658667031	3807.112743894293	4245.050677574076	4241.910644382206	3317.9607322259126	3566.916409040896	3681.9378860794877	3203.7244468953522	3941.2360674640713	4576.659338846248	3449.781393677329	3179.850489757584	3277.4579678282225	4016.507112314659	4004.9846676386787	3435.9944739370803	3731.869125973428
KEGG_GLIOMA	4870.086749034901	4501.144171198475	4841.759591433229	4954.450259681555	4246.299361381694	4673.28416062096	4572.3810006765525	4812.433806531702	4657.4030931756915	4778.667026647501	5077.541887658677	4305.389883017329	4487.9273624219495	4829.913318515197	5141.988786990039	4695.046719338925	4604.323901539623	4470.512921730042	4443.636224595832	4541.582542733302	4819.6077314621325	4622.704629611968	4372.742280635019	4175.897056597543	4885.60667178979	5424.478347953478	5081.510568631389	5424.598729224794	4734.819474885038	5090.738827287254	5197.781421416865	5213.799484576128	4886.195980581902	4558.757152586382	4095.852159454307	4575.1001647295125	4918.82971998058	4964.29422990167	4773.050163872107	4719.268222256644	4755.290968805039	4376.288401859312	4427.53619095306	4477.697199220216	4707.653614227114
KEGG_GLUTATHIONE_METABOLISM	1811.7880827650388	1043.237582000338	2154.8676221231344	2079.0678542249952	2091.1108202947125	2122.3058091226394	1944.2337123487232	1695.0755100776933	1949.9402955126643	1547.7736073258839	2220.18134183234	933.5954427104552	1666.0278976975442	1989.0621906744618	2113.094863570259	2017.6096156807762	1635.6094824445481	2084.739816839081	1959.2529996335234	2211.67992729881	1513.4762469122888	883.7852334293748	1349.6419928941505	840.511147899344	1029.4841150682496	1597.1977221395755	1690.533345122596	1693.3858779053899	1776.0027903996452	1402.6636155282722	1732.69184295169	2220.5981974716433	1092.9702178422722	793.0977556980924	1049.3703389322436	839.0132887950349	1466.7214023502838	1475.8380563714109	1665.4952118576293	1623.2582743926396	459.4357530046527	1230.2485546097469	1588.7745328337714	1949.7741019300047	1733.8224497128758
KEGG_GLYCEROLIPID_METABOLISM	1784.63309932849	2209.478899108364	2090.083675540058	2527.237649718403	2357.4980743038614	2611.303253136848	2464.3130584716782	2022.232369747886	2430.1783139180698	2193.6716464985093	2483.7822234838204	2383.5684480043055	2235.0910040364306	2674.6790159898646	2111.2086023187785	2563.384437909872	1172.3981563710513	2022.817232926851	2072.8337409775195	1991.7387288797945	1862.7234495466892	1271.6408668585536	1939.768253510183	1353.4144132939255	1583.7515758647078	1784.335110142667	2588.8600966222893	1666.7174488644323	1644.1214996822364	1947.6708770940622	2406.1897158790725	1877.4752218509038	1609.4957761716196	1841.4881234560435	2504.0946664048915	1740.265466818084	1888.744776407877	2082.285290169508	2270.2517909506914	2043.7262486966774	1637.4494920203597	2786.414339381943	1787.6726992869117	1975.2712551618624	1754.729620787517
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	1291.814794932945	1712.3836254478356	1821.5769592808447	2248.716839689825	1757.1387838888422	2040.234911640293	2036.3887639924142	1535.1798666304076	1724.5015957471987	1769.186487382227	1819.7764950480323	2358.1485323300785	1637.198709971377	2216.593581758947	1776.4133222701766	2011.3820194273012	1108.6708742863157	1741.4077693676318	1497.2433168230364	1626.597835346125	1446.1856816888903	1198.7078443184346	1361.8794864726551	961.4716505305278	1197.4191334206243	1605.072351521494	1913.4942235546005	1626.131075895999	1423.220404548474	1605.5421300882444	2035.229834493659	1751.034881241876	1214.3894579155694	1943.2206915619408	2282.811887852922	1193.398962512265	1581.8697986369843	2019.8821664705083	1796.7941471582526	1668.948365065784	1370.9808926246296	2316.344342309265	1334.4105717568327	1645.5148251338487	1513.0920964413526
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	475.4164870866971	382.8752979784531	569.3069214183979	800.979095511877	1001.2139096667252	1354.7407757848305	998.6872083691869	-169.24640978315983	443.1498959603232	-457.7361516054225	1429.3454881252383	711.2667487612252	339.69553266078583	2110.0175690819524	680.3462620263363	999.443087949614	798.5693905741282	579.5783811999863	408.28911181622243	999.3058629182542	-19.19462476453191	-58.633052865399804	489.1573127272695	-438.31485675941803	182.88811373713543	712.7269832976435	21.738517870740907	-113.6663725981507	799.0723070226977	257.14108212253996	1301.7526230390758	862.7403510664863	-591.584855148687	696.9865635085571	-639.4942402442466	-964.8729045987056	752.493760143434	378.6518241612448	604.417029553164	1339.9855135776688	-389.6963553113055	-158.83780322169514	14.302052059103517	1118.6631623522844	876.6371043204163
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	2223.2245801515546	1713.8312467158557	2064.9793764184196	2348.1076700267386	2073.071179156381	2342.755087471156	1980.183058677685	2227.91887976997	2184.104622288658	2211.934379550399	2326.58652364465	2081.220636303173	2181.463294385534	2637.495798791346	2276.2384230204407	2372.654710315752	2202.3832655312344	2583.4708717975045	2188.548905473044	2324.4982890385745	1994.3336374662194	1409.1392637250501	1650.7708611080197	1110.9201525710087	1786.428624567685	2120.0334753655734	1992.4613865602223	1883.6633039426742	2169.2639578300186	1822.4273560193233	2459.624456820089	2112.4573678935176	1430.9466719191514	1901.916841176686	1379.1817655094292	1325.5335084232156	1768.6430851274363	1922.8384406747082	1691.339277196128	1735.3066135918907	1669.2989088225368	1642.5404487244687	2155.6932302778678	1963.0706818551134	1986.4192012092044
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	3811.150462931153	4746.642141207416	3960.516269135742	4130.507502907525	3607.5999754819695	3985.468815663531	4429.832191938174	4046.584039924477	3852.9300143799646	4250.871423204331	3316.2604559387128	3247.6494579869923	4263.037443093437	4416.251490078361	4681.633253202637	3906.3611371430106	3946.6966739462787	2375.344341446773	2343.8121614259926	3373.38797313987	3132.0556273795246	3187.940566674921	2811.123264990125	2281.3358320784046	2553.9174106435585	3738.5413675987893	3618.6577797789832	4087.52258641196	4710.571231179067	3755.8817993748326	3285.7514512689086	3853.4160303762274	2934.987206068681	3541.77559637187	3389.5306339610215	2112.523017722442	3605.203094247645	3499.6207557262624	4061.9342243879855	3142.3297882014795	2989.3896487077945	3596.470346622378	2850.960011652058	4081.021505780065	4546.026036393594
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	2478.6946230710437	3224.7879618469397	2783.2983027949904	2610.748126660601	2823.290823555986	2985.3343673406143	2999.0433363020584	1971.5752318111572	2642.7606830233126	2251.5968492978445	2192.33158677714	2829.0761101134212	4007.957479911325	3324.2128230252347	3204.824457054863	2819.9334116324535	1673.1535236892869	1618.4251319591585	1393.0133746454103	1579.76617245731	1780.1847599888133	2601.8586107621613	1346.104144506653	2176.0315097254206	2358.640157764814	2932.9857299191644	2779.803698229289	2118.907640083611	3265.677681211626	2610.7803317006965	2769.283924244406	2543.010583092897	1865.332419661161	2323.0312167804914	2178.6942061812388	1560.5180860951605	2510.132633293355	3407.903408156668	2207.3274076910748	2247.76837170175	1715.969055806714	2156.174389760001	2304.3672275639965	2688.8756223521377	2595.822269173126
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	2245.8829882099344	3043.577839980715	2255.2856212668557	2984.3789544172214	2093.8202227840866	3278.10669078896	2836.918817664353	2839.759526249685	2929.398379875938	2514.438372378967	2856.3331202710815	2835.078995874159	2988.15730673313	3041.2289105852506	3609.8749091758073	2897.3034345657925	1327.5742376542512	2029.244893414665	1559.9938165424264	3033.2893254689407	2332.322187517886	1391.1074141878235	1621.0713168928196	611.7564168833233	1000.97591312441	3267.3723665195103	2858.4549631009304	2526.5925163756456	3283.509621321031	1718.484131906538	2753.9498642599883	2525.10718602234	1149.330617331132	2057.4512601214465	910.9788912270214	606.0693751147719	2302.0595012959	3397.9458217018982	2022.1909810480047	880.8477657920776	1460.2060672443677	2347.183968224621	1782.6660526021424	1588.7281400621687	2085.2654028371326
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	515.1902228099079	1230.379174728172	744.8841906790894	1791.0635017427303	999.7163370774779	981.3164388386958	1604.9533781491427	1807.596993315101	1543.6606748896047	1181.5920009035544	1374.5432362854335	1307.5381152571208	2217.9516725873436	1098.533389274462	1116.4307069235401	1478.86377230564	1158.6680165551898	2232.5498952540966	1128.0403319686557	1102.5004357258276	2250.51167357745	1734.5829571629602	1065.1691636788346	947.0562271150375	1943.0933430630794	901.4026475542341	874.3673535609014	2298.186776286355	2757.1232519990735	1699.2487682482442	577.3811907934087	880.8271859019387	553.097479867829	1860.399629690457	1339.3543821623898	199.33828332640041	1568.1473214427297	670.1231467296366	1759.5629565863837	1338.079038603295	558.4054819784942	1561.9903587479494	717.284173798922	1240.338688152151	1742.84834094902
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	2702.5999564056947	3158.7275062750323	1531.635770058845	3448.1659759842278	2719.7084594151474	2187.869691117199	2222.6009627733038	3405.4454070024494	2714.254237439098	3206.0715356904457	2537.7141888061815	4079.401931117962	2598.523844714664	3185.7039156348637	3764.4361470977965	2496.1581355598883	2045.0980476993827	3410.816547838871	2854.483293031417	2750.666903165602	3419.881943967597	2166.263714326331	2842.2917310092544	2178.6562132158288	2310.0940282849406	3234.6762356140443	3149.2725635821025	3663.2550093359696	4551.497644751389	3110.7832472437167	3127.5174846659156	3070.461463918973	3335.7005952363197	2650.7275156460037	3284.4139220803518	2728.4020153296606	3188.4169522790107	3849.829788667659	3890.1367415398527	2190.0984792022136	2898.6192983538094	3172.934670465942	2923.0148616831484	2438.322501405344	2905.8631295131036
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	1582.3187364666574	2619.4542682649026	1148.3602787171858	1760.5377458141847	1523.4735730878874	1662.9516197270696	2420.0537724898422	2354.123921299517	1641.4359164579037	2263.834508826687	1340.0667114094358	2381.331282761488	1687.1855510475289	2061.937126054363	2265.390486358161	1289.4855756065535	217.11429043480894	1158.3239908814721	-286.8644058501177	330.30794149129724	1890.5288975355961	838.2553554609767	1567.6474761317859	950.452186795892	1606.6184275707674	1436.4976440247374	1351.0812859644411	1935.2352796343166	767.3904643492497	1544.7901593532606	1824.6254585899587	1493.7130778691971	1945.3455894544459	2606.210091722689	1688.680157433917	1911.4860356218305	1718.2059809004568	2277.4703503906585	2832.822147500983	2114.2259158226243	1449.0961583124044	1628.0886702452026	1745.9436651927008	1270.1160320771723	2146.577961244375
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	-334.86329196311453	170.28653581434264	-585.4857804292333	43.12681853654976	-78.95719684012693	32.53525839690883	305.2972271903327	-324.3913939015256	-627.4243266720914	-80.82095325500813	-200.15362859969719	66.22868065592775	-232.89188175600611	64.54120362365938	343.73520696445667	-185.33701102869964	-983.9916658961647	-2.2416412873426452	-477.1902598362303	-665.6760490913384	-541.3712585462508	-639.3608965549629	212.3568208599936	-787.566397190436	494.5278554220822	-164.892827573467	11.448346367151316	-547.5230723711556	-314.87150886822565	-647.7093541734139	189.59458778954468	85.48524634459318	190.59069805068975	89.26432529944395	547.8119263746339	446.88696421670465	108.10505751504934	540.61090324428	120.13016162646454	544.2437510368636	-573.828247533278	666.3316557701455	-422.108904019753	208.57239448346627	-22.195418093115222
