pathway_description	BS_B1C6GZ84	BS_W4DB5RP1	BS_EZ3147MX	BS_GW0GKWMS	BS_2A5R9MEJ	BS_5965SFPZ	BS_9FX3YREK	BS_XG0DBWVT	BS_MDBT7S5Z	BS_MB7WN0ZB	BS_3MS8WVNR	BS_52MPKTJH	BS_PQVTB6BB	BS_TXZ7KHTQ	BS_TGS109T3	BS_YEW22W35	BS_JVW2JJ39	BS_052PZFMK	BS_5P1TN10Z	BS_B4R7X1KE	BS_T9A8JJW5	BS_RJC3WDD6	BS_WBVSK3MP	BS_FKASA3MN	BS_JJVH7WR0	BS_AWH9757B	BS_FEV5A0HN	BS_FX2P2WEG	BS_DS438CXE	BS_45J79YTF	BS_X4X1SFSE	BS_V3Z3DB4N	BS_TVH33J9Q	BS_SY3J3XR9	BS_WQ1YRTAT	BS_MG78HQDM	BS_G5NHSFD4	BS_F9Y4Z92G	BS_D6J2BGDJ	BS_MD0937XT	BS_M0XGZ53Z	BS_JTWNJ8T7	BS_JQXHHK0K	BS_M0QYNVK8	BS_8PNA0V6R
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	1704.1751694323066	607.5167510438187	1374.22092124558	1217.635158905765	1135.4206940443783	1125.0345915458547	1128.0351505244253	1411.1031858345832	1250.726332259257	1281.7598682607186	897.929090656573	1349.7902474395105	1751.6944939035566	1416.2675292495878	1147.4685895182793	1693.205066948738	2493.5416364398716	1441.1046937580322	1773.410568380914	1856.4255174778755	1281.255967713907	2186.0524064208967	2172.61687182642	2107.4339957259326	1885.1897220325627	920.165012951964	808.485415779196	1162.1157207967062	1738.9831650115957	1709.0540152041576	664.4415056493508	823.2463147357812	1047.9648417741137	1534.0480340220747	1321.4312538530357	1212.8311887629552	1310.1979959239816	660.6116034866645	1261.6075679025762	1756.0908881092564	1551.235317974084	1327.7414443095513	1870.1176718101196	1680.940474738316	1668.1066924072202
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	2542.627050767058	3063.2526690508785	3249.292463978163	2756.7686365964546	2827.965550497509	3022.616255099507	3083.2599255952337	2451.6107136825194	2689.9056171326556	2633.467128754037	3280.0565205861367	3981.5566672348414	2380.7321000161064	3123.252500050681	2742.1587467112004	2184.2613165544353	2187.8272292524307	1978.5688534542187	1516.5020103836614	2306.320947246897	2246.7223715791715	3044.315078799591	1823.3196843642509	2212.991886980826	2684.915429780005	3866.919290854499	3467.9967614774177	3204.343693999821	3605.505416444723	3139.6867919823762	3515.3847544726195	3194.996929490908	2666.468014540742	2883.0599807676863	2833.082290459779	2666.062475820938	3024.229768370893	4185.025523981503	2792.2075765330374	2127.4059819549093	1711.6821721395154	3016.9487020554425	3764.4030052375547	2299.5892649384077	2710.606011655107
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	1850.3124309841514	2062.9941269220126	2502.5854725225927	2378.287765148938	1902.4123680627945	1800.5714224317726	1080.17547566135	2116.199635353172	1140.8414297106847	2605.368194135759	1491.5545990173578	1736.4582182224258	1365.096590011788	1744.1251633494048	2300.2132746238567	1805.728138590548	1389.1487831696013	1453.0892970121968	1053.6587160184554	2047.2895298980347	1959.627127069538	924.9200758624029	497.7877577989948	336.8649092857613	859.2560458839362	1004.4912841091791	1053.6418418894518	3327.551340939228	695.6464591305448	1035.6863396859335	1803.9294206386676	1535.6948799378642	1543.705729406949	1395.4597864953394	431.0602036478176	140.62764647338918	1494.3116366036047	1331.0682620005537	1761.5733437294984	619.4521181984201	812.5832607757002	624.551545993736	1440.8038138913762	1113.4259859601989	2787.8089673248214
KEGG_APOPTOSIS	2157.239354671605	2347.9745888302077	2579.2919435823933	2631.5766447459628	2324.1160825491916	2315.7732805036667	2185.6793691276052	2382.8653169734716	2111.2397297241787	2324.58074336951	2226.1611382521587	2048.974634535385	2019.1231435683003	2310.603662393738	2535.1501500149498	2122.2802954099225	2002.851921715639	2449.402373797	2476.304367403891	2161.779952039182	2578.9807651754218	1652.8657137728842	1862.9360084130003	1871.0242577750996	2129.293834725833	2136.148241525356	2131.9408480357706	2756.0207303260904	2294.0768221144954	1942.9305981383259	2339.6338197468685	2345.622760102815	2505.6613621537235	2141.79994302673	1874.628685055426	1686.9131943925022	2149.30021499573	1957.1140616425928	2422.489521146741	2388.594999250163	2338.05241054828	1928.024489156638	2066.5582601453043	2313.724954875477	2617.7406444522367
KEGG_ARACHIDONIC_ACID_METABOLISM	-2761.6549986479104	-1859.0543305410201	-2224.4598280825885	-1930.6210239620623	-1861.235635553724	-1780.8194955801637	-1986.0647785554047	-2379.8282414195337	-1821.8668668706969	-2143.591416890371	-2369.031633064141	-1794.4758869920752	-2362.2902835826862	-2034.667699092236	-2175.32121442518	-2056.4018216461463	-2576.5805584989557	-2735.508100112641	-2265.174830883245	-2331.6579002342232	-2286.168338027085	-2486.1226971147125	-2793.7954216485286	-2902.443539350458	-2873.0236764807532	-2309.5096900118015	-2401.169329035827	-2478.396617342234	-3141.4384405194605	-2244.083925019786	-2389.5004923463193	-1987.7574415051586	-2953.838258458126	-2267.0138100700906	-2678.948358155515	-3143.9735261426713	-2338.160707204842	-2450.3690554678333	-1954.397162833102	-2786.5289698718652	-2682.630534430844	-1923.6289922729848	-2672.546867587881	-2190.08005128113	-1803.5177422908628
KEGG_ARGININE_AND_PROLINE_METABOLISM	1736.0448265922787	1890.116940875083	2076.46733293316	2242.55278300839	1905.1020806993129	2402.4962952365768	1936.8503094693297	1849.2100890086494	2019.8304677171564	1622.57091818361	2279.696292727289	2340.8769945839176	1847.3753895972932	2395.310266521017	2022.7411107836815	1970.5944560820117	1609.4643783693336	1713.166018072563	1592.1125068414858	1857.9029438176967	1405.3383345313177	1228.838597240796	831.1310291785867	906.3226898203175	1158.1731458302202	2097.0531933440125	2124.0690903960494	1548.331638036534	1478.9863942635802	1739.5682439559969	2743.823312446875	2108.8853332982217	1144.4873572923661	1888.7613268018722	727.3576739250075	806.6941251174248	1724.1881193523113	2238.004518309879	1533.4404996315661	1590.7582604887866	1239.8995890284677	1300.7196677969332	2484.6567919486697	1573.0062831152627	1972.2517034825705
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	2515.9179516216045	2953.901610439916	2058.628542145885	2781.167246632209	2430.011809746271	2998.3951427249267	2940.288730946082	3002.000408744423	2729.8844546742203	2681.4582962258446	2102.880190316204	2616.544224352534	2685.1755683759366	2428.3384606369636	2805.6924366541116	2558.1302984996983	1983.07039277886	2400.7400171415666	1606.064738047222	1676.3742752733324	2539.3350510181026	1933.8378683396386	1800.0315878342808	1717.042267914905	2036.9521112422426	2928.8309333797406	2597.962060948161	2894.8749623204076	2161.945908788064	2372.680631873882	2617.3785813460145	2274.734809382622	2443.4237639172297	2892.945996079574	2251.741453458544	2028.675256111861	1977.8583593104358	3203.552198074496	2662.433359881383	2536.9040418166423	2738.4748200181057	2612.6841806881857	2510.4323739935426	2013.2827471906166	2320.6610286343166
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	-2935.7469089627193	-3228.9464069174846	-2855.227504329072	-2754.829673401042	-2534.535543183987	-2662.948201421297	-2793.665286081772	-3305.3534285495953	-2659.5633777225976	-3225.6229429135756	-2812.700700155532	-3737.0922642024243	-2727.65342062282	-2745.8662412330323	-3075.926366365098	-2866.184071765927	-3808.608100460033	-3096.505900950492	-2846.6806502787176	-2455.7746888256797	-3426.2407285034724	-3316.631416085307	-2990.2472003343764	-3285.859905878403	-3205.5413201565143	-2944.4767424305865	-2931.692319848322	-3812.5384058368672	-3275.9746479886553	-3190.276970375392	-2916.7463239096705	-2986.16901788664	-3508.1887735370456	-3441.898864532456	-3299.1118505053637	-3323.601966939612	-3155.8685297271504	-3709.2707146069497	-3313.847835619924	-3039.70995957973	-3213.4305346103865	-3203.955311635067	-3373.550743900768	-2896.9403220978193	-3330.2750060161006
KEGG_ASTHMA	-2414.6069458837637	-2240.3809653521257	-1779.5486729720078	-625.7400064736994	-1921.4149057774966	-2716.6214554550415	-3616.530536018342	-1809.9618726108547	-2727.364968820514	-250.92127364780208	-3445.958456854408	-1779.9667671906964	-2979.627267332682	-2562.668180860567	-1523.2596013584161	-3004.9146266490925	-3727.8134571891524	-3372.122673774952	-3795.0285187468953	-2363.9170387037375	-1642.8670489603282	-4183.887030338144	-4382.603491611535	-4089.6210593780825	-3855.8468212087046	-3588.995261551163	-4466.416006001178	323.6783303752345	-5180.850716863835	-3591.539004278243	-2013.3088582240161	-2802.681078659646	-1934.342362973096	-3136.6872675650375	-4235.783924768447	-5046.755411785287	-2563.4205819402114	-3226.277368221102	-1723.2943857619093	-3982.4095141166954	-4181.865469303274	-4556.521154599151	-3904.9355422121325	-3830.0401292315273	19.35336039876529
KEGG_AUTOIMMUNE_THYROID_DISEASE	-2416.7180345910165	-1918.0004847428409	-1682.3492510907608	-1159.6180912061354	-1876.9951058412935	-2018.2316227903812	-2982.2623402610907	-1799.4107488301142	-2462.3295087030383	-927.2051492086957	-2929.3686323218253	-2141.5056435820916	-2556.9003978665996	-2190.7128260802237	-1710.337340113305	-2470.30244340009	-3038.217489328501	-2447.3471531891337	-2994.076322025642	-2183.5056361736433	-1886.8546376807262	-3440.16875785757	-3742.255034060463	-3595.028549655558	-3096.932980294133	-3083.9625721867933	-3461.7696547177893	-131.8234976169988	-4161.421948982226	-3195.7859998176	-2039.658531494575	-2584.9432553400547	-2251.415520042393	-2627.9871411144886	-3258.051426120407	-4723.464682978743	-2509.996082143519	-2865.3356886393412	-2035.9093381783478	-3653.5128742349743	-3622.8396457903946	-3329.591239881982	-2998.1151847114115	-3247.2573534182484	-1059.3960840064392
KEGG_AXON_GUIDANCE	3768.114537569081	4296.243240815365	3832.344208110386	3944.792736296842	3699.2427141929456	3917.9316762361814	3950.2656668768414	3898.8126736864015	3871.4837391614874	3599.890501908727	3856.935055830947	3866.941193018185	3968.362720955138	3627.125148412133	3771.6361493124914	3616.027219270889	2903.054423637337	3659.082061909381	4014.620796579724	3841.065769606548	3407.9928525920986	3454.2271679375517	3541.8037264757913	2933.834460809412	2902.9091575780676	4118.318673438171	4298.160112912152	3442.763508123475	4372.47629297536	3633.5404763705865	3730.8537959679143	3827.533921728449	3159.278894993864	3568.09264466228	4077.400512520371	3146.6517394023176	3466.7949637721686	4568.617548587825	3453.045021384927	3209.3578538726088	3049.951551902661	4320.151038646085	4053.3662070580303	3045.2639343404135	3379.3924393061297
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	2852.9608033322547	2655.522308841766	3233.3653888512927	2984.3200010604614	2457.243537132077	2708.9871273337394	2586.555061494735	2822.502722219293	2338.224988661761	2959.219100577762	2950.6284055397646	2865.19910649102	2234.88293682736	2699.4958557959217	3060.3048959501775	2479.6025850320148	2303.68722154886	2395.7236576202376	2707.6277549506685	2658.4671532176526	3050.127102667375	2532.7119496879386	2363.884894102035	2281.7639498549306	2632.8136249944982	2698.5875348800782	2450.0221431151876	3445.089566218385	2720.4771500227744	2496.2543518967614	2890.3700401139686	3143.5011531365217	2874.43624447983	2665.126503968282	2273.6076180786604	1983.2432532789626	2995.8349919002994	2699.5987497716596	2835.8370583673386	2363.297562951353	2746.0428024162775	2378.6005523942567	2652.0061252435316	2572.4620061916758	3101.0190509198765
KEGG_BASAL_CELL_CARCINOMA	1278.6606071226524	2186.9437780626795	811.4782166237928	970.4617454482122	1259.7878490202384	1176.6339958360386	1876.732352650366	922.0219020313816	1318.9831229954598	47.63619654678041	1453.3782769326244	260.61215760960295	1708.4999352583673	615.5831132234925	1293.4677022477663	812.684865916508	214.56752428663458	524.0760674222984	1042.3460545933522	1526.4355047551653	1172.5081073572146	1734.6684723375001	1789.658179367072	738.3492695680925	691.9285797994671	399.8160130917695	776.4582119152838	29.922569515516443	4126.932144186712	696.2667767403273	448.49565106682167	967.0791578143981	-10.183867601554084	1303.2094400966253	306.0208347431944	97.90852780630303	1266.70191321926	1162.2901058098014	1224.4725696941696	1397.1077585995317	624.1817838109	585.9128410439807	233.12226793558511	1503.8026577520577	1020.6898124319523
KEGG_BASAL_TRANSCRIPTION_FACTORS	1772.7906529473585	872.6245815461061	1946.6818668352807	1562.3538834370793	1443.3675441439937	1617.370172829389	1157.1036253062139	1560.5587355540301	1752.8416703623898	1768.370947097832	1316.899814867169	1176.6882992120536	1467.26193901457	1577.8400193512825	1502.798255374255	1679.108524097437	2145.8028062446538	2184.125068512916	2544.305604613677	2279.5578313998594	2063.2794483096586	2035.2441081625166	2171.5242064958056	2621.293714159425	1967.2631736581934	1324.4934175775234	1433.82065527331	1578.0801165050689	2152.481228644936	1383.5029719759495	1455.1265069590718	1558.4064995530243	2664.7197426951952	1164.96055391152	1716.1571844580212	2382.324804749278	1521.6837837004932	814.4460948340911	1359.9060189330776	1967.3444081946236	2302.0765135760485	1570.6416610287943	1464.991136108143	2059.778070520597	2014.8468354981815
KEGG_BASE_EXCISION_REPAIR	2772.5833717953847	1708.8776119762642	2222.702687588091	1666.8704997311052	2350.1905633621936	1701.458323210496	1924.7971496709124	2631.971447675569	2585.419615943356	2285.905772167558	2857.814555401448	2262.212040968867	2499.3508844982935	2030.2550405831116	2188.656071603533	3267.6346718173827	3658.5319965603794	3105.570219976871	3261.046605929014	2803.834941319754	2237.4986035382826	2322.7213903434076	2674.971121370465	2635.039362302703	2379.7750039163766	2275.732414202672	2292.4177740193245	2334.9846285622334	2922.280618714545	2569.4717435267576	1676.0307254391591	2462.8243819946692	2087.2201007993426	1713.2875345268749	2344.184752225692	2623.8181010994213	2939.529470396361	1793.5703897133644	1895.0028668240957	2760.808025305445	2276.050381712157	1784.9533835503516	2738.972309611614	2906.662058089809	2029.713310726862
KEGG_BETA_ALANINE_METABOLISM	2324.776365881011	1448.6284515569441	2573.1980399462227	2924.1790275508392	2465.6871733967	2261.41348472967	2528.3430809389793	2603.5080898756587	1885.7767106391057	2527.967121437665	3429.9163192116794	2197.1571751092997	2254.19161102054	3147.949741968796	2299.7666733107835	2344.989104133636	2737.217378944397	2052.3121928833825	2560.669846720164	3250.248906355626	2644.2302861356166	3239.326185878732	2937.9104662998798	2574.8460150685387	2794.504605232185	3259.8219168327596	2917.1047096130696	2718.6462377757343	2528.053220146412	2473.3291500552514	3329.766181505782	2633.0092137980755	2563.9670930377015	2546.9768493746833	1695.2735275901432	2770.7799824686354	2751.7283523205624	3067.4043388627106	2573.405385712551	2172.615400896968	2723.7365125182114	3040.3224924681563	2810.3397933735487	2694.4389841109733	2886.76939885729
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	3721.2875497596087	2780.3842660840437	3864.680362619467	4226.41075347205	3611.7227992983117	3867.709231528881	3681.0300934845036	3219.3172427994614	3859.523508505992	3447.487816854171	4528.300620408101	3566.647101385315	3407.2037225299882	4316.380100310103	4003.0948712091904	3907.800417569968	2639.229991464992	3865.48961673337	3600.1870914716455	3459.8327296069656	3581.4553056323894	3456.1036472545984	3406.3047380755943	3805.834759352536	3859.9262809971915	3880.23538375966	4317.551161145811	3010.0425356007636	4321.340313990468	3902.6107199044236	4557.429050561723	3868.8461481206486	3494.910599977846	3488.476174401225	3311.002945080594	3677.8068118386564	4154.575138211183	3609.3833648631626	2881.8833606398457	3644.6626853601174	3040.7878380948932	3218.876090549742	3376.008134570822	4407.265845567734	3641.507782239398
KEGG_BLADDER_CANCER	3653.336671167677	3760.8707103431316	3396.011801981156	3262.384010320631	2777.6573585633923	3085.4870905822536	2986.7168447264175	3778.659554391761	3892.451003255197	3172.14426701491	3595.5956003155807	2242.5801422580516	3681.5348927890445	3536.3627329128503	3186.4313500118733	3337.3758062237303	3397.5007523242202	3406.8047245691178	3433.544735445308	3467.671658956773	3769.080037946458	2983.1171332453105	3212.8056511641917	2691.959956781684	2939.5044689392307	3370.113809380786	3113.0204634373004	3475.9717808312125	3764.0838276264403	3024.1952887559346	3029.7010795332517	3381.9287894346944	2906.086852584698	2527.4908077234595	2154.163654621838	3066.0690430972772	3433.8257471823763	2749.8944707480186	2989.2912064731063	3133.056430970053	2705.6748558740637	2242.4102618090055	2465.0377075303586	3149.258206003493	3233.683097157431
KEGG_BUTANOATE_METABOLISM	1793.880550224243	593.7411836682531	2022.644769077844	2087.919929340964	2121.980863708719	2010.946310159723	2060.2598052298927	1385.1102825806302	1720.5752698425786	1558.126027119044	2552.590794092899	1556.7072457791128	1674.6087147717608	2966.4298399831223	1778.522107939687	2384.9103468281664	1180.4856234438303	1577.2760693250893	1644.8803713590696	2335.1825186708375	1592.4374680585806	2006.940167345232	1752.928971791609	1893.42954914015	1643.24855923396	2476.418104612474	2436.481308530965	1232.6675146519792	1576.4308839444875	1754.983015894859	2968.2155506418967	1721.1387718440055	1708.4771375151759	1441.5477145733512	1184.3724853524545	1810.3836806028576	1738.64564006386	2004.417734075023	1531.206448516261	1594.3323871435277	1970.3482784837543	1624.5869925733605	2147.0381569006004	1792.1128463059013	2217.8275459267643
KEGG_CALCIUM_SIGNALING_PATHWAY	837.4622287701095	1519.4639421846423	796.5864816107296	1148.2882883101447	1077.7324847499622	1309.0210951712834	1641.631666636482	755.6947768657174	1293.4389115112845	1045.7831780416964	1444.624104215227	2067.9049512605707	929.115163598035	1178.874056953102	1054.4609319616557	942.3508298698071	263.71936429872585	393.7783816336996	-144.88820134435264	257.6577188476058	734.8645893798093	1149.2228051813072	97.47450896572082	451.67929938246016	733.1015135546131	2116.86139496334	1918.6072062817766	1221.3527341696335	710.7174297422607	1062.2026552148	2241.6260263666936	1449.4955631557732	682.1725701755022	1610.190980326115	1367.9279131726144	855.7487141060392	1208.6399438007447	2743.523646927584	1057.9144377621396	767.334547855764	457.1008447953791	1809.1446248510365	1934.6878597170635	650.1619830127929	773.911707969055
KEGG_CARDIAC_MUSCLE_CONTRACTION	2535.9732517188477	2004.0006164686165	2564.397539132735	2581.824044869929	2776.777680055786	2644.3946295871137	2520.504042846105	2830.155292952677	2803.3121369978453	2571.828186239978	2407.8155651124944	3510.3856212737046	2944.268978825952	2563.1619815969607	3099.835169232214	2500.4856041458515	2620.400102878275	2174.9663512724273	1975.2606941764698	2506.5289200211864	1722.4988753898397	2142.6661248551845	1443.1991269556147	1457.7672949442258	1860.436898914797	3385.569754636348	3322.3589074194915	2690.4599672031	2588.0634872180763	2846.5573875169503	3008.7589419499745	2694.125567838031	2092.719402367331	2257.5496389072305	2740.8745254674395	2202.3218683221203	2032.0513392260655	3788.8773580786474	2024.3380126489428	1459.4439808824536	1924.0389776677293	2818.8832628555792	3126.5791973151045	1921.7277183773585	2667.7727671191606
KEGG_CELL_ADHESION_MOLECULES_CAMS	1794.4737028230593	1989.8208385098242	2274.227076571924	2555.522248235913	1793.4059878717562	2188.2677289749718	1451.2144103879364	1856.929274237882	1895.110059637398	2403.9167431535425	1718.7194412589943	1917.7437783396053	1636.2377417525367	2187.635035263862	1888.9729710281645	1747.9730894301429	576.0559911592318	1539.817283425722	813.7141222137834	1005.0377360086568	1909.2743703502874	908.4455846374494	580.4981071309903	340.245668857342	896.6361159990938	1833.5840225373686	1135.076239517095	2594.2744437912006	723.4851032905808	1393.8295182586353	2028.156450686036	1793.0538072628024	1401.9631378940194	1542.183805133447	768.295292099001	620.7280792225829	1240.2613871388985	1751.0544486231975	1886.6420718931313	1106.8307177805164	997.2413270075285	1073.391890109584	1423.3511361997425	1171.6664520706927	2337.5701768108775
KEGG_CELL_CYCLE	4426.975502755204	3064.581321478332	3443.537682014714	3331.565527007031	3194.2484964426567	2740.4663181071955	2807.530611953822	3953.4561621007106	3754.2688248227005	3865.228224657185	4195.629639437513	2002.770353027956	3186.837019315897	3519.0859791351595	3608.4079879726814	4163.5248350928505	4344.846174866467	4536.966077706951	4223.886084111371	3459.0802803305523	3981.8583732986663	3223.636137010928	4013.5910339410348	4511.939597420433	4130.18655895745	3425.724359738402	3389.9085875587825	3569.11596002017	3660.1732193899697	4060.5089198635123	3148.126522612698	3654.973945226562	4358.356581473918	2537.392921689663	3281.1669632347184	4498.709738309204	3969.4486305268856	2134.7469007875443	3169.4830251371623	4069.4826769704505	3944.3893173775286	2313.6498267151055	3364.0082351045603	4001.591005873228	2753.03276412149
KEGG_CHEMOKINE_SIGNALING_PATHWAY	1775.5324840135381	1751.4407900369624	2004.3435557490102	1813.3926272431436	1714.1313712062329	1609.526044180766	1786.3212637005981	1692.2512088900203	1339.3412408042022	1858.129092608484	1725.5696794374253	1887.2180873765956	1348.169799482168	1637.6540674652297	2021.885407836775	1640.2149885503295	1581.494669993146	1315.7733881755466	1272.2032225150251	1308.7555978339406	1659.55186699741	1324.3579340720098	1177.251696924941	974.9967925603341	1355.00783709389	1924.6889596647743	1833.9263595230514	2409.6834780597455	1303.2009431381775	1540.8181330797906	1978.2685132448405	2083.7133997713026	1652.1572677647164	1491.7237156129395	1496.1219067089096	1033.9566980346808	1934.6495060519155	2034.4992710521237	1844.4506357607333	1322.4799434933248	1498.5802462079791	1708.969870769468	1680.840941638091	1359.656104017029	2000.6813745557756
KEGG_CHRONIC_MYELOID_LEUKEMIA	5414.122312662066	5346.592700536545	5351.941889149028	5514.1903302040955	4918.912502124844	5163.665391841105	4973.179261006253	5572.377903614688	5138.2471914712005	5209.371820210861	5254.15823729194	4341.590687008405	5036.670903283126	5191.444989425216	5520.389500666322	4909.1977851220545	5127.402132562984	5013.189569849748	5168.09880431302	5051.539142432957	5496.79953233286	4805.151710741668	4727.255608988276	4619.06864484877	5187.7640560360815	5131.007947688566	4846.322750580444	5647.133400182751	5092.9496654572795	5355.889811695393	4994.031356715066	5233.395512610712	5121.103339706526	4733.175685298314	4322.157652788745	4619.358438760815	5317.23214849171	4438.998629969776	5212.0270748183375	5088.09188499849	5092.5570028685215	4377.5741293465	4404.192294236471	5266.357843601114	5258.430112557833
KEGG_CIRCADIAN_RHYTHM_MAMMAL	3684.239095515273	5828.087573343897	3553.433320080323	4805.97069358943	3950.0477707874634	5787.3334356496	5221.785326494539	4387.371956401528	4191.915676017426	3474.6458254539375	5010.983243560744	5955.9449651263	4762.180955454924	5212.419523931183	4931.839121627549	4135.511453214791	3951.820436765993	2762.4225365165876	4469.7190684940415	4658.750439362246	5048.207090940969	6297.09075732056	3906.456423787444	4322.791663288099	4520.61865302319	4120.416744018477	3133.3806207170746	4930.8931700102	5678.277721129958	2749.9643347567635	5023.688052332474	5290.699837486516	3959.0974896507396	5549.202240858904	3398.18268658102	3175.2778576253313	4869.325030784752	6013.441361879346	4359.613758769889	5367.831261465228	4357.300743207967	3926.3270145423685	4679.476144630686	5551.7721458240285	5588.983657248611
KEGG_CITRATE_CYCLE_TCA_CYCLE	4428.592469268535	2585.8311409066628	4690.7188758542015	4734.992217271476	4522.0047741035905	4493.013259620486	3917.630535870232	3993.6979341459555	4325.431344217739	4108.85045274366	4695.584525432467	4450.760377766092	4102.06549735396	5455.374040410059	4819.182259147583	4683.462511533971	3850.759618361066	4561.960371206349	3876.515732624539	4301.365276475775	3497.7438019315887	3722.9586709335563	3148.6968898343166	3299.3640110298766	3662.7719945229055	4762.883747910062	3956.549866547044	3734.267412595147	4295.508729970312	3857.8637773908904	4745.587519414023	4178.520585170887	3482.2585980975473	3568.9671848109483	3157.1003122270613	3098.53529608152	3570.5115108404334	4406.673805179598	3461.337458774491	3473.7584782478316	3132.406740082901	3118.4415468151255	4445.586723875964	4451.707450297179	4946.907911809432
KEGG_COLORECTAL_CANCER	5533.609214875431	5181.598068238391	5256.927474626247	5219.136876615836	5137.605117924917	5334.310262850475	5286.419211491479	5628.929559352371	5432.300482707693	5455.697861476954	5309.713008723429	4618.899874719831	5205.712986708328	5100.646957182462	5502.282131013624	5153.275541673804	4910.607735363876	5074.70378661235	5160.678649642547	4946.708252150043	5305.690523780486	5052.839492575869	4926.38226057626	4828.3934856028445	4880.763271998503	5428.761670354015	4953.785752534559	5100.018677419226	5623.9234381911865	5333.845413619763	5186.76306744756	5365.50274020848	5057.279855183031	5252.769774985658	4741.268627279611	4853.381089654949	5333.259217066932	4921.150437724356	5106.021091896191	5216.216226729721	4809.343283291104	4526.185147790484	4891.054414181441	5439.588474923405	5309.579858538042
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	-347.6233000868597	-867.4540546467142	-691.2757932218501	270.73615933301335	-831.4180772936706	-594.3277698844322	-1529.3946731860815	-6.7895876934217085	151.82793313566253	585.2860635006018	-1069.036581676659	-1248.8720038501215	-1505.2032179138514	-69.87356595338315	-618.2788199245351	-955.7516417262941	-1640.8711839308417	-949.2016227455297	-1942.7627230177732	-1185.8167498239745	75.4821170320065	-1781.12956208969	-1628.4480800680367	-1767.5503892194783	-1440.42085789271	-1293.4146961293554	-2193.196681379438	-0.7511191576613783	-2104.2046561899315	-1086.0140492635255	-804.0958761459424	-1006.3594655003017	-860.930458391591	-1011.9637996041256	-2578.940396191705	-1990.0469179336933	-1160.2667969870854	-1095.9039724403665	-630.0665812159259	-677.3557257132979	-880.5015128879713	-1275.348615922845	-996.1114371832482	-1357.212194640565	-12.475787648325422
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	2518.749977987114	1997.5348314463408	2640.100521705872	2378.8013713325454	2683.8734603794055	2464.2071616139856	2353.573815195383	2487.0748464359294	2743.9478504136496	2271.711628478999	2707.8195578426967	2215.0237371863514	2282.630638415829	2879.6173146153906	2809.3107175104797	2859.5108285775186	2679.247272664188	2999.3798654196853	2841.01329936573	3055.1105409677602	2725.5519437177954	2564.747075204108	3069.1266474313834	2691.495284432498	2751.475193175851	2765.078460931598	2082.295349434782	2388.017913316653	2487.8021343810433	2721.877026510001	2763.5387340022553	2499.3965406321167	2666.3313710676575	2590.7924567966875	2064.0249467041776	2708.0797032536175	2728.230562044846	2332.1824567281274	2753.5554649638743	2908.9426752716245	2867.180356828856	2058.3552212028026	2961.430663297093	2391.764787497992	2576.6515220659385
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	-2633.7829657020084	-2183.908544779827	-2426.9760462451513	-2229.0361305993365	-2810.08069301051	-2638.8374125011696	-2572.6093591291456	-2441.1492777035855	-2858.0033200067155	-2243.948302102054	-2665.873558950683	-3054.0198793957306	-2843.640760034258	-2320.405681222207	-2407.2510602914535	-2808.6941062358655	-3196.4127003619697	-2899.4985416852696	-3010.112248797701	-2786.7457253051007	-2175.731063441458	-3364.934822178843	-3064.148655010021	-3202.094702156719	-2978.380184609502	-2666.911631326887	-2905.6427871145197	-2007.8983417999516	-2619.279606087136	-2995.437467080369	-2433.955795796347	-2617.020463186326	-2650.111325520187	-2759.2020924848266	-3037.6867434195074	-3302.296362578746	-2426.315617918057	-2934.6155586083014	-2456.9268133362284	-2680.3523497754522	-2848.6717961037803	-2771.778126775287	-3113.7343558821485	-2861.1932707084725	-1988.4453001483707
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	-1071.2254634364872	-1358.329423895124	-267.38012698744024	-1291.2103880808081	-1001.1539074712309	-976.2603737086338	-1134.0837362001566	-1346.4709022748393	-1430.5165742261997	-1320.1378581839408	-1190.266055736487	-1253.8835790053345	-1083.341601014601	-1212.7221795794376	-817.3195023439639	-1202.2671623415008	-606.9234530921367	-1042.003537091441	-1110.3184984262334	-440.3693240846005	-815.9249153359833	-1047.3620478294124	-1096.8163805394797	-1048.5928932522675	-795.9508602268616	-1460.7748844568732	-1871.3665353956858	-472.15485674596675	-1217.2273948972907	-1376.8567036611485	-1217.2563166752989	-806.1725493291433	-932.6574152062367	-1205.3791144054067	-1448.783971945225	-1669.61251266597	-750.5774575398227	-1237.7255992823866	-988.2597841995685	-1098.1742914087426	-918.0791753039739	-1411.4266006696926	-896.7498092117239	-934.8667285085994	-402.7325619887415
